address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
535 Southlawn Ln,Signage,"45,000 SF",Rockville,"Rental Rate,$9.00 - $9.50 /SF/YR,Rentable Building Area,45,000 SF,Property Type,Industrial,Year Built/Renovated,1945/1985,Property Subtype,Warehouse",,,1/3/2019,14756557,$0.75 - $0.79 SF/Mo,,Industrial,"3,400 - 10,500 SF","Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses","High ceilings.,$3,500 per month. 12' ceilings. 6' door.",2 Spaces,MD,For Lease,Industrial,"[('Rockville Transit Stop', '17 min walk', '0.9 mi'), ('Rockville Commuter Rail (Brunswick Line)', '17 min walk', '0.8 mi'), ('Washington Grove Commuter Rail (Brunswick Line)', '10 min drive', '4.6 mi'), ('Ronald Reagan Washington National Airport', '39 min drive', '25.4 mi'), ('Washington Dulles International Airport', '60 min drive', '30.4 mi'), ('Baltimore-Washington International Airport', '49 min drive', '35.7 mi'), ('Port of Baltimore', '53 min drive', '38.6 mi'), ('C & S Paper Storage', '32 min drive', '17.8 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
924 Joseph Ave,,"2,400 SF",Shreveport,"Rental Rate,$4.25 /SF/YR,Rentable Building Area,2,400 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",,,3/6/2020,18771671,$0.35 SF/Mo,"* 2,400 Square Feet Available 
 * One Block off of N.Market/ Hwy 1 North 
 * Close Proximity to I-20 
 * $850 per month 
 *Zoned I-2",Industrial,"2,400 SF","Lease rate does not include certain property expenses,1 overhead door",,1 Space,LA,For Lease,Industrial,"[('Shreveport Regional Airport', '18 min drive', '10.2 mi'), ('Port of Shreveport', '27 min drive', '16.2 mi'), ('MURPHY BONDED WAREHOUSE-SHREVEPORT-LA-2391 LEVY', '8 min drive', '3.6 mi')]",
115 Canvasback St,,"64,750 SF",Saint Rose,"Property Type,Industrial,Rentable Building Area,64,750 SF,Property Subtype,Warehouse,Year Built,2004","The prime location provides easy access to major freeways, hotels, restaurants, banks, and other service suppliers.,The park is located approximately 1 mile west of the Louis Armstrong New Orleans International Airport.,James Business Park is a 200+ acre master planned development that is home to many of the markets top corporate tenants.",,4/16/2020,19243393,Rent Upon Request,"Freestanding Industrial facility contains 6,826 SF office and 33,674 SF of warehouse space.",Industrial,"40,500 SF","Includes 6,826 SF of dedicated office space,8 Loading Docks","40,500 SF Class A warehouse/distribution facility available for lease in James Business Park. The warehouse area has 24' clear height, ESFR sprinkler system, and 8-loading docks including 1 dock with ramp. A portion of the warehouse area is climate controlled. The building can be expanded by an additional +/- 13,000 SF.",1 Space,LA,For Lease,Industrial,"[('Louis Armstrong New Orleans International Airport', '16 min drive', '6.4 mi'), ('Port of New Orleans', '29 min drive', '16.3 mi'), ('Dry Storage Corporation of Louisiana', '5 min drive', '1.5 mi')]",Lighting
27 24th St,,"5,400 SF",Kenner,"Rental Rate,$8.44 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,5,400 SF",,,4/21/2020,19290516,$0.70 SF/Mo,,Industrial,"5,400 SF","Listed rate may not include certain utilities, building services and property expenses","This 4-year-old building is zoned S-I, offering 3-Phase power keeping the bills down, the building has 2 meters for utilities and can be divided into 2 separate spaces, price to be determined, fenced yard, multiple offices, there is a bathroom, Kitchenette, and 2 offices per side, 2 15x12 front doors and a 12x12 side door, 16' left side yard, 12'x120' rear and 10' left side yard, 20' Eave Height, LED lighting tile flooring throughout, contact me today for details!!!",1 Space,LA,For Lease,Industrial,"[('Louis Armstrong New Orleans International Airport', '7 min drive', '1.2 mi'), ('Port of New Orleans', '30 min drive', '16.8 mi'), ('Dry Storage Corporation of Louisiana', '11 min drive', '5.5 mi')]",
527 Saint Joseph St,,"15,000 SF",New Orleans,"Property Type,Industrial,Rentable Building Area,15,000 SF,Property Subtype,Warehouse,Year Built,1890","Located in the ""Downtown Development District & Museum District""  where a lot of new construction is taking place.,Located minutes away from the Ernest N. Morian Convention Center and the River Walk.,The World War II Museum is less than a block away from the property and located directly across the street from the Contemporary Arts Museum.",,9/18/2019,17229491,Rent Upon Request,,Industrial,"15,000 SF","New space, never previously occupied","15,000 sf of ""Open Shell"" warehouse space available for lease with a potential additional 10,000 sf of space available if needed.  Owner is looking for NNN tenants that are looking for a 10 or more year lease.",1 Space,LA,For Lease,Retail,,
95 Riverview Dr,,"55,000 SF",Bowling Green,"Rental Rate,$3.00 /SF/YR,Rentable Building Area,55,000 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",,,6/25/2018,12990442,$0.25 SF/Mo,Easy access to the interstate,Industrial,"55,000 SF","Lease rate does not include utilities, property expenses or building services,4 Loading Docks",,1 Space,KY,For Lease,Industrial,,
127 Dishman Ln,,"25,000 SF",Bowling Green,"Rental Rate,$6.00 - $7.75 /SF/YR,Property Subtype,Warehouse,Min. Divisible,3,000 SF,Rentable Building Area,25,000 SF,Property Type,Industrial,Year Built,1961",,,2/3/2020,12361343,$0.50 - $0.65 SF/Mo,"Convenient location with easy access to the Russellville Road Corridor, the Nashville Road Corridor and the Natcher Parkway
Great location for service industry or small scale distribution or light assembly/industrial",Industrial,"3,000 - 12,400 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Includes 120 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses,2 Drive Ins,Includes 200 SF of dedicated office space,Plug & Play,Listed rate may not include certain utilities, building services and property expenses,1 Loading Dock,2 Drive Ins,Private Restrooms","Air Conditioned Office Space and Heated Warehouse Space,Metal building with excellent functional warehouse space.  Currently divided into 2-3,000 SF Units (B-1, and B-2).  Total of 6,000 SF available.  One unit Cntains unit for Warehouse AC.,Space includes Dock and Drive in access.  Currently a Double unit with Office space.",3 Spaces,KY,For Lease,Industrial,"[('Port of Mobile', '556 min drive', '509.3 mi'), ('MCCARLEY AND RICHARDSON-BOWLING GREEN-KY', '9 min drive', '4.3 mi')]",
200 Old Post Rd,"Fenced Lot,Yard,Storage Space","27,000 SF",Aberdeen,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,27,000 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",,,1/9/2020,18138204,$1.00 SF/Mo,Great visibility off Old Post Rd.,Industrial,"27,000 SF","Listed lease rate plus proportional share of utilities,4 Drive Ins",,1 Space,MD,For Lease,Industrial,"[('Aberdeen Commuter Rail (Penn Line)', '10 min walk', '0.5 mi'), ('Perryville Commuter Rail (Penn Line)', '13 min drive', '8.4 mi'), ('Port of Baltimore', '47 min drive', '34.8 mi'), ('Montgomery Maintenance, Incorporated', '45 min drive', '32.7 mi')]","Water,Sewer"
520 Garvin Ln,,"105,000 SF",Franklin,"Rental Rate,$3.90 /SF/YR,Rentable Building Area,105,000 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Warehouse",,,9/12/2018,13769872,$0.33 SF/Mo,,Industrial,"105,000 SF","New space, never previously occupied,Lease rate does not include utilities, property expenses or building services","Brand new 105,000 SF industrial warehouse. Located within city limits - Zoned I-2 heavy industrial. Available for sale or lease. Located directly off of I-65 in the Henderson Industrial Park off exit 6 - In Franklin, KY.",1 Space,KY,For Lease,Industrial,,
12000-12038 Old Baltimore Pike,,"200,000 SF",Beltsville,"Rental Rate,$7.90 /SF/YR,Property Subtype,Warehouse,Total Space Available,19,450 SF,Rentable Building Area,200,000 SF,Max. Contiguous,11,684 SF,Year Built,1982,Property Type,Industrial",,,1/27/2020,18139333,$0.66 SF/Mo,,Industrial,"7,766 - 19,450 SF","Lease rate does not include utilities, property expenses or building services,1 Loading Dock,Lease rate does not include utilities, property expenses or building services,2 Loading Docks,Can be combined with additional space(s) for up to 11,684 SF of adjacent space","Unit 12032 is 7,766 SF and 1 gate height loading dock.,12006 is 11,684 SF with frontage along Old Baltimore Pike.  The space has two loading docks and has excellent access to the region via I-95, I-495 and I-370 (ICC).  Existing office fit out features a break-room and a private office.  Ceiling height is 18'.",2 Spaces,MD,For Lease,Industrial,"[('Muirkirk Commuter Rail (Camden Line)', '16 min walk', '0.8 mi'), ('Greenbelt Commuter Rail (Camden Line)', '11 min drive', '5.6 mi'), ('Ronald Reagan Washington National Airport', '37 min drive', '22.5 mi'), ('Baltimore-Washington International Airport', '31 min drive', '22.7 mi'), ('Port of Baltimore', '35 min drive', '25.6 mi'), ('C & S Paper Storage', '25 min drive', '13.6 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
8520 Pepco Pl,Fenced Lot,"52,000 SF",Upper Marlboro,"Rental Rate,$9.85 /SF/YR,Rentable Building Area,52,000 SF,Property Type,Industrial,Year Built,2014,Property Subtype,Warehouse",,,1/21/2020,18254352,$0.82 SF/Mo,,Industrial,"52,000 SF","Lease rate does not include utilities, property expenses or building services,Includes 7,200 SF of dedicated office space","52,000 SF warehouse (1,000 SF office, in addition up to 7,200 sf)",1 Space,MD,For Lease,Industrial,"[('Union Station Commuter Rail (Brunswick, Camden, Penn Lines)', '20 min drive', '10.0 mi'), ('Ronald Reagan Washington National Airport', '27 min drive', '17.2 mi'), ('Baltimore-Washington International Airport', '51 min drive', '31.9 mi'), ('Port of Baltimore', '59 min drive', '43.6 mi'), ('C & S Paper Storage', '19 min drive', '10.2 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
414-422 S Bond St,,"16,746 SF",Baltimore,"Rental Rate,$13.00 - $19.00 /SF/YR,Rentable Building Area,16,746 SF,Property Type,Industrial,Year Built,1920,Property Subtype,Warehouse",,,7/30/2019,18171496,$1.08 - $1.58 SF/Mo,,Industrial,"1,800 - 12,600 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 400 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,Fits 5 - 15 People,Lease rate does not include utilities, property expenses or building services,Fits 5 - 15 People",,3 Spaces,MD,For Lease,"Office, Industrial","[('Shot Tower/Market Place Transit Stop', '(Metro Subway)', '16 min walk'), ('0.8 mi', 'Johns Hopkins Hospital Transit Stop', '(Metro Subway)'), ('18 min walk', '0.9 mi', 'Camden Station Commuter Rail (Camden Line)'), ('6 min drive', '1.8 mi', 'Penn Station Commuter Rail (Penn Line)'), ('8 min drive', '2.7 mi', 'Baltimore-Washington International Airport'), ('22 min drive', '11.3 mi', 'Port of Baltimore'), ('11 min drive', '3.6 mi', 'WESTWAY TERMINAL COMPANY-BALTIMORE-MD'), ('10 min drive', '3.4 mi')]","Lighting,Gas,Water,Sewer,Heating"
824 Landay Ave,,"7,349 SF",Rosedale,"Rental Rate,$11.81 /SF/YR,Rentable Building Area,7,349 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse",,,1/16/2020,18205998,$0.98 SF/Mo,,Industrial,"1,625 SF","Listed rate may not include certain utilities, building services and property expenses",Call for more information.,1 Space,MD,For Lease,Industrial,"[('Penn Station Commuter Rail (Penn Line)', '14 min drive', '5.2 mi'), ('Camden Station Commuter Rail (Camden Line)', '16 min drive', '5.5 mi'), ('Baltimore-Washington International Airport', '27 min drive', '16.0 mi'), ('Port of Baltimore', '15 min drive', '7.7 mi'), ('Baltimore International Warehousing Company & Tran', '4 min drive', '1.4 mi')]",
747 Bowman Ave,,"46,092 SF",Hagerstown,"Rental Rate,$6.51 /SF/YR,Rentable Building Area,46,092 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",,,1/29/2020,18335021,$0.54 SF/Mo,,Industrial,"46,092 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,MD,For Lease,Industrial,"[('Port of Baltimore', '92 min drive', '75.1 mi'), ('Hagerstown Transload Services, LLC', '5 min drive', '2.2 mi')]",
8046 Old Washington Dr,,"7,000 SF",Woodbine,"Rental Rate,$19.80 /SF/YR,Rentable Building Area,7,000 SF,Min. Divisible,1,000 SF,Year Built,2020,Property Type,Industrial,Construction Status,Under Construction,Property Subtype,Warehouse",,,2/4/2020,18400475,$1.65 SF/Mo,"Currently under construction with Summer 2020 delivery
Each unit has a 12’x14’ roll-up drive-in door
25’ ceiling height
Location minutes for I-70 in Carroll County’s largest industrial park
Outside storage included",Industrial,"1,000 - 7,000 SF","New space, never previously occupied,Lease rate does not include utilities, property expenses or building services",,1 Space,MD,For Lease,Industrial,"[('Baltimore-Washington International Airport', '40 min drive', '28.9 mi'), ('Port of Baltimore', '40 min drive', '28.9 mi'), (""Wollenweber'S Trucking & Warehousing"", '34 min drive', '24.6 mi')]",
4545 Annapolis Rd,,"356,294 SF",Baltimore,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,356,294 SF,Min. Divisible,20,000 SF,Year Built,1962,Property Type,Industrial,Cross Streets,I-95,Property Subtype,Warehouse","Total building size: 356,294 SF,Zoning: ML (Manufacturing/Light),14 docks (8x10) and 1 drive-in door (8x10),Land area: 16.32 +/- acres,Heavy electric,Wet sprinkler system",,2/5/2020,18420951,$0.29 SF/Mo,,Industrial,"20,000 - 356,294 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,MD,For Lease,Industrial,"[('Nursery Road Transit Stop', '(Hunt Valley & BWI Marshall, Timonium & Cromwell)', '17 min walk'), ('0.8 mi', 'Baltimore Highlands Transit Stop', '(Hunt Valley & BWI Marshall, Timonium & Cromwell)'), ('20 min walk', '1.0 mi', 'Halethorpe Commuter Rail (Penn Line)'), ('11 min drive', '4.6 mi', 'St Denis Commuter Rail (Camden Line)'), ('14 min drive', '7.2 mi', 'Baltimore-Washington International Airport'), ('14 min drive', '5.2 mi', 'Port of Baltimore'), ('14 min drive', '5.5 mi', 'ST SERVICES-BALTIMORE-MD'), ('12 min drive', '5.2 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Fired Oil"
6512 Landay Ave,,"3,540 SF",Rosedale,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,3,540 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse",,,2/6/2020,18432829,$0.75 SF/Mo,,Industrial,"3,000 SF","Listed rate may not include certain utilities, building services and property expenses",Call for more details!,1 Space,MD,For Lease,Industrial,"[('Penn Station Commuter Rail (Penn Line)', '15 min drive', '5.3 mi'), ('Camden Station Commuter Rail (Camden Line)', '16 min drive', '5.5 mi'), ('Baltimore-Washington International Airport', '28 min drive', '15.9 mi'), ('Port of Baltimore', '15 min drive', '7.7 mi'), ('Baltimore International Warehousing Company & Tran', '4 min drive', '1.4 mi')]",
8215 Dorsey Run Rd,"Signage,Skylights,Fluorescent Lighting","88,457 SF",Jessup,"Property Type,Industrial,Rentable Building Area,88,457 SF,Property Subtype,Warehouse,Year Built/Renovated,1965/1981",,,2/6/2020,18435342,Rent Upon Request,,Industrial,"88,457 SF","Can be combined with additional space(s) for up to 88,457 SF of adjacent space,Can be combined with additional space(s) for up to 88,457 SF of adjacent space",,2 Spaces,MD,For Lease,Industrial,"[('Jessup Commuter Rail (Camden Line)', '5 min drive', '1.7 mi'), ('Savage Commuter Rail (Camden Line)', '6 min drive', '2.2 mi'), ('Baltimore-Washington International Airport', '19 min drive', '10.3 mi'), ('Ronald Reagan Washington National Airport', '51 min drive', '30.8 mi'), ('Port of Baltimore', '25 min drive', '16.1 mi'), ('Fritz Company', '14 min drive', '7.0 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
