address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
253 Mansfield Ave,Signage,"28,000 SF",Norton,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,28,000 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",3/9/2020,18805962,$0.83 SF/Mo,Industrial,"5,760 SF",1 Space,MA,For Lease,Industrial,"[('Mansfield Commuter Rail (Providence/Stoughton, Foxboro (Special Events Only) Lines)', '8 min drive', '3.4 mi'), ('Attleboro Commuter Rail (Providence/Stoughton Line)', '14 min drive', '8.1 mi'), ('T. F. Green Airport', '51 min drive', '32.6 mi'), ('Logan International Airport', '53 min drive', '36.8 mi'), ('Port of Boston', '50 min drive', '34.6 mi'), ('ADVANCE WAREHOUSES, INC.-MANSFIELD-MA', '7 min drive', '3.6 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
103 Wayside Ave,"24 Hour Access,Bus Line,Property Manager on Site,Security System,Yard,Fluorescent Lighting","10,000 SF",West Springfield,"Rental Rate,$5.12 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1969,Property Subtype,Warehouse",3/10/2020,18814078,$0.43 SF/Mo,Industrial,"5,000 SF",1 Space,MA,For Lease,Industrial,"[('Bradley International Airport', '32 min drive', '16.2 mi'), ('Albany, NY Port', '100 min drive', '80.6 mi'), ('Pioneer Valley Refrigerated Warehouse', '9 min drive', '4.2 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer"
300 Salem St,,"30,000 SF",Woburn,"Rental Rate,$14.00 /SF/YR,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",3/13/2020,18854643,$1.17 SF/Mo,Industrial,"7,500 SF",1 Space,MA,For Lease,Industrial,"[('Mishawum Commuter Rail (Lowell Line)', '5 min drive', '1.7 mi'), ('Anderson/Woburn Regional Transportation Center Commuter Rail (Lowell Line)', '6 min drive', '2.7 mi'), ('Logan International Airport', '21 min drive', '13.4 mi'), ('Port of Boston', '22 min drive', '13.0 mi'), ('TIGHE WAREHOUSING AND DISTRIBUTION-WOBURN-MA', '4 min drive', '1.3 mi')]",Heating - Gas
109 Madison St,Fenced Lot,"27,000 SF",Malden,"Rental Rate,$15.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,4,892 SF,Rentable Building Area,27,000 SF,Property Type,Industrial,Year Built,1920",3/16/2020,18885127,$1.25 SF/Mo,Industrial,"4,892 - 9,792 SF",1 Space,MA,For Lease,Industrial,"[('Malden Center Station', '18 min walk', '0.9 mi'), ('Malden Center Commuter Rail (Haverhill Line)', '18 min walk', '0.9 mi'), ('Wyoming Hill Commuter Rail (Haverhill Line)', '7 min drive', '2.6 mi'), ('Logan International Airport', '15 min drive', '7.7 mi'), ('Port of Boston', '16 min drive', '7.5 mi'), ('Crystal Cold Storage & Warehouse', '5 min drive', '2.0 mi')]",
10 Pullman St,Signage,"120,000 SF",Worcester,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,120,000 SF,Property Type,Industrial,Year Built,1940,Property Subtype,Warehouse",3/16/2020,18887354,$0.54 SF/Mo,Industrial,"50,500 SF",1 Space,MA,For Lease,Industrial,"[('Worcester Commuter Rail (Framingham/Worcester Line)', '11 min drive', '5.5 mi'), ('Port of Boston', '69 min drive', '45.2 mi'), ('CSX INTERMODAL-WORCESTER-MA', '11 min drive', '5.5 mi')]",
108 Tenney St,Yard,"9,240 SF",Georgetown,"Rental Rate,$15.00 - $17.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,144 SF,Rentable Building Area,9,240 SF,Property Type,Industrial,Year Built,1978",4/8/2020,18895762,$1.25 - $1.42 SF/Mo,Industrial,"144 - 2,700 SF",2 Spaces,MA,For Lease,"Office, Flex","[('Rowley Commuter Rail (Newburyport/Rockport Line)', '16 min drive', '6.3 mi'), ('Logan International Airport', '44 min drive', '28.5 mi'), ('Manchester–Boston Regional Airport', '64 min drive', '40.3 mi'), ('Port of Boston', '48 min drive', '31.9 mi'), ('BARRET WAREHOUSE AND TRANSPORT, INC.-METHUEN-MA', '30 min drive', '14.0 mi')]",
16 Carleton Dr,,"83,000 SF",Georgetown,"Rental Rate,$6.25 /SF/YR,Property Subtype,Warehouse,Min. Divisible,51,291 SF,Rentable Building Area,83,000 SF,Property Type,Industrial,Year Built/Renovated,1973/1987",3/17/2020,18898916,$0.52 SF/Mo,Industrial,"51,291 - 57,291 SF",1 Space,MA,For Lease,Industrial,"[('Rowley Commuter Rail (Newburyport/Rockport Line)', '17 min drive', '7.0 mi'), ('Ipswich Commuter Rail (Newburyport/Rockport Line)', '20 min drive', '8.6 mi'), ('Logan International Airport', '41 min drive', '27.0 mi'), ('Manchester–Boston Regional Airport', '62 min drive', '39.5 mi'), ('Port of Boston', '44 min drive', '30.4 mi'), ('BARRET WAREHOUSE AND TRANSPORT, INC.-METHUEN-MA', '28 min drive', '13.2 mi')]",Sewer - Septic Field
377 Main St,,"7,584 SF",Dennis Port,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,7,584 SF,Property Type,Industrial,Year Built,1972,Property Subtype,Warehouse",3/18/2020,18907298,$0.63 SF/Mo,Industrial,"7,584 SF",1 Space,MA,For Lease,Industrial,"[('Barnstable Municipal-Boardman-Polando Field Airport', '24 min drive', '11.4 mi'), ('Nantucket Memorial Airport', '580 min drive', '40.9 mi'), ('Port of New Bedford Harbor', '81 min drive', '56.3 mi'), ('BAY COLONY RAILROAD CORPORATION-NEEDHAM-MA', '50 min drive', '27.9 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - Septic Field,Heating - Gas"
11-13 Harbor Loop,,"37,282 SF",Gloucester,"Rental Rate,$18.85 /SF/YR,Rentable Building Area,37,282 SF,Property Type,Industrial,Year Built,1910,Property Subtype,Warehouse,Cross Streets,Rogers St",3/21/2020,18940977,$1.57 SF/Mo,Industrial,"1,400 SF",1 Space,MA,For Lease,Retail,"[('Gloucester Commuter Rail (Newburyport/Rockport Line)', '14 min walk', '0.7 mi'), ('West Gloucester Commuter Rail (Newburyport/Rockport Line)', '6 min drive', '2.7 mi'), ('Logan International Airport', '51 min drive', '31.7 mi'), ('Port of Boston', '55 min drive', '33.5 mi'), ('Wilmington Cold Storage', '44 min drive', '29.4 mi')]",
18-22 Sargent St,,"65,000 SF",Gloucester,"Rental Rate,$12.57 - $38.00 /SF/YR,Rentable Building Area,65,000 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",3/23/2020,18941143,$1.05 - $3.17 SF/Mo,Industrial,"929 - 2,933 SF",2 Spaces,MA,For Lease,"Office, Industrial",,
300 Mystic Ave,"24 Hour Access,Bus Line,Fenced Lot,Metro/Subway,Mezzanine,Yard,Storage Space","27,156 SF",Medford,"Rental Rate,$14.00 /SF/YR,Rentable Building Area,27,156 SF,Property Type,Industrial,Year Built,1964,Property Subtype,Warehouse",3/24/2020,18964844,$1.17 SF/Mo,Industrial,"27,156 SF",1 Space,MA,For Lease,Industrial,"[('Porter Square Commuter Rail (Fitchburg/South Acton Line)', '6 min drive', '2.2 mi'), ('Malden Center Commuter Rail (Haverhill Line)', '7 min drive', '3.4 mi'), ('Logan International Airport', '12 min drive', '6.6 mi'), ('Port of Boston', '13 min drive', '6.2 mi'), ('Crystal Cold Storage & Warehouse', '3 min drive', '1.0 mi')]",
1936 Revere Beach Pky,Bus Line,"8,635 SF",Everett,"Rental Rate,$14.00 - $30.00 /SF/YR,Rentable Building Area,8,635 SF,Property Type,Industrial,Year Built,1930,Property Subtype,Warehouse",3/31/2020,19061279,$1.17 - $2.50 SF/Mo,Industrial,"3,000 SF",2 Spaces,MA,For Lease,"Retail, Industrial","[('Chelsea Commuter Rail (Newburyport/Rockport Line)', '4 min drive', '1.4 mi'), ('Malden Center Commuter Rail (Haverhill Line)', '6 min drive', '2.8 mi'), ('Logan International Airport', '10 min drive', '4.3 mi'), ('Port of Boston', '14 min drive', '7.2 mi'), ('Mystic Storage & Distribution', '6 min drive', '3.0 mi')]",
30 Log Bridge Rd,,"16,000 SF",Middleton,"Rental Rate,$9.95 /SF/YR,Rentable Building Area,16,000 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",4/9/2020,19168246,$0.83 SF/Mo,Industrial,"15,000 SF",1 Space,MA,For Lease,Industrial,"[('Beverly Depot Commuter Rail (Newburyport/Rockport Line)', '16 min drive', '7.5 mi'), ('North Beverly Commuter Rail (Newburyport/Rockport Line)', '15 min drive', '7.7 mi'), ('Logan International Airport', '31 min drive', '17.4 mi'), ('Port of Boston', '34 min drive', '20.8 mi'), ('Wilmington Cold Storage', '23 min drive', '11.0 mi')]",
464 Broadway,,"4,282 SF",Methuen,"Rental Rate,$20.00 /SF/YR,Rentable Building Area,4,282 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",2/15/2018,19231430,$1.67 SF/Mo,Industrial,"3,660 SF",1 Space,MA,For Lease,Industrial,"[('Lawrence Commuter Rail (Haverhill Line)', '8 min drive', '3.9 mi'), ('Bradford Commuter Rail (Haverhill Line)', '15 min drive', '8.9 mi')]","Gas - Natural,Heating - Gas"
760 Main St,,"24,498 SF",Wilmington,"Rental Rate,$18.00 /SF/YR,Building Class,B,Min. Divisible,1,000 SF,Rentable Building Area,24,498 SF,Property Type,Flex,Year Built,1986,Property Subtype,Light Manufacturing,Flex Research & Development,Showroom,Industrial Warehouse,Cross Streets,Eames St",1/15/2019,18591163,$1.50 SF/Mo,Flex,"1,000 - 9,000 SF",1 Space,MA,For Lease,Flex,"[('Wilmington Commuter Rail (Lowell Line)', '3 min drive', '1.3 mi'), ('Anderson/Woburn Regional Transportation Center Commuter Rail (Lowell Line)', '6 min drive', '2.9 mi'), ('Logan International Airport', '27 min drive', '18.4 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
218 Shrewsbury St,,"30,000 SF",Worcester,"Rental Rate,$21.00 /SF/YR,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built/Renovated,1945/2019,Property Subtype,Warehouse",9/30/2019,14578300,$1.75 SF/Mo,Industrial,"2,300 SF",1 Space,MA,For Lease,Office/Retail,"[('Worcester Commuter Rail (Framingham/Worcester Line)', '13 min walk', '0.6 mi'), ('Grafton Commuter Rail (Framingham/Worcester Line)', '15 min drive', '7.4 mi')]","Lighting,Gas,Water - City Water,Sewer - City Sewer,Heating"
225 Turnpike St,,"14,422 SF",Canton,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,14,422 SF,Property Type,Industrial,Year Built,1967,Property Subtype,Warehouse",3/19/2019,15485367,$1.25 SF/Mo,Industrial,"14,422 SF",1 Space,MA,For Lease,Industrial,"[('Canton Junction Commuter Rail (Providence/Stoughton Line)', '7 min drive', '2.7 mi'), ('Canton Center Commuter Rail (Providence/Stoughton Line)', '6 min drive', '2.7 mi'), ('Logan International Airport', '32 min drive', '16.5 mi'), ('Port of Boston', '29 min drive', '14.3 mi'), ('Conrail Cohenno Lumber Transfer Yard', '9 min drive', '4.6 mi')]","Water - City Water,Sewer - City Sewer"
115 Canvasback St,,"64,750 SF",Saint Rose,"Property Type,Industrial,Rentable Building Area,64,750 SF,Property Subtype,Warehouse,Year Built,2004",4/16/2020,19243393,Rent Upon Request,Industrial,"40,500 SF",1 Space,LA,For Lease,Industrial,"[('Louis Armstrong New Orleans International Airport', '16 min drive', '6.4 mi'), ('Port of New Orleans', '29 min drive', '16.3 mi'), ('Dry Storage Corporation of Louisiana', '5 min drive', '1.5 mi')]",Lighting
527 Saint Joseph St,,"15,000 SF",New Orleans,"Property Type,Industrial,Rentable Building Area,15,000 SF,Property Subtype,Warehouse,Year Built,1890",9/18/2019,17229491,Rent Upon Request,Industrial,"15,000 SF",1 Space,LA,For Lease,Retail,,
356 W 19th St,"Fenced Lot,Signage","72,000 SF",Reserve,"Rental Rate,$12.00 /SF/YR,Property Subtype,Warehouse,Office Medical,Office Building,Property Type,Industrial,Rentable Building Area,72,000 SF",10/20/2014,4210766,$1.00 SF/Mo,Industrial,"1,592 SF",1 Space,LA,For Lease,Office,"[('Louis Armstrong New Orleans International Airport', '37 min drive', '23.5 mi'), ('Port of New Orleans', '54 min drive', '36.3 mi'), ('Dry Storage Corporation of Louisiana', '30 min drive', '21.4 mi')]",
1978 Atchafalaya River Hwy,Fenced Lot,"7,720 SF",Butte Larose,"Rental Rate,$11.20 /SF/YR,Rentable Building Area,7,720 SF,Property Type,Industrial,Year Built,2011,Property Subtype,Warehouse",11/12/2015,4775152,$0.93 SF/Mo,Industrial,"7,500 SF",1 Space,LA,For Lease,Industrial,"[('Lafayette Regional Airport', '40 min drive', '27.5 mi'), ('BRANCH WAREHOUSING AND DISTRIBUTION CENTER, INC.-L', '46 min drive', '31.3 mi')]","Lighting - Fluorescent,Gas - Propane,Water - Well,Sewer - Septic Field,Heating - Electric"
3915 Louisa St,,"48,000 SF",New Orleans,"Rental Rate,$3.25 /SF/YR,Property Subtype,Warehouse,Min. Divisible,12,000 SF,Rentable Building Area,48,000 SF,Property Type,Industrial",11/17/2016,4931071,$0.27 SF/Mo,Industrial,"12,000 - 48,000 SF",1 Space,LA,For Lease,Industrial,"[('Louis Armstrong New Orleans International Airport', '26 min drive', '16.3 mi'), ('Port of New Orleans', '18 min drive', '8.3 mi'), ('Dupuy Storage and Forwarding Corporation', '4 min drive', '1.7 mi')]",
0 W Bert Kouns Industrial Loop,,"358,750 SF",Shreveport,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,358,750 SF,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse,Industrial Distribution,Industrial Manufacturing",12/15/2016,5202284,$0.29 SF/Mo,Industrial,"358,750 SF",1 Space,LA,For Lease,Industrial,,
1830 Kentucky St,"Bus Line,Skylights,Shallow Bay","50,890 SF",New Orleans,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,50,890 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse,Industrial Truck Terminal",5/18/2017,7299397,$0.29 SF/Mo,Industrial,"50,890 SF",1 Space,LA,For Lease,Industrial,"[('Louis Armstrong New Orleans International Airport', '28 min drive', '17.4 mi'), ('Port of New Orleans', '18 min drive', '7.5 mi'), ('NS-NEW ORLEANS-LA', '5 min drive', '1.8 mi')]","Water - City Water,Sewer - City Sewer"
9401 Slack Rd,,"846,355 SF",Shreveport,"Rental Rate,$2.85 /SF/YR,Property Subtype,Warehouse,Retail Building,Min. Divisible,43,440 SF,Rentable Building Area,846,355 SF,Property Type,Industrial,Year Built/Renovated,1943/2003",9/12/2017,8223553,$0.24 SF/Mo,Industrial,"43,440 - 174,484 SF",1 Space,LA,For Lease,Industrial,"[('Shreveport Regional Airport', '17 min drive', '8.8 mi'), ('Port of Shreveport', '18 min drive', '8.9 mi'), ('MURPHY BONDED WAREHOUSE', '12 min drive', '6.6 mi')]","Gas - Natural,Water,Heating - Gas"
7215 Highway 1,Air Conditioning,"60,000 SF",Boyce,"Rental Rate,$3.00 /SF/YR,Rentable Building Area,60,000 SF,Property Type,Industrial,Year Built,2001,Property Subtype,Warehouse",1/9/2018,11184627,$0.25 SF/Mo,Industrial,"60,000 SF",1 Space,LA,For Lease,Flex,,"Lighting,Gas,Water - City Water,Sewer - City Sewer,Heating - Gas"
