address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
900 Turnbull Canyon Rd,"24 Hour Access,Conferencing Facility,Courtyard,Fenced Lot,Fitness Center,Front Loading,Property Manager on Site,Restaurant,Security System,Signage,Skylights,Yard,Storage Space,Recessed Lighting,Fluorescent Lighting,Monument Signage,Air Conditioning","221,679 SF",City Of Industry,"Rental Rate,$14.40 /SF/YR,Property Subtype,Warehouse,Min. Divisible,50 SF,Rentable Building Area,221,679 SF,Property Type,Industrial,Year Built,1952",,,1/30/2020,18349232,$1.20 SF/Mo,,Industrial,"50 - 215,000 SF","Sublease space available from current tenant,Partitioned Offices,Private Restrooms,Print/Copy Room,Closed Circuit Television Monitoring (CCTV),Emergency Lighting,Recessed Lighting,Rate includes utilities, building services and property expenses,Reception Area,Wi-Fi Connectivity,Security System,Secure Storage,Plug & Play,Natural Light,Sublease space available from current tenant,Conference Rooms,Reception Area,Print/Copy Room,Security System,Corner Space,Secure Storage,Natural Light,Emergency Lighting,Partitioned Offices,Central Air and Heating,Wi-Fi Connectivity,Private Restrooms,Closed Circuit Television Monitoring (CCTV),High Ceilings,Recessed Lighting,After Hours HVAC Available","Prices vary dependent on square footage and length of term
The industrial space from 200-50,000 SF is available for immediate use. With unmatched flexibility, this space can be built-to-suit your needs and full service gross flexible lease terms are available.,This office space at 500-1,500 SF (sublet), can be built-to-suit your needs and full service gross flexible lease terms are available. The office space can accommodate a staff of 1-16 people and comes equipped with modern touches and comfortable furnishings throughout.",2 Spaces,CA,For Lease,"Office, Industrial",,
2845 Chapman St,Skylights,"13,923 SF",Oakland,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,13,923 SF,Property Type,Industrial,Year Built,1947,Property Subtype,Warehouse",,,2/4/2020,18404553,$1.25 SF/Mo,"2945 Chapman Street is part of 2828 Ford Street. 
2945 Chapman Street is approximately 13,430 sq ft offered for lease in the historic Jingletown of Oakland. the entire property consists of 30,130 sq ft on approximately 1.15 acres of land. Currently Buildings 1 and 2 are fully occupied.
On the corner of 23td Avenue and 29th Avenue which is one block south from the entrance to Interstate 880 and one block North from the Park Street Bridge to Alameda.
Building 3 has access on Chapman Street with its own private entrance. There is a shared parking lot off Chapman street as well but parking will be limited within the shared parking lot. 
Jingletown is known as one of the fastest growing art communities in teh Bay Area with many live/work lofts and studio space surrounding the property.
Owner would like a non-profit business but is open to for profits. For-profits will be subject to paying their share of the pro-rata share of the property taxes for the building.",Industrial,"13,923 SF","Lease rate does not include utilities, property expenses or building services","Hard to find industrial space in Oakland. Building size is 13,530 sq ft but can be divided and tenant does not need to take the upstairs space. Ceiling Height is approximately 14'6"". Very secure space with metal doors and bars on skylights and windows. Most of the space is insulated. Large shared parking lot. Upstairs office space has a full kitchen and full bathroom.",1 Space,CA,For Lease,Industrial,"[('Fruitvale Station', '(Dublin/Pleasanton - Millbrae, Fremont - Daly City, Fremont - Richmond)', '16 min walk'), ('0.8 mi', 'Oakland International Airport', '10 min drive'), ('6.3 mi', 'San Francisco International Airport', '41 min drive'), ('26.8 mi', 'Port of Oakland', '7 min drive'), ('3.6 mi', 'DREISBACH ENTERPRISES-OAKLAND-CA', '2 min drive'), ('0.6 mi',)]","Water - City Water,Sewer - City Sewer"
41725 Elm St,"Front Loading,Skylights,Air Conditioning","31,858 SF",Murrieta,"Rental Rate,$12.60 /SF/YR,Rentable Building Area,31,858 SF,Property Type,Industrial,Year Built,2007,Property Subtype,Warehouse","Building /Unit Looks Like new,Modern Features - Great Color Scheme,Front loading-GL Door",,2/6/2020,18438190,$1.05 SF/Mo,Ideal Manufacturing/Distribution Building-Looks Like New,Industrial,"2,007 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Part of Larger Business Park,Includes 393 SF of dedicated office space,High End Trophy Space","One of The Smallest  Units Avil in Murrieta. 200 amps of 120/208 3 phase 4 Wire, New lighting,new paint in Warehouse / Office, White Cap Sheet in Warehouse. Ideal Manufacturing/Distribution,Equipment,Truck or Trailer Storage Available next door. 1 Rec-1 private office, 1 restroom. 1 ground level door 10x12. Monthly CAM Charge of $236.",1 Space,CA,For Lease,Industrial,"[('McClellan-Palomar Airport', '53 min drive', '38.4 mi'), ('Port of San Diego', '79 min drive', '65.2 mi'), ('PLASTIC EXPRESS-FULLERTON-CA', '45 min drive', '26.3 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Electric"
4000 W 50th Ave,,"60,349 SF",Anchorage,"Rental Rate,$13.20 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,320 SF,Rentable Building Area,60,349 SF,Property Type,Industrial,Year Built,1979",,,3/27/2019,4157116,$1.10 SF/Mo,"17,000+ warehouse near airport with two large overhead, dock high doors. Located off International Airport Road. Call for leasing or sale opportunities.  Airport related use and non-airport related uses accepted. Two vacant lots available for sale near lot as well.
Located near the airport off Old International Airport Road.",Industrial,"2,320 - 17,858 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,AK,For Lease,Industrial,"[('Ted Stevens Anchorage International Airport', '5 min drive', '1.1 mi'), ('Port of Anchorage', '15 min drive', '8.0 mi'), ('ALASKA RAILROAD-ANCHORAGE-AK-327 WEST S', '11 min drive', '6.9 mi')]",
4592-4626 E 48th St,"Skylights,Yard,Air Conditioning","30,840 SF",Vernon,"Rental Rate,$11.88 /SF/YR,Rentable Building Area,30,840 SF,Property Type,Industrial,Year Built,1991,Property Subtype,Warehouse",,,2/11/2020,18488981,$0.99 SF/Mo,,Industrial,"9,840 - 20,760 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,2 Loading Docks,Includes 900 SF of dedicated office space,Can be combined with additional space(s) for up to 20,760 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,2 Loading Docks,Includes 960 SF of dedicated office space,Can be combined with additional space(s) for up to 20,760 SF of adjacent space","Class ""A"" Prologis Park Environment
Corner Unit 
2 Dock High Positions 
1 Ground Level Door
24' Clearance 
.45/3000 Sprinkler System
Tenant to verify all information. Call broker regarding potential earlier possession.,Class ""A"" Prologis Park Environment
Corner Unit 
2 Dock High Positions 
1 Ground Level Door
24' Clearance 
.45/3000 Sprinkler System
Tenant to verify all information. Call broker regarding potential earlier possession.",2 Spaces,CA,For Lease,Industrial,"[('Commerce Commuter Rail (Orange County, 91 Lines)', '11 min drive', '4.2 mi'), ('Montebello/Commerce Commuter Rail (Riverside Line)', '12 min drive', '4.6 mi'), ('Long Beach-Daugherty Field Airport', '26 min drive', '15.8 mi'), ('Los Angeles International Airport', '29 min drive', '16.1 mi'), ('Bob Hope Airport', '33 min drive', '21.4 mi'), ('Port of Long Beach', '28 min drive', '18.7 mi'), ('General Mills, Inc. - 4309 Fruitland Ave.', '3 min drive', '0.5 mi')]",Lighting - Fluorescent
139 E Montecito Ave,,"4,595 SF",Sierra Madre,"Rental Rate,$22.20 - $30.00 /SF/YR,Rentable Building Area,4,595 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse",,,2/12/2020,18491430,$1.85 - $2.50 SF/Mo,"Unit 7 offers high ceilings throughout which is perfect for any type of artists and other creative types requiring industrial space with lots of light and extremely spacious with lots of storage. Complex has shared laundry facility on site. Great vibe, perfectly located in community known for its artistic spirit. This is a must see and won't last long!",Industrial,"600 - 2,200 SF","Rate includes utilities, building services and property expenses,Natural Light,Central Air Conditioning,Rate includes utilities, building services and property expenses,Private Restrooms,Recessed Lighting,Central Air and Heating,Secure Storage","Unit 7 offers high ceilings throughout which is perfect for any type of artists and other creative types requiring industrial space with lots of light and extremely spacious with lots of storage. Complex has shared laundry facility on site. Great vibe, perfectly located in community known for its artistic spirit. This is a must see and won't last long!",2 Spaces,CA,For Lease,Industrial,"[('El Monte Commuter Rail (San Bernardino Line)', '18 min drive', '7.4 mi'), ('Bob Hope Airport', '33 min drive', '23.0 mi'), ('Los Angeles International Airport', '49 min drive', '32.6 mi'), ('Long Beach-Daugherty Field Airport', '48 min drive', '35.8 mi'), ('Port of Long Beach', '53 min drive', '34.1 mi'), ('UP-CITY OF INDUSTRY-CA-INTERMODAL FACILITY', '27 min drive', '17.6 mi')]",
168 Mason Way,"Fenced Lot,Skylights,Yard","56,769 SF",City Of Industry,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,56,769 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse","Valley Springs Industrial Center,Quick Access to 60, 605, & 10 Fwys,Dock High & Ground Level Loading",,2/12/2020,18498041,$1.25 SF/Mo,Secure business park with electronic gate access.,Industrial,"7,452 SF","Sublease space available from current tenant,Includes 1,438 SF of dedicated office space,1 Loading Dock,Rate includes utilities, building services and property expenses,1 Drive In Bay,Freezer Space",Equipped with freezer/cooler. Additional CAM charges not included in lease rate.,1 Space,CA,For Lease,Industrial,"[('El Monte Commuter Rail (San Bernardino Line)', '10 min drive', '3.8 mi'), ('Baldwin Park Commuter Rail (San Bernardino Line)', '9 min drive', '4.0 mi'), ('Long Beach-Daugherty Field Airport', '35 min drive', '24.2 mi'), ('Ontario International Airport', '34 min drive', '24.9 mi'), ('Bob Hope Airport', '44 min drive', '30.6 mi'), ('Port of Long Beach', '41 min drive', '29.2 mi'), ('UP-CITY OF INDUSTRY-CA-INTERMODAL FACILITY', '7 min drive', '3.1 mi')]","Gas - Natural,Water - Well,Sewer - City Sewer,Heating"
17181 Gale Ave,,"43,356 SF",City Of Industry,"Rental Rate,$21.00 /SF/YR,Rentable Building Area,43,356 SF,Property Type,Industrial,Year Built,1987,Property Subtype,Warehouse",,,2/12/2020,18501013,$1.75 SF/Mo,,Industrial,"1,375 SF","Rate includes utilities, building services and property expenses,Mostly Open Floor Plan Layout,Space is in Excellent Condition,Fully Built Out as Standard Office,Fits 4 - 11 People",,1 Space,CA,For Lease,Office,"[('Industry Commuter Rail (Riverside Line)', '11 min drive', '6.5 mi'), ('Baldwin Park Commuter Rail (San Bernardino Line)', '17 min drive', '9.2 mi'), ('Ontario International Airport', '31 min drive', '23.1 mi'), ('Long Beach-Daugherty Field Airport', '38 min drive', '27.4 mi'), ('John Wayne Airport', '41 min drive', '29.8 mi'), ('Port of Long Beach', '44 min drive', '32.3 mi'), ('CALIFORNIA DISTRIBUTION-CITY OF INDUSTRY-CA', '7 min drive', '2.6 mi')]","Lighting - Fluorescent,Heating"
16760 Stagg St,"24 Hour Access,Air Conditioning","38,615 SF",Van Nuys,"Rental Rate,$18.24 /SF/YR,Rentable Building Area,38,615 SF,Property Type,Industrial,Year Built,1984,Property Subtype,Warehouse",,,4/15/2020,18501104,$1.52 SF/Mo,"Location Features:
Prime West Van Nuys Airport
Minutes form 101 / 405 Freeways
Outstanding Labor Pool
L.A County M2 Zoning
Building Features:
Concrete Block Construction
 Beautifully Landscaped
Fully Air Conditioned 
Wide Variety of Unit Sizes starting at 1,500-2,558 sq ft
Expand within the project and avoid moving expenses
100% air conditioned
Separately metered three-phase 110/208 volt power
Fully insulated
Fine architectural details help to create an outstanding industrial environment for a wide range of uses.",Industrial,"3,000 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay","Rent $2,280 ~ Security Deposit $2,300 ~ unit includes 1 office, restroom and warehouse space.,Rent $2,280 ~ Security Deposit $2,300 - includes 1 office, restroom and warehouse",2 Spaces,CA,For Lease,Industrial,"[('Northridge Commuter Rail (Ventura County Line)', '9 min drive', '3.8 mi'), ('Van Nuys Commuter Rail (Ventura County Line)', '11 min drive', '4.6 mi')]",
9838 Joe Vargas Way,Fenced Lot,"29,945 SF",South El Monte,"Rental Rate,$11.40 /SF/YR,Rentable Building Area,29,945 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",,,2/12/2020,18501482,$0.95 SF/Mo,"9838 Joe Vargas Way, Unit A
South El Monte, CA 91733
Size: 5,270 SF
Price: $5,500 per month + Common Area Maintenance Fee
Office: 2 floor office: 1,200 SF +/- 
             1st floor: front office + 2 private office
             2nd floor: open space
9838 Joe Vargas Way, Unit B
South El Monte, CA 91733
Size: 2,825 SF
Price: $2,950 per month + Common Area Maintenance Fee
Office: 1 floor office: 200 SF +/-, 1 office space
             
Height Clearance: 18' +/-
Skylights and Fire Sprinklers",Industrial,"5,270 SF","New space, never previously occupied,Listed rate may not include certain utilities, building services and property expenses",,1 Space,CA,For Lease,Industrial,"[('El Monte Commuter Rail (San Bernardino Line)', '10 min drive', '3.5 mi'), ('Montebello/Commerce Commuter Rail (Riverside Line)', '15 min drive', '7.0 mi'), ('Long Beach-Daugherty Field Airport', '34 min drive', '23.0 mi'), ('Los Angeles International Airport', '40 min drive', '27.3 mi'), ('Bob Hope Airport', '40 min drive', '28.7 mi'), ('Port of Long Beach', '40 min drive', '28.0 mi'), ('OST SERVICE WAREHOUSE, INC.-COMMERCE-CA', '16 min drive', '7.7 mi')]",
13140 Alondra Blvd,"Fenced Lot,Skylights","87,635 SF",Cerritos,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,87,635 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",,,2/12/2020,18502955,$0.75 SF/Mo,,Industrial,"87,635 SF","Sublease space available from current tenant,Includes 15,464 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,
                                                    ,
                                                ","Free Standing Building
Dock High & Ground Level Loading
±15,464 SF Office Space, 26' Clear Height
Large Fenced Yard
Sublease Through 9/30/2023",1 Space,CA,For Lease,Industrial,"[('Norwalk/Santa Fe Springs Commuter Rail (Orange County, 91 Lines)', '8 min drive', '3.3 mi'), ('Buena Park Commuter Rail (Orange County, 91 Lines)', '10 min drive', '4.4 mi'), ('Long Beach-Daugherty Field Airport', '21 min drive', '12.2 mi'), ('John Wayne Airport', '32 min drive', '22.7 mi'), ('Los Angeles International Airport', '34 min drive', '24.4 mi'), ('Port of Long Beach', '27 min drive', '17.8 mi'), ('WEBER DISTRIBUTION WAREHOUSES-NORWALK-CA', '3 min drive', '0.6 mi')]",Heating
9304-9320 Deering Ave,,"25,000 SF",Chatsworth,"Rental Rate,$15.60 /SF/YR,Rentable Building Area,25,000 SF,Property Type,Industrial,Year Built,1984,Property Subtype,Warehouse","Nine (9) Free Parking Spaces,Two (2) Ground Level Loading Doors,100% HVAC,16 Foot Clearance",,2/12/2020,18502959,$1.30 SF/Mo,,Industrial,"5,195 SF","Sublease space available from current tenant,Includes 2,688 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses,2 Drive Ins","AVAILABLE: Approx. 5,196 SF 
RATE: $6,750/Month ($1.30/SF/Month)
TERM: Approx. 2 1/2 Years (Expires 10/31/22)
COMMENTS: 
- Nine (9) Free Parking Spaces
- 100% HVAC
- Two (2) Ground Level Loading Doors
- 16 Foot Clearance
FEATURES:
- Garden Entrance
- Four (4) Offices Downstairs
- Two (2) Offices and One (1) Conference Room Upstairs
- Street Parking Never an Issue",1 Space,CA,For Lease,Industrial,"[('Nordhoff Transit Stop', '8 min walk', '0.4 mi'), ('Chatsworth Commuter Rail (Ventura County Line)', '6 min drive', '1.9 mi'), ('Northridge Commuter Rail (Ventura County Line)', '8 min drive', '3.8 mi'), ('Bob Hope Airport', '29 min drive', '19.9 mi'), ('Los Angeles International Airport', '43 min drive', '29.8 mi'), ('The Port of Hueneme', '63 min drive', '44.5 mi'), ('UP-LOS ANGELES-CA-750 LAMAR', '42 min drive', '31.1 mi')]",Heating
11606 Washington Blvd,Skylights,"16,612 SF",Whittier,"Rental Rate,$11.40 /SF/YR,Rentable Building Area,16,612 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",,,2/12/2020,18504244,$0.95 SF/Mo,,Industrial,"3,100 SF","Listed rate may not include certain utilities, building services and property expenses,Includes 350 SF of dedicated office space",,1 Space,CA,For Lease,Industrial,"[('Norwalk/Santa Fe Springs Commuter Rail (Orange County, 91 Lines)', '11 min drive', '5.1 mi'), ('Montebello/Commerce Commuter Rail (Riverside Line)', '12 min drive', '5.6 mi'), ('Long Beach-Daugherty Field Airport', '25 min drive', '16.5 mi'), ('Los Angeles International Airport', '33 min drive', '24.8 mi'), ('John Wayne Airport', '40 min drive', '30.9 mi'), ('Port of Long Beach', '31 min drive', '21.5 mi'), ('WAREHOUSE SPECIALISTS, INC.-MONTEBELLO-CA', '9 min drive', '4.4 mi')]",
7328 N Remington Ave,"Cooler,Skylights","15,200 SF",Fresno,"Rental Rate,$11.76 /SF/YR,Rentable Building Area,15,200 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse",,,2/12/2020,18504299,$0.98 SF/Mo,"This property is located in one of Fresno’s most desirable commercial areas: Palm Bluff Business Park. All of the
great amenities of River Park are within two minutes and on/off ramps to north bound and south bound Freeway
41 are less than two miles from the site. Being centrally located provides great access to North and South Fresno
as well as Madera Ranchos. The building is in excellent condition. The space has ±3,871 square feet of office and
±7,345 square feet of warehouse for a total of ±11,216 square feet, and will be available June 1, 2020.",Industrial,"11,216 SF","Lease rate does not include utilities, property expenses or building services,Includes 3,871 SF of dedicated office space","This building is of excellent construction quality. The office area consist of 3 private
offices, one conference room, one reception area, one break room, one large open bullpin
area and 2 restrooms. The office has ten foot ceilings, skylights and central heating
and cooling. The warehouse consists of a total of ±7,345 square feet with evaporative
coolers and Reznor heaters. All improvements have been well kept and are in excellent
condition.",1 Space,CA,For Lease,Industrial,"[('Fresno Yosemite International Airport', '18 min drive', '10.2 mi'), ('Port of Redwood City', '207 min drive', '167.6 mi'), ('Integrated Grain and Milling', '13 min drive', '7.0 mi')]","Lighting - Metal Halide,Water - City Water,Heating - Gas"
21040 Meekland Ave,,"13,388 SF",Hayward,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,13,388 SF,Property Type,Industrial,Year Built,1961,Property Subtype,Warehouse",,,2/12/2020,18505152,$1.25 SF/Mo,Good frontage on Meekland near Grove Way.,Industrial,"3,500 SF","Listed rate may not include certain utilities, building services and property expenses,Open Floor Plan Layout",Open office space with large rooms and good storage.,1 Space,CA,For Lease,Office,"[('Oakland International Airport', '14 min drive', '8.8 mi'), ('San Francisco International Airport', '33 min drive', '23.8 mi'), ('San José International Airport', '38 min drive', '28.5 mi'), ('Port of Oakland', '19 min drive', '13.6 mi'), ('PACIFIC AMERICAN SERVICES-OAKLAND-CA', '11 min drive', '7.2 mi')]",
