address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
3603 Old Capitol Trl,,"10,000 SF",Wilmington,"Rental Rate,$9.12 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,2015,Property Subtype,Warehouse",7/19/2018,13218485,$0.76 SF/Mo,Industrial,"3,750 SF",3 Spaces,DE,For Lease,Industrial,,
3 N Colonial Ave,,"20,540 SF",Wilmington,"Rental Rate,$6.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,5,000 SF,Rentable Building Area,20,540 SF,Property Type,Industrial,Year Built,1975",1/2/2019,14749247,$0.54 SF/Mo,Industrial,"5,000 - 20,540 SF",1 Space,DE,For Lease,Industrial,"[('New Castle County Airport', '13 min drive', '5.5 mi'), ('Philadelphia International Airport', '37 min drive', '23.7 mi'), ('Port of Wilmington, RI', '14 min drive', '5.6 mi'), ('TRANSFLO-WILMINGTON-DE', '7 min drive', '2.8 mi')]","Lighting,Gas,Water,Sewer"
100 E Scotland Dr,"24 Hour Access,Bus Line,Property Manager on Site,Security System,Signage,Storage Space,Air Conditioning","2,450 SF",Bear,"Rental Rate,$14.00 /SF/YR,Rentable Building Area,2,450 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",8/7/2019,14864651,$1.17 SF/Mo,Industrial,"2,450 SF",1 Space,DE,For Lease,Flex,"[('New Castle County Airport', '17 min drive', '9.0 mi'), ('Port of Wilmington, RI', '22 min drive', '12.7 mi'), ('D & S Warehousing & Packaging', '16 min drive', '7.0 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - County Sewer"
70 McCullough Dr,"Fenced Lot,Yard,Storage Space","50,000 SF",New Castle,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,50,000 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",6/18/2019,16377727,$0.50 SF/Mo,Industrial,"50,000 SF",1 Space,DE,For Lease,Industrial,"[('New Castle County Airport', '11 min drive', '3.9 mi'), ('Philadelphia International Airport', '38 min drive', '25.2 mi'), ('Port of Wilmington, RI', '11 min drive', '4.9 mi'), ('Delaware Cold Storage, Incorporated', '11 min drive', '3.8 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
100 E Lea Blvd,,"7,736 SF",Wilmington,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,7,736 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",7/26/2019,16735204,$0.54 SF/Mo,Industrial,"7,736 SF",1 Space,DE,For Lease,Industrial,"[('New Castle County Airport', '18 min drive', '10.3 mi'), ('Philadelphia International Airport', '29 min drive', '18.3 mi'), ('Port of Wilmington, RI', '10 min drive', '5.2 mi'), ('G. B. Industries', '9 min drive', '4.9 mi')]",
200 Airport Rd,Storage Space,"2,000 SF",New Castle,"Rental Rate,$9.85 /SF/YR,Rentable Building Area,2,000 SF,Property Type,Industrial,Year Built/Renovated,1977/2005,Property Subtype,Warehouse",9/27/2019,16982981,$0.82 SF/Mo,Industrial,"1,763 SF",1 Space,DE,For Lease,Industrial,"[('New Castle County Airport', '8 min drive', '3.2 mi'), ('Philadelphia International Airport', '39 min drive', '26.9 mi'), ('Port of Wilmington, RI', '13 min drive', '6.6 mi'), ('Delaware Cold Storage, Incorporated', '12 min drive', '6.1 mi')]","Lighting - Fluorescent,Gas - Natural,Water - County Water,Sewer - County Sewer,Heating - Gas"
77 McCullough Dr,,"63,700 SF",New Castle,"Rental Rate,$7.50 - $8.00 /SF/YR,Rentable Building Area,63,700 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",10/22/2019,17521619,$0.63 - $0.67 SF/Mo,Industrial,"4,900 - 14,700 SF",2 Spaces,DE,For Lease,Industrial,"[('New Castle County Airport', '11 min drive', '4.2 mi'), ('Philadelphia International Airport', '37 min drive', '25.0 mi'), ('Port of Wilmington, RI', '9 min drive', '4.3 mi'), ('Delaware Cold Storage, Incorporated', '8 min drive', '2.9 mi')]",
330 Water St,,"23,333 SF",Newport,"Rental Rate,$8.80 /SF/YR,Rentable Building Area,23,333 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",10/24/2019,17542742,$0.73 SF/Mo,Industrial,"5,185 SF",1 Space,DE,For Lease,Industrial,"[('New Castle County Airport', '9 min drive', '2.9 mi'), ('Philadelphia International Airport', '38 min drive', '26.4 mi'), ('Port of Wilmington, RI', '12 min drive', '6.1 mi'), ('TRANSFLO-WILMINGTON-DE', '7 min drive', '2.8 mi')]",
2318 W 3rd St,,"17,000 SF",Wilmington,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,17,000 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse",11/4/2019,17631241,$0.67 SF/Mo,Industrial,"10,000 SF",1 Space,DE,For Lease,Industrial,,
38 Albe Dr,Storage Space,"21,500 SF",Newark,"Rental Rate,$9.50 /SF/YR,Rentable Building Area,21,500 SF,Property Type,Industrial,Year Built,1989,Property Subtype,Warehouse",11/28/2019,17835204,$0.79 SF/Mo,Industrial,"1,200 SF",1 Space,DE,For Lease,Flex,"[('New Castle County Airport', '16 min drive', '7.6 mi'), ('Philadelphia International Airport', '47 min drive', '33.4 mi'), ('Port of Wilmington, RI', '21 min drive', '13.2 mi'), ('D & S Warehousing & Packaging', '11 min drive', '5.0 mi')]","Lighting - Fluorescent,Gas - Propane,Water - City Water,Sewer - County Sewer,Heating - Gas"
2100 Northeast Blvd,,"3,300 SF",Wilmington,"Rental Rate,$10.81 /SF/YR,Rentable Building Area,3,300 SF,Property Type,Industrial,Year Built,1987,Property Subtype,Warehouse",1/3/2020,18078858,$0.90 SF/Mo,Industrial,"3,300 SF",1 Space,DE,For Lease,Industrial,"[('New Castle County Airport', '17 min drive', '8.5 mi'), ('Philadelphia International Airport', '30 min drive', '20.0 mi'), ('Port of Wilmington, RI', '9 min drive', '3.5 mi'), ('G. B. Industries', '7 min drive', '3.2 mi')]",
73 Albe Dr,24 Hour Access,"14,625 SF",Newark,"Rental Rate,$9.50 /SF/YR,Rentable Building Area,14,625 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",1/9/2020,18137345,$0.79 SF/Mo,Industrial,"3,250 SF",2 Spaces,DE,For Lease,Industrial,"[('New Castle County Airport', '15 min drive', '7.4 mi'), ('Philadelphia International Airport', '46 min drive', '33.2 mi'), ('Port of Wilmington, RI', '20 min drive', '13.0 mi'), ('D & S Warehousing & Packaging', '11 min drive', '4.8 mi')]",
500 Bedford Falls Dr,,"8,900 SF",Seaford,"Rental Rate,$6.33 /SF/YR,Rentable Building Area,8,900 SF,Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed",2/13/2020,18511841,$0.53 SF/Mo,Industrial,"1,700 - 8,900 SF",5 Spaces,DE,For Lease,Industrial,,
365 Water St,,"3,000 SF",Wilmington,"Rental Rate,$11.80 /SF/YR,Rentable Building Area,3,000 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",3/10/2020,18815783,$0.98 SF/Mo,Industrial,"3,000 SF",1 Space,DE,For Lease,Industrial,"[('New Castle County Airport', '9 min drive', '3.0 mi'), ('Philadelphia International Airport', '38 min drive', '26.4 mi'), ('Port of Wilmington, RI', '12 min drive', '6.2 mi'), ('TRANSFLO-WILMINGTON-DE', '7 min drive', '2.8 mi')]",
500 Water St,"Security System,Waterfront,Air Conditioning","45,269 SF",Wilmington,"Property Type,Industrial,Rentable Building Area,45,269 SF,Property Subtype,Warehouse,Year Built,2012",2/19/2018,11644580,Rent Upon Request,Industrial,"14,069 SF",1 Space,DE,For Lease,Industrial,"[('New Castle County Airport', '10 min drive', '3.1 mi'), ('Philadelphia International Airport', '38 min drive', '26.6 mi'), ('Port of Wilmington, RI', '12 min drive', '6.3 mi'), ('TRANSFLO-WILMINGTON-DE', '8 min drive', '3.0 mi')]","Water - County Water,Sewer - County Sewer,Heating - Gas"
74-5543 Kaiwi St,Signage,"20,154 SF",Kailua Kona,"Property Type,Industrial,Rentable Building Area,20,154 SF,Property Subtype,Warehouse,Office Building,Year Built/Renovated,1974/2006",2/13/2020,4170146,Rent Upon Request,Industrial,"356 - 11,948 SF",12 Spaces,HI,For Lease,"Office/Retail, Industrial","[('Kona International Airport', '17 min drive', '8.9 mi')]",
1804 Kanakanui St,"Bus Line,Signage","5,319 SF",Honolulu,"Rental Rate,$19.20 /SF/YR,Rentable Building Area,5,319 SF,Property Type,Industrial,Year Built,1962,Property Subtype,Warehouse",1/2/2020,18074424,$1.60 SF/Mo,Industrial,"5,319 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '8 min drive', '3.4 mi'), ('Honolulu Harbor, Oahu', '9 min drive', '3.0 mi')]",
99-1295 Waiua Pl,"Fenced Lot,Signage","53,719 SF",Aiea,"Rental Rate,$8.40 - $15.60 /SF/YR,Rentable Building Area,53,719 SF,Property Type,Industrial,Year Built,1995,Property Subtype,Warehouse",6/1/2018,4193558,$0.70 - $1.30 SF/Mo,Industrial,"2,131 - 15,392 SF",4 Spaces,HI,For Lease,"Office, Flex",,
91-240 Kuhela St,"Fenced Lot,Signage","38,025 SF",Kapolei,"Rental Rate,$19.20 /SF/YR,Rentable Building Area,38,025 SF,Property Type,Industrial,Year Built,2004,Property Subtype,Warehouse",3/5/2020,15780188,$1.60 SF/Mo,Industrial,"1,000 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '28 min drive', '19.6 mi'), ('Honolulu Harbor, Oahu', '36 min drive', '23.6 mi')]",
9153 51 Hwy,"Fenced Lot,Floor Drains","20,000 SF",Carnesville,"Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Industrial Distribution,Construction Status,Proposed,Rentable Building Area,20,000 SF",2/22/2016,6745901,Rent Upon Request,Industrial,"20,000 SF",1 Space,GA,For Lease,Industrial,,"Water - City Water,Sewer - City Sewer"
4950 S Royal Atlanta Dr,,"116,311 SF",Tucker,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,116,311 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",10/11/2019,13010211,$0.38 SF/Mo,Industrial,"7,500 SF",1 Space,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '45 min drive', '27.1 mi'), ('Georgia Ports - Savannah', '288 min drive', '258.2 mi'), ('Trammel Crow Distribution Corporation', '11 min drive', '5.7 mi')]",Lighting - Metal Halide
192 Sand Island Access Rd,,"26,132 SF",Honolulu,"Rental Rate,$16.80 /SF/YR,Rentable Building Area,26,132 SF,Property Type,Industrial,Year Built,1951,Property Subtype,Warehouse",12/7/2019,17907178,$1.40 SF/Mo,Industrial,"26,132 SF",1 Space,HI,For Lease,Industrial,,
720 Moowaa St,"Bus Line,Signage","25,880 SF",Honolulu,"Rental Rate,$17.40 /SF/YR,Rentable Building Area,25,880 SF,Property Type,Industrial,Year Built,1963,Property Subtype,Warehouse",12/11/2019,17938903,$1.45 SF/Mo,Industrial,"1,928 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '9 min drive', '4.1 mi'), ('Honolulu Harbor, Oahu', '11 min drive', '3.8 mi')]",
2045 Lauwiliwili St,,"17,046 SF",Kapolei,"Rental Rate,$15.60 /SF/YR,Rentable Building Area,17,046 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",12/12/2019,17950196,$1.30 SF/Mo,Industrial,"2,367 - 5,031 SF",2 Spaces,HI,For Lease,Industrial,"[('Honolulu International Airport', '25 min drive', '18.0 mi'), ('Honolulu Harbor, Oahu', '33 min drive', '22.0 mi')]",
515 Kuwili St,"Fenced Lot,Signage","10,000 SF",Honolulu,"Rental Rate,$16.20 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",2/6/2020,17951533,$1.35 SF/Mo,Industrial,"1,200 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '11 min drive', '5.8 mi'), ('Honolulu Harbor, Oahu', '12 min drive', '4.6 mi')]",
238 Sand Island Access Rd,Signage,"69,856 SF",Honolulu,"Rental Rate,$16.80 /SF/YR,Rentable Building Area,69,856 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",12/17/2019,17990627,$1.40 SF/Mo,Industrial,"1,400 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '9 min drive', '3.5 mi'), ('Honolulu Harbor, Oahu', '7 min drive', '2.4 mi')]",
94-1388 Moaniani St,"Bus Line,Signage","37,000 SF",Waipahu,"Rental Rate,$17.40 /SF/YR,Rentable Building Area,37,000 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",12/23/2019,18028281,$1.45 SF/Mo,Industrial,"3,000 SF",2 Spaces,HI,For Lease,Industrial,"[('Honolulu International Airport', '15 min drive', '10.5 mi'), ('Honolulu Harbor, Oahu', '23 min drive', '14.6 mi')]",Lighting - Fluorescent
45-618 Kamehameha Hwy,Signage,"6,801 SF",Kaneohe,"Rental Rate,$10.80 /SF/YR,Rentable Building Area,6,801 SF,Property Type,Industrial,Year Built,1987,Property Subtype,Warehouse",1/3/2020,18079997,$0.90 SF/Mo,Industrial,"2,827 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '22 min drive', '14.4 mi'), ('Honolulu Harbor, Oahu', '28 min drive', '12.6 mi')]",
99-1421 Koaha Pl,"Fenced Lot,Signage","16,169 SF",Aiea,"Rental Rate,$18.00 /SF/YR,Rentable Building Area,16,169 SF,Property Type,Industrial,Year Built,1991,Property Subtype,Warehouse",12/23/2019,18028297,$1.50 SF/Mo,Industrial,"1,500 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '16 min drive', '7.0 mi'), ('Honolulu Harbor, Oahu', '20 min drive', '9.1 mi')]",
91-300 Hanua St,"Fenced Lot,Signage","28,320 SF",Kapolei,"Rental Rate,$15.60 /SF/YR,Rentable Building Area,28,320 SF,Property Type,Industrial,Year Built,1994,Property Subtype,Warehouse",1/10/2020,18154392,$1.30 SF/Mo,Industrial,"11,637 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '27 min drive', '19.1 mi'), ('Honolulu Harbor, Oahu', '35 min drive', '23.2 mi')]",
1824 Kahai St,,"4,250 SF",Honolulu,"Rental Rate,$22.80 /SF/YR,Rentable Building Area,4,250 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",1/24/2020,18293460,$1.90 SF/Mo,Industrial,"2,375 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '9 min drive', '3.5 mi'), ('Honolulu Harbor, Oahu', '8 min drive', '2.6 mi')]",
94-1388 Moaniani St,,"33,646 SF",Waipahu,"Rental Rate,$16.80 /SF/YR,Rentable Building Area,33,646 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",2/4/2020,18405846,$1.40 SF/Mo,Industrial,"1,950 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '15 min drive', '10.6 mi'), ('Honolulu Harbor, Oahu', '23 min drive', '14.6 mi')]",
94-515 Ukee St,Signage,"45,921 SF",Waipahu,"Rental Rate,$16.80 /SF/YR,Rentable Building Area,45,921 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",2/11/2020,18488807,$1.40 SF/Mo,Industrial,"2,027 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '17 min drive', '11.7 mi'), ('Honolulu Harbor, Oahu', '25 min drive', '15.7 mi')]",
635 Eluene Pl,,"19,947 SF",Wailuku,"Rental Rate,$16.20 /SF/YR,Rentable Building Area,19,947 SF,Property Type,Industrial,Year Built,1973,Property Subtype,Warehouse",2/12/2020,18501379,$1.35 SF/Mo,Industrial,"17,931 SF",1 Space,HI,For Lease,Industrial,,
2106 Lauwiliwili St,Bus Line,"15,171 SF",Kapolei,"Rental Rate,$16.80 /SF/YR,Rentable Building Area,15,171 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",2/13/2020,18510304,$1.40 SF/Mo,Industrial,"1,625 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '25 min drive', '18.1 mi'), ('Honolulu Harbor, Oahu', '34 min drive', '22.2 mi')]","Water,Sewer"
76 Kalanianaole Ave,"24 Hour Access,Security System,Signage,Storage Space","4,000 SF",Hilo,"Rental Rate,$36.00 /SF/YR,Rentable Building Area,4,000 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse,Cross Streets,Kamehameha Ave.",2/28/2020,18680401,$3.00 SF/Mo,Industrial,"4,000 SF",1 Space,HI,For Lease,Office/Medical,"[('Hilo International Airport', '8 min drive', '1.3 mi')]","Lighting,Water,Sewer"
3180 Ualena St,,"13,150 SF",Honolulu,"Rental Rate,$17.04 /SF/YR,Rentable Building Area,13,150 SF,Property Type,Industrial,Year Built,1966,Property Subtype,Warehouse",3/5/2020,18757479,$1.42 SF/Mo,Industrial,"5,987 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '5 min drive', '1.1 mi'), ('Honolulu Harbor, Oahu', '13 min drive', '4.5 mi')]",
99-1312 Koaha Pl,"Fenced Lot,Signage","20,544 SF",Aiea,"Rental Rate,$22.20 /SF/YR,Rentable Building Area,20,544 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",3/6/2020,18775642,$1.85 SF/Mo,Industrial,"1,580 - 4,148 SF",2 Spaces,HI,For Lease,Industrial,"[('Honolulu International Airport', '15 min drive', '6.8 mi'), ('Honolulu Harbor, Oahu', '19 min drive', '8.9 mi')]",
1520 Haleukana St,Signage,"9,900 SF",Lihue,"Rental Rate,$18.60 /SF/YR,Rentable Building Area,9,900 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction",3/10/2020,18817935,$1.55 SF/Mo,Industrial,"2,475 - 9,900 SF",3 Spaces,HI,For Lease,Industrial,"[('Lihue Airport', '21 min drive', '5.9 mi')]","Water - County Water,Sewer - County Sewer"
810 Gulick Ave,Signage,"12,355 SF",Honolulu,"Rental Rate,$13.20 /SF/YR,Rentable Building Area,12,355 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse,Cross Streets,Stanley Street",3/16/2020,18888455,$1.10 SF/Mo,Industrial,"1,036 SF",1 Space,HI,For Lease,Office,"[('Honolulu International Airport', '9 min drive', '3.6 mi'), ('Honolulu Harbor, Oahu', '11 min drive', '3.3 mi')]",
80 Hansen Rd,Fenced Lot,"27,000 SF",Puunene,"Rental Rate,$16.20 /SF/YR,Rentable Building Area,27,000 SF,Property Type,Industrial,Year Built/Renovated,2007/2020,Property Subtype,Warehouse",3/17/2020,18896016,$1.35 SF/Mo,Industrial,"27,000 SF",1 Space,HI,For Lease,Industrial,"[('Kahului Airport', '10 min drive', '3.3 mi'), ('Kapalua Airport', '50 min drive', '29.7 mi')]",
2110 Lauwiliwili St,Bus Line,"10,495 SF",Kapolei,"Rental Rate,$16.80 /SF/YR,Rentable Building Area,10,495 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",4/6/2020,19131135,$1.40 SF/Mo,Industrial,"3,420 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '25 min drive', '18.1 mi'), ('Honolulu Harbor, Oahu', '34 min drive', '22.2 mi')]","Water,Sewer"
2045 Lauwiliwili St,,"7,000 SF",Kapolei,"Rental Rate,$16.80 /SF/YR,Rentable Building Area,7,000 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",4/6/2020,19131939,$1.40 SF/Mo,Industrial,"3,455 SF",1 Space,HI,For Lease,Industrial,,
1633 Republican St,"Fenced Lot,Signage,Skylights,Air Conditioning","5,000 SF",Honolulu,"Rental Rate,$19.80 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1981,Property Subtype,Warehouse",4/9/2020,19178224,$1.65 SF/Mo,Industrial,"4,910 SF",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '8 min drive', '3.5 mi'), ('Honolulu Harbor, Oahu', '9 min drive', '2.8 mi')]","Lighting,Gas,Water,Sewer,Heating"
3081 Peleke St,,"9,457 SF",Lihue,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,9,457 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse",4/13/2020,19213540,$1.00 SF/Mo,Industrial,"2,750 SF",1 Space,HI,For Lease,Industrial,,
73-188 Makako Bay Dr,"Bio-Tech/ Lab Space,Conferencing Facility,Fenced Lot,Mezzanine,Storage Space,Monument Signage","28,100 SF",Kailua Kona,"Rental Rate,$21.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,10,000 SF,Rentable Building Area,28,100 SF,Property Type,Industrial,Year Built,2004",1/2/2019,14753537,$1.75 SF/Mo,Industrial,"10,000 - 28,100 SF",1 Space,HI,For Lease,Industrial,,"Water,Sewer - County Sewer"
1275 Pryor Rd SW,Fenced Lot,"25,000 SF",Atlanta,"Rental Rate,$12.00 - $15.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,200 SF,Rentable Building Area,25,000 SF,Property Type,Industrial,Year Built,1959",9/26/2019,13061891,$1.00 - $1.25 SF/Mo,Industrial,"2,200 - 15,700 SF",4 Spaces,GA,For Lease,Industrial,"[('Hartsfield-Jackson Atlanta International Airport', '23 min drive', '9.3 mi'), ('Georgia Ports - Savannah', '272 min drive', '246.4 mi'), ('BNSF-ATLANTA-GA', '2 min drive', '0.5 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1345 Ridgeland Pky,,"75,000 SF",Alpharetta,"Rental Rate,$12.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,25,000 SF,Rentable Building Area,75,000 SF,Property Type,Industrial,Year Built,1999",7/17/2018,13190545,$1.00 SF/Mo,Industrial,"25,000 - 54,000 SF",1 Space,GA,For Lease,Office,"[('Georgia Ports - Savannah', '314 min drive', '278.9 mi'), ('Williams Brothers Reload', '24 min drive', '13.6 mi')]","Water - City Water,Sewer - City Sewer"
