address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
8001 Petersburg St,,"29,550 SF",Anchorage,"Rental Rate,$11.76 /SF/YR,Rentable Building Area,29,550 SF,Property Type,Industrial,Year Built,1984,Property Subtype,Warehouse",12/4/2018,12499063,$0.98 SF/Mo,Industrial,"14,775 - 29,550 SF",2 Spaces,AK,For Lease,Industrial,"[('Ted Stevens Anchorage International Airport', '13 min drive', '7.1 mi'), ('Port of Anchorage', '15 min drive', '7.5 mi'), ('ALASKA RAILROAD-ANCHORAGE-AK-327 WEST S', '12 min drive', '6.4 mi')]",
43462 Kenai Spur Hwy,,"3,981 SF",Kenai,"Rental Rate,$17.40 /SF/YR,Rentable Building Area,3,981 SF,Property Type,Industrial,Year Built,2009,Property Subtype,Warehouse",12/6/2019,17892730,$1.45 SF/Mo,Industrial,"3,981 SF",1 Space,AK,For Lease,Industrial,"[('Kenai Municipal Airport', '19 min drive', '6.2 mi'), ('Port of Anchorage', '903 min drive', '516.6 mi'), ('ALASKA RAILROAD-ANCHORAGE-AK-327 WEST S', '899 min drive', '515.5 mi')]",
8160 Greenwood St,,"31,455 SF",Anchorage,"Rental Rate,$12.84 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,31,455 SF",12/19/2019,18002633,$1.07 SF/Mo,Industrial,"31,455 SF",1 Space,AK,For Lease,Industrial,,
34306 Business Park Frontage Rd,,"8,000 SF",Soldotna,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,8,000 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",2/28/2020,18678630,$1.00 SF/Mo,Industrial,"8,000 SF",1 Space,AK,For Lease,Industrial,"[('Kenai Municipal Airport', '22 min drive', '9.3 mi'), ('ALASKA RAILROAD-ANCHORAGE-AK-327 WEST S', '875 min drive', '502.8 mi')]",
1220-1320 E 68th Ave,,"29,872 SF",Anchorage,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,29,872 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",10/4/2018,7731368,$1.25 SF/Mo,Industrial,"2,051 - 4,550 SF",2 Spaces,AK,For Lease,Office,,
2220-2230 N Post Rd,,"11,790 SF",Anchorage,"Rental Rate,$13.20 - $14.40 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,11,790 SF",9/18/2018,7959066,$1.10 - $1.20 SF/Mo,Industrial,"2,301 - 6,788 SF",2 Spaces,AK,For Lease,Industrial,,
550 W 64th Ave,,"62,668 SF",Anchorage,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,62,668 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",1/21/2020,17860399,$1.25 SF/Mo,Industrial,"4,000 - 10,429 SF",2 Spaces,AK,For Lease,"Office, Industrial","[('Ted Stevens Anchorage International Airport', '8 min drive', '4.3 mi'), ('Port of Anchorage', '11 min drive', '5.7 mi'), ('ALASKA RAILROAD-ANCHORAGE-AK-327 WEST S', '7 min drive', '4.6 mi')]",
43145 Kenai Spur Hwy,,"5,000 SF",Kenai,"Rental Rate,$9.96 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",6/15/2017,7676516,$0.83 SF/Mo,Industrial,"5,000 SF",1 Space,AK,For Lease,Industrial,"[('Kenai Municipal Airport', '18 min drive', '5.8 mi'), ('Port of Anchorage', '902 min drive', '516.2 mi'), ('ALASKA RAILROAD-ANCHORAGE-AK-327 WEST S', '898 min drive', '515.1 mi')]","Lighting,Gas,Water,Sewer,Heating"
3330 Industrial Ave,Security System,"12,000 SF",Fairbanks,"Rental Rate,$10.20 /SF/YR,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built/Renovated,1987/2009,Property Subtype,Warehouse",3/21/2019,15414219,$0.85 SF/Mo,Industrial,"6,000 - 12,000 SF",2 Spaces,AK,For Lease,Flex,"[('Fairbanks International Airport', '7 min drive', '3.1 mi'), ('Port of Anchorage', '439 min drive', '360.2 mi'), ('ALASKA RAILROAD-ANCHORAGE-AK-327 WEST S', '435 min drive', '359.1 mi')]","Lighting - Fluorescent,Water - City Water,Sewer - Septic Field,Heating - Fired Oil"
7120 Old Seward Hwy,,"25,366 SF",Anchorage,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,25,366 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse",4/26/2019,15882532,$1.00 SF/Mo,Industrial,"13,154 SF",1 Space,AK,For Lease,Industrial,"[('Ted Stevens Anchorage International Airport', '9 min drive', '5.4 mi'), ('Port of Anchorage', '13 min drive', '6.7 mi'), ('ALASKA RAILROAD-ANCHORAGE-AK-327 WEST S', '9 min drive', '5.6 mi')]",
1910 Pike Rd,"Property Manager on Site,Air Conditioning","9,600 SF",Longmont,"Rental Rate,$11.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,400 SF,Rentable Building Area,9,600 SF,Property Type,Industrial,Year Built,1997",12/11/2019,10049768,$0.96 SF/Mo,Industrial,"2,400 - 7,200 SF",1 Space,CO,For Lease,Industrial,"[('Port of Shreveport', '1,138 min drive', '1,021.1 mi'), ('COLORADO PACIFIC INDUSTRIES', '37 min drive', '23.2 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
6901 W 117th Ave,,"35,000 SF",Broomfield,"Rental Rate,$9.25 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,500 SF,Rentable Building Area,35,000 SF,Property Type,Industrial,Year Built,1978",4/8/2020,10775418,$0.77 SF/Mo,Industrial,"2,500 - 12,500 SF",3 Spaces,CO,For Lease,Industrial,,Heating
21200 E 36th Dr,,"122,511 SF",Aurora,"Rental Rate,$5.95 /SF/YR,Rentable Building Area,122,511 SF,Property Type,Industrial,Year Built,2017,Property Subtype,Warehouse",11/29/2017,10796032,$0.50 SF/Mo,Industrial,"56,563 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '31 min drive', '15.8 mi'), ('Port of Shreveport', '1,105 min drive', '995.5 mi'), ('ACME DISTRIBUTION CENTER, INC.-AURORA-CO', '10 min drive', '3.9 mi')]",
7273 E 96th Ave,,"10,000 SF",Henderson,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse",10/8/2018,11599348,$0.50 SF/Mo,Industrial,"2,500 SF",1 Space,CO,For Lease,Office,"[('Denver International Airport', '37 min drive', '20.8 mi'), ('Port of Shreveport', '1,109 min drive', '1,000.5 mi'), ('TRANSPORTATION MANAGEMENT SERVICES, INC. (TMSI)-HE', '6 min drive', '2.3 mi')]","Lighting - Fluorescent,Gas - Natural,Water - County Water,Sewer - County Sewer,Heating - Gas"
1301 S Roosevelt Ave,,"25,000 SF",Loveland,"Rental Rate,$10.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,12,500 SF,Rentable Building Area,25,000 SF,Property Type,Industrial,Year Built,2019",3/26/2018,12052581,$0.83 SF/Mo,Industrial,"12,500 - 25,000 SF",1 Space,CO,For Lease,Industrial,,
4981-4999 Pontiac St,Bus Line,"23,328 SF",Commerce City,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,23,328 SF,Property Type,Industrial,Year Built,1971,Property Subtype,Warehouse",4/8/2020,12237962,$0.63 SF/Mo,Industrial,"9,948 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '34 min drive', '19.3 mi'), ('Port of Shreveport', '1,102 min drive', '995.0 mi'), ('UP-DENVER-CO-4675 HOLLY', '4 min drive', '1.4 mi')]",
16050 Table Mountain Pky,Air Conditioning,"64,050 SF",Golden,"Rental Rate,$11.00 /SF/YR,Rentable Building Area,64,050 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse",8/16/2019,12374220,$0.92 SF/Mo,Industrial,"8,400 - 18,000 SF",2 Spaces,CO,For Lease,Industrial,"[('Denver International Airport', '55 min drive', '34.4 mi'), ('Port of Shreveport', '1,113 min drive', '1,001.3 mi'), ('UP DENVER-CO-585 W. 53R', '22 min drive', '12.4 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
4500 Wynkoop St,,"10,524 SF",Denver,"Rental Rate,$7.97 /SF/YR,Rentable Building Area,10,524 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse",4/27/2018,12395061,$0.66 SF/Mo,Industrial,"10,524 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '37 min drive', '22.0 mi'), ('Port of Shreveport', '1,101 min drive', '993.3 mi'), ('UP-DENVER-CO-1851 40TH A', '5 min drive', '1.3 mi')]","Gas,Heating"
4150 E 60th Ave,,"30,522 SF",Commerce City,"Property Type,Industrial,Rentable Building Area,30,522 SF,Property Subtype,Warehouse,Year Built,1985",5/15/2018,12569617,Rent Upon Request,Industrial,"30,522 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '37 min drive', '21.7 mi'), ('Port of Shreveport', '1,104 min drive', '991.2 mi'), ('CONAGRA, INC. - 4245 E. 64TH', '3 min drive', '0.8 mi')]",
6340 W 56th Ave,,"28,200 SF",Arvada,"Rental Rate,$9.50 /SF/YR,Rentable Building Area,28,200 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",1/17/2020,12627690,$0.79 SF/Mo,Industrial,"5,286 SF",1 Space,CO,For Lease,Industrial,,
730 S Jason St,Fenced Lot,"82,851 SF",Denver,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,82,851 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",11/12/2019,13053595,$0.67 SF/Mo,Industrial,"4,864 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '49 min drive', '29.5 mi'), ('Port of Shreveport', '1,092 min drive', '986.7 mi'), ('NU STEEL SUPPLY, INC.-DENVER-CO-DENVER-CO', '4 min drive', '1.3 mi')]","Lighting,Heating"
779-785 Seedling Ct,,"10,400 SF",Colorado Springs,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,10,400 SF,Property Type,Industrial,Year Built,2017,Property Subtype,Warehouse,Cross Streets,Geiger Blvd. & Wooten Rd.",10/18/2019,13159900,$0.83 SF/Mo,Industrial,"2,600 SF",1 Space,CO,For Lease,Industrial,,
14007 E Fremont Ave,,"171,600 SF",Centennial,"Rental Rate,$10.50 /SF/YR,Rentable Building Area,171,600 SF,Min. Divisible,20,000 SF,Year Built,2021,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse",7/19/2018,13216010,$0.88 SF/Mo,Industrial,"20,000 - 171,600 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '47 min drive', '33.6 mi'), ('Port of Shreveport', '1,084 min drive', '977.2 mi'), ('ACME DISTRIBUTION CENTER, INC.-AURORA-CO', '26 min drive', '16.7 mi')]",
7151 S Blackhawk,,"106,000 SF",Centennial,"Rental Rate,$10.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,20,000 SF,Rentable Building Area,106,000 SF,Property Type,Industrial,Year Built,2019",7/19/2018,13216539,$0.88 SF/Mo,Industrial,"20,000 - 50,000 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '48 min drive', '33.6 mi'), ('Port of Shreveport', '1,084 min drive', '977.3 mi'), ('ACME DISTRIBUTION CENTER, INC.-AURORA-CO', '26 min drive', '16.7 mi')]",
4060 E Bijou St,"Bus Line,Fenced Lot,Signage","60,264 SF",Colorado Springs,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,60,264 SF,Property Type,Industrial,Total Land Area,3.73 AC,Property Subtype,Warehouse,Year Built,1982",8/9/2018,13445722,$0.54 SF/Mo,Industrial,"16,800 - 58,800 SF",3 Spaces,CO,For Lease,Industrial,"[('Colorado Springs Airport', '20 min drive', '6.4 mi'), ('Port of Shreveport', '1,023 min drive', '919.7 mi'), ('FRONT RANGE RELOAD-DENVER-CO', '85 min drive', '67.0 mi')]",
4630 Forge Rd,Bus Line,"34,574 SF",Colorado Springs,"Rental Rate,$9.50 /SF/YR,Property Subtype,Warehouse,Total Space Available,18,386 SF,Rentable Building Area,34,574 SF,Max. Contiguous,10,992 SF,Year Built,1997,Property Type,Industrial",4/2/2020,13577260,$0.79 SF/Mo,Industrial,"5,040 - 18,386 SF",3 Spaces,CO,For Lease,Office,"[('Colorado Springs Airport', '36 min drive', '15.2 mi'), ('Port of Shreveport', '1,024 min drive', '924.7 mi'), ('FRONT RANGE RELOAD-DENVER-CO', '72 min drive', '62.1 mi')]",
1331 Red Cedar Cir,,"43,500 SF",Fort Collins,"Rental Rate,$11.25 /SF/YR,Rentable Building Area,43,500 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",1/23/2020,13713841,$0.94 SF/Mo,Industrial,"7,200 - 15,284 SF",2 Spaces,CO,For Lease,Industrial,"[('Port of Shreveport', '1,166 min drive', '1,052.5 mi'), ('COLORADO PACIFIC INDUSTRIES', '30 min drive', '20.3 mi')]","Water,Sewer"
Ridge Rd & Robb St,Signage,"82,470 SF",Arvada,"Min. Divisible,10,000 SF,Rentable Building Area,82,470 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction",9/10/2018,13744664,Rent Upon Request,Industrial,"10,000 - 82,470 SF",1 Space,CO,For Lease,Industrial,,
1st Ave & Hwy 34,,"54,000 SF",Greeley,"Rental Rate,$14.00 /SF/YR,Rentable Building Area,54,000 SF,Min. Divisible,1,500 SF,Year Built,2021,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse",9/10/2018,13744969,$1.17 SF/Mo,Industrial,"1,500 - 54,000 SF",1 Space,CO,For Lease,Industrial,"[('Port of Shreveport', '1,159 min drive', '1,049.0 mi'), ('COLORADO PACIFIC INDUSTRIES', '36 min drive', '21.4 mi')]",
1110 Boston Ave,Fenced Lot,"11,680 SF",Longmont,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,11,680 SF,Property Type,Industrial,Year Built,1995,Property Subtype,Warehouse",9/21/2018,13851987,$1.00 SF/Mo,Industrial,"5,840 SF",1 Space,CO,For Lease,Office,,
1493 Highway 6 & 50,,"119,035 SF",Loma,"Rental Rate,$1.43 - $4.25 /SF/YR,Rentable Building Area,119,035 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",11/18/2019,13904724,$0.12 - $0.35 SF/Mo,Industrial,"14,690 - 98,500 SF",2 Spaces,CO,For Lease,Industrial,,
8245 W I-25 Frontage Rd,Air Conditioning,"10,500 SF",Frederick,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,10,500 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse",3/26/2020,14165919,$1.00 SF/Mo,Industrial,"2,100 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '55 min drive', '35.1 mi'), ('Port of Shreveport', '1,131 min drive', '1,015.5 mi'), ('CAST TRANSPORTATION, INC.-HENDERSON-CO', '38 min drive', '24.1 mi')]",
6961 S Quentin St,Air Conditioning,"107,900 SF",Englewood,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,107,900 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse,Cross Streets,E Easter Ave",11/8/2018,14332115,$0.63 SF/Mo,Industrial,"107,900 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '47 min drive', '31.3 mi'), ('Port of Shreveport', '1,080 min drive', '976.3 mi'), ('FRONT RANGE RELOAD-DENVER-CO', '22 min drive', '12.7 mi')]",Heating - Gas
1550 W Evans Ave,Bus Line,"78,787 SF",Denver,"Rental Rate,$6.95 - $7.50 /SF/YR,Rentable Building Area,78,787 SF,Property Type,Industrial,Year Built,1975,Property Subtype,Warehouse",3/12/2020,14359606,$0.58 - $0.63 SF/Mo,Industrial,"5,907 - 19,272 SF",3 Spaces,CO,For Lease,Industrial,"[('Denver International Airport', '52 min drive', '31.7 mi'), ('Port of Shreveport', '1,092 min drive', '985.4 mi'), ('FRONT RANGE RELOAD-DENVER-CO', '3 min drive', '0.6 mi')]","Water - City Water,Sewer - City Sewer,Heating - Gas"
Hwy 85 & CR 100,,"10,000 SF",Nunn,"Rental Rate,$12.93 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction",9/4/2012,4325567,$1.08 SF/Mo,Industrial,"6,500 SF",1 Space,CO,For Lease,Industrial,"[('Port of Shreveport', '1,193 min drive', '1,067.5 mi'), ('COLORADO PACIFIC INDUSTRIES', '57 min drive', '35.4 mi')]",
16302-16392 E 2nd Ave,,"25,000 SF",Aurora,"Rental Rate,$8.50 /SF/YR,Building Class,B,Min. Divisible,2,500 SF,Rentable Building Area,25,000 SF,Property Type,Flex,Year Built,2019,Property Subtype,Light Distribution,Industrial Warehouse",11/23/2015,4407409,$0.71 SF/Mo,Flex,"2,500 - 25,000 SF",1 Space,CO,For Lease,Flex,"[('Denver International Airport', '30 min drive', '16.0 mi')]",
12100 W 52nd Ave,,"24,576 SF",Wheat Ridge,"Rental Rate,$7.75 - $10.00 /SF/YR,Rentable Building Area,24,576 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",3/24/2020,4576371,$0.65 - $0.83 SF/Mo,Industrial,"1,468 - 8,329 SF",4 Spaces,CO,For Lease,Industrial,"[('Denver International Airport', '51 min drive', '32.3 mi'), ('Port of Shreveport', '1,110 min drive', '998.3 mi'), ('UP DENVER-CO-585 W. 53R', '18 min drive', '10.3 mi')]",
8200-8250 Park Meadows Dr,"24 Hour Access,Fitness Center,Security System,Storage Space,Air Conditioning","71,516 SF",Lone Tree,"Rental Rate,$10.00 - $12.50 /SF/YR,Building Class,B,Property Type,Flex,Rentable Building Area,71,516 SF,Property Subtype,R&D,Industrial Warehouse,Year Built,1986",3/11/2020,4788240,$0.83 - $1.04 SF/Mo,Flex,"3,200 - 22,703 SF",4 Spaces,CO,For Lease,"Flex, Industrial","[('Denver International Airport', '50 min drive', '36.9 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
870-875 Vapor Trl,,"79,560 SF",Colorado Springs,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,79,560 SF,Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed",3/20/2017,4883897,$0.83 SF/Mo,Industrial,"26,520 - 79,560 SF",3 Spaces,CO,For Lease,Industrial,,
6981 S Quentin St,,"77,400 SF",Englewood,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,77,400 SF,Property Type,Industrial,Year Built,2001,Property Subtype,Warehouse,Cross Streets,E Easter Ave",1/9/2020,5024071,$0.83 SF/Mo,Industrial,"7,557 SF",1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '48 min drive', '31.5 mi'), ('Port of Shreveport', '1,080 min drive', '976.1 mi'), ('FRONT RANGE RELOAD-DENVER-CO', '22 min drive', '12.9 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
2369 S Trenton Way,Signage,"33,108 SF",Denver,"Rental Rate,$11.00 /SF/YR,Building Class,C,Property Type,Flex,Rentable Building Area,33,108 SF,Property Subtype,R&D,Industrial Warehouse,Year Built,1983",3/16/2020,5801636,$0.92 SF/Mo,Flex,"3,054 SF",1 Space,CO,For Lease,Flex,"[('Denver International Airport', '42 min drive', '25.0 mi')]",Heating - Gas
1725 Skyway Dr,,"26,630 SF",Longmont,"Rental Rate,$21.50 /SF/YR,Rentable Building Area,26,630 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",4/13/2018,6772833,$1.79 SF/Mo,Industrial,200 SF,1 Space,CO,For Lease,Industrial,"[('Denver International Airport', '54 min drive', '40.1 mi'), ('Port of Shreveport', '1,130 min drive', '1,020.5 mi'), ('COLORADO PACIFIC INDUSTRIES', '29 min drive', '22.9 mi')]",
191 E 71st St,,"14,400 SF",Loveland,"Rental Rate,$14.00 /SF/YR,Property Subtype,Warehouse,Total Space Available,4,800 SF,Rentable Building Area,14,400 SF,Max. Contiguous,2,400 SF,Year Built,2018,Property Type,Industrial",2/18/2020,6832191,$1.17 SF/Mo,Industrial,"4,800 SF",2 Spaces,CO,For Lease,Flex,,
191 E 71st St,,"10,800 SF",Loveland,"Rental Rate,$14.00 /SF/YR,Rentable Building Area,10,800 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Proposed",2/18/2020,6832193,$1.17 SF/Mo,Industrial,"1,200 - 10,800 SF",6 Spaces,CO,For Lease,Flex,,
191 E 71st St,,"10,800 SF",Loveland,"Rental Rate,$14.00 /SF/YR,Rentable Building Area,10,800 SF,Min. Divisible,1,200 SF,Year Built,2020,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse",4/25/2017,6832194,$1.17 SF/Mo,Industrial,"1,200 - 10,800 SF",1 Space,CO,For Lease,Flex,,
191 E 71st St,,"10,800 SF",Loveland,"Rental Rate,$14.00 /SF/YR,Rentable Building Area,10,800 SF,Min. Divisible,1,200 SF,Year Built,2020,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse",4/25/2017,6832195,$1.17 SF/Mo,Industrial,"1,200 - 10,800 SF",1 Space,CO,For Lease,Flex,,
6800 S Dawson Cir,"Fenced Lot,Yard","24,779 SF",Englewood,"Rental Rate,$12.00 /SF/YR,Building Class,C,Property Type,Flex,Rentable Building Area,24,779 SF,Property Subtype,R&D,Industrial Warehouse,Office Medical,Office Building,Year Built,1982",6/26/2019,7512113,$1.00 SF/Mo,Flex,239 - 949 SF,2 Spaces,CO,For Lease,Office,"[('Denver International Airport', '46 min drive', '29.2 mi')]",
