address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
460-474 N 2nd St,Fenced Lot,"22,000 SF",Philadelphia,"Rental Rate,$18.00 /SF/YR,Rentable Building Area,22,000 SF,Property Type,Industrial,Year Built,1981,Property Subtype,Warehouse",2/4/2020,18404411,$1.50 SF/Mo,Industrial,"11,000 SF",1 Space,PA,For Lease,Office/Retail,"[('Spring Garden (MFL) Transit Stop', '(Market-Frankford Line)', '4 min walk'), ('0.2 mi', '2nd Street Transit Stop', '(Market-Frankford Line)'), ('14 min walk', '0.7 mi', 'Girard and Front'), ('(15 Line) Transit Stop', '17 min walk', '0.8 mi'), ('Chinatown Transit Stop', '(Broad Street Line)', '17 min walk'), ('0.8 mi', '5th Street Transit Stop', '(Market-Frankford Line)'), ('18 min walk', '0.9 mi', 'Philadelphia 30th Street Commuter Rail (Atlantic City Line)'), ('7 min drive', '2.6 mi', 'Cherry Hill Commuter Rail (Atlantic City Line)'), ('14 min drive', '7.2 mi', 'Philadelphia International Airport'), ('21 min drive', '11.8 mi', 'Trenton Mercer Airport'), ('49 min drive', '33.0 mi', 'South Jersey Port'), ('9 min drive', '3.8 mi', 'CONRAIL-PHILADELPHIA-PA-2001 MARKE'), ('6 min drive', '2.2 mi')]","Water - City Water,Sewer - City Sewer,Heating - Gas"
601 East St,"24 Hour Access,Fenced Lot,Security System","80,000 SF",Easton,"Rental Rate,$6.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,1,300 SF,Rentable Building Area,80,000 SF,Property Type,Industrial,Year Built,1965",2/5/2020,18412199,$0.50 SF/Mo,Industrial,"1,300 - 9,500 SF",2 Spaces,PA,For Lease,Industrial,"[('Lehigh Valley International Airport', '24 min drive', '13.6 mi'), ('Port of Philadelphia', '90 min drive', '57.8 mi'), ('NS-BETHLEHEM-PA', '17 min drive', '10.3 mi')]",
613 N St George St,,"10,483 SF",Allentown,"Rental Rate,$10.50 /SF/YR,Rentable Building Area,10,483 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse",2/6/2020,18433533,$0.88 SF/Mo,Industrial,"2,000 SF",1 Space,PA,For Lease,Industrial,"[('Lehigh Valley International Airport', '14 min drive', '6.8 mi'), ('Reading Regional-Carl A. Spaatz Field Airport', '51 min drive', '34.4 mi'), ('Port of Philadelphia', '79 min drive', '59.3 mi'), ('Foulk Reload', '16 min drive', '7.1 mi')]",
1538 Arona Rd,,"24,510 SF",Irwin,"Rental Rate,$17.00 /SF/YR,Rentable Building Area,24,510 SF,Property Type,Industrial,Year Built,1900,Property Subtype,Warehouse",2/10/2020,18472768,$1.42 SF/Mo,Industrial,"1,500 SF",1 Space,PA,For Lease,Office,"[('Port of Baltimore', '262 min drive', '225.2 mi'), ('NS-TRAFFORD-PA-19 FORBES R', '20 min drive', '10.6 mi')]",
400 Elm Ave,Fenced Lot,"56,188 SF",North Wales,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,56,188 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse",2/8/2020,18509466,$0.67 SF/Mo,Industrial,"6,000 SF",1 Space,PA,For Lease,Industrial,"[('Philadelphia International Airport', '54 min drive', '32.8 mi'), ('Trenton Mercer Airport', '54 min drive', '36.2 mi'), ('Port of Philadelphia', '35 min drive', '22.0 mi'), ('LANSDALE WAREHOUS CO., INC.-LANSDALE-PA', '10 min drive', '4.2 mi')]",
12067 NE Glenn Widing Dr,,"59,810 SF",Portland,"Property Type,Industrial,Rentable Building Area,59,810 SF,Property Subtype,Warehouse,Year Built,2007",5/29/2018,12698531,Rent Upon Request,Industrial,"13,505 SF",1 Space,OR,For Lease,Industrial,"[('Portland International Airport', '8 min drive', '3.4 mi'), ('Port of Portland', '21 min drive', '13.3 mi'), ('VANPORT WAREHOUSING, INC.', '19 min drive', '10.0 mi')]",
1919 NW 19th Ave,"Bus Line,Signage","106,835 SF",Portland,"Rental Rate,$10.80 /SF/YR,Rentable Building Area,106,835 SF,Property Type,Industrial,Year Built,1922,Property Subtype,Warehouse",6/5/2018,12763656,$0.90 SF/Mo,Industrial,"40,000 SF",1 Space,OR,For Lease,Industrial,"[('Beaverton Transit Center (West Side Express) Commuter Rail (Westside Express Service)', '17 min drive', '9.5 mi'), ('Portland International Airport', '23 min drive', '11.3 mi'), ('Port of Portland', '3 min drive', '1.2 mi'), ('TRISTAR TRANSLOAD INC.-PORTLAND-OR', '2 min drive', '0.3 mi')]",
13565 SW Tualatin Sherwood Rd,"Fenced Lot,Signage","85,000 SF",Sherwood,"Rental Rate,$6.12 - $12.60 /SF/YR,Rentable Building Area,85,000 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse",1/6/2020,16327898,$0.51 - $1.05 SF/Mo,Industrial,"9,875 - 28,625 SF",2 Spaces,OR,For Lease,Industrial,"[('Tualatin Commuter Rail (Westside Express Service)', '6 min drive', '3.0 mi'), ('Wilsonville Commuter Rail (Westside Express Service)', '14 min drive', '6.5 mi'), ('Portland International Airport', '43 min drive', '23.9 mi'), ('Port of Portland', '30 min drive', '18.1 mi'), ('Holman Distribution Center of Oregon, Inc.', '30 min drive', '15.2 mi')]",
360-370 Belmont St NE,"Bus Line,Fenced Lot","42,604 SF",Salem,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,42,604 SF,Property Type,Industrial,Year Built,1941,Property Subtype,Warehouse,Cross Streets,Liberty street NE",12/1/2019,17846059,$0.50 SF/Mo,Industrial,"720 - 39,483 SF",7 Spaces,OR,For Lease,Industrial,"[('Port of Portland', '64 min drive', '48.3 mi'), ('CASCADE WAREHOUSE CO., INC.-SALEM-OR', '2 min drive', '0.5 mi')]",
3675 W 1st Ave,"Bus Line,Fenced Lot","5,000 SF",Eugene,"Rental Rate,$7.20 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",3/30/2020,19056223,$0.60 SF/Mo,Industrial,"5,000 SF",1 Space,OR,For Lease,Industrial,"[('Eugene-Mahlon Sweet Field Airport', '25 min drive', '8.9 mi'), ('Port of Coos Bay, OR', '160 min drive', '105.3 mi'), ('NORTHWEST RELOAD-EUGENE-OR', '4 min drive', '1.8 mi')]",
SW Wall St,,"260,000 SF",Tigard,"Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Proposed,Rentable Building Area,260,000 SF",9/23/2019,17281510,Rent Upon Request,Industrial,"260,000 SF",1 Space,OR,For Lease,Industrial,,
7200 SE 92nd Ave,,"58,056 SF",Portland,"Rental Rate,$7.80 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,58,056 SF",6/12/2019,11567595,$0.65 SF/Mo,Industrial,"8,973 SF",1 Space,OR,For Lease,Industrial,"[('SE Flavel Street Transit Stop', '7 min walk', '0.3 mi'), ('Lents Town Center/SE Foster Road Transit Stop', '17 min walk', '0.8 mi'), ('Portland International Airport', '19 min drive', '10.4 mi'), ('Port of Portland', '23 min drive', '10.5 mi'), ('Holman Distribution Center of Oregon, Inc.', '14 min drive', '6.5 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
3737-3743 SE 21st Ave,"Bus Line,Metro/Subway,Signage","12,344 SF",Portland,"Rental Rate,$14.50 /SF/YR,Rentable Building Area,12,344 SF,Property Type,Industrial,Year Built,1977,Property Subtype,Warehouse,Cross Streets,se bush street",9/3/2019,11567704,$1.21 SF/Mo,Industrial,"7,681 SF",1 Space,OR,For Lease,Industrial,"[('Portland International Airport', '24 min drive', '12.3 mi'), ('Port of Portland', '12 min drive', '5.9 mi'), ('UP-PORTLAND-OR-19TH AND S', '3 min drive', '0.8 mi')]",
17625 NE Sandy Blvd,"Bus Line,Signage","126,388 SF",Portland,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,126,388 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",3/12/2018,11892235,$0.50 SF/Mo,Industrial,"126,388 SF",1 Space,OR,For Lease,Industrial,"[('Portland International Airport', '14 min drive', '6.8 mi'), ('Port of Portland', '23 min drive', '14.6 mi'), ('GRESHAM TRANSFER, INC.-WOOD VILLAGE-OR', '7 min drive', '3.1 mi')]","Water - City Water,Sewer - City Sewer,Heating - Gas"
3251 Fox St,,"65,000 SF",Philadelphia,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,65,000 SF,Property Type,Industrial,Year Built,1920,Property Subtype,Warehouse",3/26/2020,18994937,$1.00 SF/Mo,Industrial,"2,219 - 8,665 SF",3 Spaces,PA,For Lease,Office/Retail,"[('Allegheny Transit Stop', '(R6)', '7 min walk'), ('0.3 mi', 'Allegheny (BSS) Transit Stop', '20 min walk'), ('1.0 mi', 'Philadelphia 30th Street Commuter Rail (Atlantic City Line)', '12 min drive'), ('5.4 mi', 'Philadelphia International Airport', '27 min drive'), ('14.7 mi', 'Trenton Mercer Airport', '51 min drive'), ('32.7 mi', 'Port of Philadelphia', '12 min drive'), ('5.2 mi', 'CONRAIL-PHILADELPHIA-PA-2001 MARKE', '10 min drive'), ('5.0 mi',)]","Water - City Water,Sewer - City Sewer"
4089 Landisville Rd,,"12,000 SF",Doylestown,"Rental Rate,$8.25 /SF/YR,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built,1975,Property Subtype,Warehouse",3/27/2020,19031126,$0.69 SF/Mo,Industrial,"12,000 SF",1 Space,PA,For Lease,Industrial,"[('Trenton Mercer Airport', '41 min drive', '23.5 mi'), ('Lehigh Valley International Airport', '58 min drive', '34.4 mi'), ('Port of Philadelphia', '47 min drive', '27.6 mi'), ('LANSDALE WAREHOUS CO., INC.-LANSDALE-PA', '24 min drive', '12.1 mi')]","Lighting - Fluorescent,Water - City Water,Sewer - City Sewer"
4003 1st Ave,,"5,197 SF",Lafayette Hill,"Rental Rate,$16.56 /SF/YR,Rentable Building Area,5,197 SF,Property Type,Industrial,Year Built,1962,Property Subtype,Warehouse",3/30/2020,19054692,$1.38 SF/Mo,Industrial,"1,246 SF",1 Space,PA,For Lease,Flex,"[('Philadelphia International Airport', '37 min drive', '20.0 mi'), ('Trenton Mercer Airport', '50 min drive', '37.2 mi'), ('Port of Philadelphia', '25 min drive', '14.9 mi'), ('UPPER MERION AND PLYMOUTH RAILROAD CO.-CONSHOHOCHE', '10 min drive', '4.2 mi')]",
501 Alexander Dr,,"90,000 SF",Ephrata,"Rental Rate,$5.25 /SF/YR,Property Subtype,Warehouse,Min. Divisible,5,000 SF,Rentable Building Area,90,000 SF,Property Type,Industrial,Year Built,1979",4/2/2020,19090487,$0.44 SF/Mo,Industrial,"5,000 - 40,000 SF",1 Space,PA,For Lease,Industrial,"[('Reading Regional-Carl A. Spaatz Field Airport', '29 min drive', '20.0 mi'), ('Port of Wilmington, RI', '86 min drive', '60.4 mi'), ('Gehman Feed Mill Inc.', '8 min drive', '4.0 mi')]","Lighting,Water - County Water,Sewer - County Sewer"
200 Phoenix Dr,Air Conditioning,"10,000 SF",Finleyville,"Property Type,Industrial,Rentable Building Area,10,000 SF,Property Subtype,Warehouse,Year Built,2015",5/8/2018,12500654,Rent Upon Request,Industrial,"10,000 SF",1 Space,PA,For Lease,Industrial,,"Lighting,Gas,Water - Well"
770-800 Haunted Ln,Air Conditioning,"180,000 SF",Bensalem,"Rental Rate,$5.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,12,000 SF,Rentable Building Area,180,000 SF,Property Type,Industrial,Year Built,1988",8/13/2019,16829819,$0.46 SF/Mo,Industrial,"12,000 - 52,500 SF",1 Space,PA,For Lease,Industrial,,"Gas - Natural,Heating - Gas"
1016 Progress Cir,"24 Hour Access,Floor Drains,Air Conditioning","31,584 SF",Belle Vernon,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,31,584 SF,Property Type,Industrial,Year Built,2009,Property Subtype,Warehouse",1/11/2018,11216887,$0.54 SF/Mo,Industrial,"31,584 SF",1 Space,PA,For Lease,Industrial,,"Lighting - Metal Halide,Gas - Natural,Water - County Water,Sewer - County Sewer,Heating - Electric"
3450 Salmon St,Air Conditioning,"110,000 SF",Philadelphia,"Rental Rate,$10.20 /SF/YR,Rentable Building Area,110,000 SF,Property Type,Industrial,Year Built/Renovated,1956/2017,Property Subtype,Warehouse,Cross Streets,Tioga St",9/24/2019,11564364,$0.85 SF/Mo,Industrial,"2,000 SF",1 Space,PA,For Lease,Flex,"[('Philadelphia 30th Street Commuter Rail (Atlantic City Line)', '13 min drive', '6.6 mi'), ('Cherry Hill Commuter Rail (Atlantic City Line)', '17 min drive', '9.5 mi'), ('Philadelphia International Airport', '25 min drive', '15.0 mi'), ('Trenton Mercer Airport', '44 min drive', '29.4 mi'), ('Port of Philadelphia', '4 min drive', '0.7 mi'), ('NS-PHILADELPHIA-PA-3715 E. TH', '2 min drive', '0.6 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Fired Oil"
350-390 N Pennsylvania Ave,Storage Space,"179,898 SF",Wilkes Barre,"Min. Divisible,1,638 SF,Rentable Building Area,179,898 SF,Property Type,Industrial,Year Built,1940,Property Subtype,Warehouse",9/23/2019,6401243,Rent Upon Request,Industrial,"1,638 - 172,090 SF",5 Spaces,PA,For Lease,Industrial,"[('Wilkes-Barre/Scranton International Airport', '22 min drive', '11.9 mi'), ('Port of Philadelphia', '136 min drive', '110.9 mi'), ('BISCONTINI DISTRIBUTION CENTERS-KINGSTON-PA', '9 min drive', '3.9 mi')]","Lighting - Fluorescent,Heating - Gas"
575-595 Research Dr,Bus Line,"403,000 SF",Pittston Township,"Rental Rate,$4.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,46,568 SF,Rentable Building Area,403,000 SF,Property Type,Industrial,Year Built,2019",4/13/2018,8912577,$0.38 SF/Mo,Industrial,"46,568 - 403,000 SF",1 Space,PA,For Lease,Industrial,,"Lighting - Fluorescent,Gas,Water,Sewer,Heating"
River Rd,Commuter Rail,"1,100,000 SF",Jenkins Township,"Min. Divisible,400,000 SF,Rentable Building Area,1,100,000 SF,Property Type,Industrial,Year Built,2023,Property Subtype,Warehouse,Construction Status,Proposed",3/2/2018,11787655,Rent Upon Request,Industrial,"400,000 - 1,100,000 SF",1 Space,PA,For Lease,Industrial,"[('Wilkes-Barre/Scranton International Airport', '21 min drive', '7.5 mi'), ('Maher Terminal', '159 min drive', '122.8 mi'), ('ONE VALLEY DISTRIBUTING AND STORAGE-WILKES-BARRE-P', '10 min drive', '3.2 mi')]","Lighting,Gas - Natural,Water,Sewer,Heating"
275-287 Centerpoint Blvd,"Bus Line,Signage","254,400 SF",Pittston,"Min. Divisible,12,400 SF,Rentable Building Area,254,400 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",9/9/2019,13944755,Rent Upon Request,Industrial,"12,400 - 99,545 SF",1 Space,PA,For Lease,Industrial,,"Lighting - Fluorescent,Gas - Natural,Water,Sewer,Heating - Gas"
1900 NE 25th Ave,"24 Hour Access,Property Manager on Site,Storage Space,Fluorescent Lighting","52,951 SF",Hillsboro,"Rental Rate,$11.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,14,781 SF,Rentable Building Area,52,951 SF,Property Type,Industrial,Year Built,1985",3/3/2020,18727523,$0.92 SF/Mo,Industrial,"14,781 - 33,283 SF",1 Space,OR,For Lease,Industrial,"[('Portland International Airport', '47 min drive', '25.8 mi'), ('Port of Portland', '31 min drive', '17.8 mi'), ('STEWART STILES TRUCK LINE, INC.-CORNELIUS-OR', '14 min drive', '6.6 mi')]",
601 E Antler Ave,,"258,300 SF",Redmond,"Rental Rate,$5.88 /SF/YR,Rentable Building Area,258,300 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",3/5/2020,18757117,$0.49 SF/Mo,Industrial,"12,000 - 40,000 SF",2 Spaces,OR,For Lease,Industrial,"[('Roberts Field Airport', '9 min drive', '3.1 mi'), ('Port of Portland', '215 min drive', '148.2 mi'), ('ALBANY AND EASTERN RAILROAD CO.-LEBANON-OR', '164 min drive', '107.1 mi')]",
2611 W 5th Ave,,"23,164 SF",Eugene,"Rental Rate,$7.80 /SF/YR,Rentable Building Area,23,164 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",3/6/2020,18774369,$0.65 SF/Mo,Industrial,"2,500 SF",1 Space,OR,For Lease,Industrial,"[('Eugene-Mahlon Sweet Field Airport', '25 min drive', '9.3 mi'), ('Port of Coos Bay, OR', '162 min drive', '106.1 mi'), ('MCCRACKEN MOVING AND STORAGE-EUGENE-OR', '3 min drive', '1.0 mi')]",
231 SE Alder St,"Bus Line,Fenced Lot,Property Manager on Site,Restaurant,Security System,Signage,Storage Space","13,756 SF",Portland,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,13,756 SF,Property Type,Industrial,Year Built,1917,Property Subtype,Warehouse,Cross Streets,se 3rd ave",3/6/2020,18774617,$1.25 SF/Mo,Industrial,"4,950 SF",1 Space,OR,For Lease,Industrial,"[('Oak/SW 1st Avenue Transit Stop', '14 min walk', '0.7 mi'), ('Yamhill District Transit Stop', '16 min walk', '0.8 mi'), ('Morrison/SW 3rd Transit Stop', '16 min walk', '0.8 mi'), ('Skidmore Fountain Transit Stop', '17 min walk', '0.8 mi'), ('Old Town/Chinatown Transit Stop', '20 min walk', '1.0 mi'), ('Beaverton Transit Center (West Side Express) Commuter Rail (Westside Express Service)', '18 min drive', '9.2 mi'), ('Portland International Airport', '20 min drive', '8.6 mi'), ('Port of Portland', '9 min drive', '3.8 mi'), ('ARROW TRANSPORTATION CO.-PORTLAND-OR', '4 min drive', '1.3 mi')]",
3610 N Suttle Rd,Fenced Lot,"106,500 SF",Portland,"Rental Rate,$3.36 /SF/YR,Rentable Building Area,106,500 SF,Property Type,Industrial,Year Built,1940,Property Subtype,Warehouse",3/9/2020,18802736,$0.28 SF/Mo,Industrial,"22,300 SF",1 Space,OR,For Lease,Industrial,"[('Portland International Airport', '21 min drive', '9.8 mi'), ('Port of Vancouver', '15 min drive', '6.2 mi'), ('PENINSULA TERMINAL COMPANY-PORTLAND-OR', '3 min drive', '1.1 mi')]","Water - City Water,Sewer - City Sewer"
1130 Bailey Hill Rd,"24 Hour Access,Mezzanine","27,710 SF",Eugene,"Rental Rate,$7.58 - $9.10 /SF/YR,Rentable Building Area,27,710 SF,Property Type,Industrial,Year Built,1977,Property Subtype,Warehouse",4/7/2020,18802854,$0.63 - $0.76 SF/Mo,Industrial,"960 - 4,672 SF",4 Spaces,OR,For Lease,Industrial,"[('Eugene-Mahlon Sweet Field Airport', '26 min drive', '9.9 mi'), ('Port of Coos Bay, OR', '160 min drive', '105.1 mi'), ('MCCRACKEN MOVING AND STORAGE-EUGENE-OR', '4 min drive', '1.4 mi')]",
