address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
2824 22nd Ave S,,"5,800 SF",Moorhead,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,5,800 SF,Property Type,Industrial,Year Built,2003,Property Subtype,Warehouse",1/28/2019,15005018,$0.50 SF/Mo,Industrial,"5,800 SF",1 Space,MN,For Lease,Industrial,"[('Hector International Airport', '20 min drive', '7.8 mi'), ('Port of Shreveport', '1,314 min drive', '1,156.7 mi'), ('BNSF-DILWORTH-MN', '9 min drive', '3.7 mi')]","Lighting,Water,Sewer,Heating"
11201 Xeon St NW,,"85,480 SF",Coon Rapids,"Rental Rate,$5.25 /SF/YR,Rentable Building Area,85,480 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse",2/6/2019,15099876,$0.44 SF/Mo,Industrial,"17,280 SF",1 Space,MN,For Lease,Flex,"[('Coon Rapids-Riverdale Station Commuter Rail (Northstar Corridor)', '10 min drive', '4.2 mi'), ('Anoka Station Commuter Rail (Northstar Corridor)', '11 min drive', '5.8 mi')]",
12698 Industrial Blvd NW,,"125,000 SF",Elk River,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,125,000 SF,Property Type,Industrial,Year Built/Renovated,1989/2017,Property Subtype,Warehouse",11/27/2019,15343692,$0.50 SF/Mo,Industrial,"31,125 SF",1 Space,MN,For Lease,Industrial,"[('Elk River Station Commuter Rail (Northstar Corridor)', '10 min drive', '4.5 mi')]","Lighting,Gas,Water,Sewer,Heating"
2506-2526 Northland Dr,Signage,"48,059 SF",Mendota Heights,"Rental Rate,$8.50 /SF/YR,Rentable Building Area,48,059 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse",12/7/2019,15440841,$0.71 SF/Mo,Industrial,"1,702 SF",1 Space,MN,For Lease,Office,"[('Minneapolis–Saint Paul International Airport', '9 min drive', '4.4 mi'), ('Port of Shreveport', '1,156 min drive', '986.3 mi'), ('ADM/Benson Quinn', '13 min drive', '7.0 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
19520 County Road 81,Signage,"3,000 SF",Osseo,"Rental Rate,$9.51 /SF/YR,Rentable Building Area,3,000 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse",4/22/2019,15483390,$0.79 SF/Mo,Industrial,"1,500 SF",1 Space,MN,For Lease,Flex,"[('Elk River Station Commuter Rail (Northstar Corridor)', '15 min drive', '10.0 mi'), ('Minneapolis–Saint Paul International Airport', '49 min drive', '34.0 mi'), ('Port of Shreveport', '1,190 min drive', '1,011.1 mi'), ('COMMERCIAL TRANSLOAD OF MINNESOTA-FRIDLEY-MN', '24 min drive', '17.7 mi')]","Lighting - Fluorescent,Gas - Natural,Water - Well,Sewer - Septic Field,Heating - Electric"
3800-3830 Highway 13 W,Signage,"34,456 SF",Burnsville,"Rental Rate,$5.73 /SF/YR,Rentable Building Area,34,456 SF,Property Type,Industrial,Year Built,1972,Property Subtype,Warehouse",3/19/2019,15489237,$0.48 SF/Mo,Industrial,"3,407 SF",1 Space,MN,For Lease,Industrial,"[('Minneapolis–Saint Paul International Airport', '20 min drive', '13.4 mi'), ('Port of Shreveport', '1,146 min drive', '978.2 mi'), (""ALEXANDER'S MOVING AND STORAGE-BLOOMINGTON-MN"", '15 min drive', '9.6 mi')]",
3360 NE Quail Rd,"Security System,Signage","24,794 SF",Sauk Rapids,"Rental Rate,$4.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,500 SF,Rentable Building Area,24,794 SF,Property Type,Industrial,Year Built,2001",4/1/2019,15599456,$0.33 SF/Mo,Industrial,"2,500 - 24,794 SF",1 Space,MN,For Lease,Industrial,"[('Port of Shreveport', '1,243 min drive', '1,058.7 mi'), (""MAIER'S TRANSFER CO.-ST. CLOUD-MN"", '15 min drive', '7.7 mi')]","Lighting,Gas,Water,Sewer,Heating"
7600 Desmet Rd,,"53,000 SF",Missoula,"Rental Rate,$6.00 - $10.00 /SF/YR,Rentable Building Area,53,000 SF,Property Type,Industrial,Year Built,1973,Property Subtype,Warehouse",4/17/2020,12671794,$0.50 - $0.83 SF/Mo,Industrial,"840 - 25,590 SF",3 Spaces,MT,For Lease,"Office, Industrial","[('Missoula International Airport', '6 min drive', '2.0 mi'), ('Port of Everett', '546 min drive', '492.6 mi'), ('MONTANA WEST LUMBER, INC.-MISSOULA-MT', '11 min drive', '5.6 mi')]",
20777 Frontage Rd,24 Hour Access,"7,000 SF",Belgrade,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,7,000 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",6/28/2018,13020404,$0.67 SF/Mo,Industrial,"7,000 SF",1 Space,MT,For Lease,Flex,"[('Bozeman Yellowstone International-Gallatin Field Airport', '4 min drive', '0.9 mi'), ('Port of Everett', '738 min drive', '692.2 mi'), ('CAPITAL TRANSFER AND STORAGE-HELENA-MT', '119 min drive', '89.7 mi')]","Lighting,Gas,Water,Sewer,Heating"
2704 Lincoln Ave S,,"6,250 SF",Sidney,"Rental Rate,$8.64 /SF/YR,Rentable Building Area,6,250 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",1/8/2019,14804518,$0.72 SF/Mo,Industrial,"6,250 SF",1 Space,MT,For Lease,Industrial,"[('Port of Everett', '1,191 min drive', '1,110.2 mi'), ('GENERAL MILL, INC.-WOLF POINT-MT', '142 min drive', '93.7 mi')]",
3750 Wise Ln,,"19,200 SF",Billings,"Rental Rate,$0.75 /SF/YR,Rentable Building Area,19,200 SF,Property Type,Industrial,Year Built,1936,Property Subtype,Warehouse",6/19/2019,16393790,$0.06 SF/Mo,Industrial,"19,200 SF",1 Space,MT,For Lease,Industrial,,
130 Richardson Rd,,"57,295 SF",Silesia,"Rental Rate,$1.00 /SF/YR,Rentable Building Area,57,295 SF,Property Type,Industrial,Year Built,1972,Property Subtype,Warehouse",9/10/2019,17158956,$0.08 SF/Mo,Industrial,"57,295 SF",1 Space,MT,For Lease,Industrial,"[('Billings Logan International Airport', '51 min drive', '31.0 mi'), ('Port of Everett', '889 min drive', '838.3 mi'), ('DIVERSIFIED TRANSFER AND STORAGE-BILLINGS-MT', '43 min drive', '26.6 mi')]",
2650 S Central Ave,,"14,170 SF",Sidney,"Rental Rate,$14.40 /SF/YR,Property Subtype,Warehouse,Min. Divisible,3,750 SF,Rentable Building Area,14,170 SF,Property Type,Industrial,Year Built,2000",10/16/2019,17471733,$1.20 SF/Mo,Industrial,"3,750 - 6,000 SF",1 Space,MT,For Lease,Industrial,"[('Port of Everett', '1,188 min drive', '1,109.7 mi'), ('GENERAL MILL, INC.-WOLF POINT-MT', '139 min drive', '93.4 mi')]",
301 Orchard Ln,,"28,264 SF",Billings,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,28,264 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse",11/6/2019,17654320,$0.50 SF/Mo,Industrial,"8,830 SF",1 Space,MT,For Lease,Industrial,"[('Billings Logan International Airport', '14 min drive', '5.2 mi'), ('Port of Everett', '882 min drive', '840.0 mi'), ('DIVERSIFIED TRANSFER AND STORAGE-BILLINGS-MT', '7 min drive', '2.0 mi')]",
115 Wildcat Way,,"5,000 SF",Bozeman,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1987,Property Subtype,Warehouse",11/27/2019,17823659,$0.63 SF/Mo,Industrial,"5,000 SF",1 Space,MT,For Lease,Industrial,"[('Bozeman Yellowstone International-Gallatin Field Airport', '18 min drive', '9.2 mi'), ('Port of Everett', '749 min drive', '699.0 mi'), ('CAPITAL TRANSFER AND STORAGE-HELENA-MT', '130 min drive', '96.5 mi')]",
209 14th St SE,,"2,375 SF",Sidney,"Rental Rate,$17.68 /SF/YR,Rentable Building Area,2,375 SF,Property Type,Industrial,Year Built,1900,Property Subtype,Warehouse,Industrial Truck Terminal",2/11/2016,4371282,$1.47 SF/Mo,Industrial,"2,375 SF",1 Space,MT,For Lease,Industrial,"[('Port of Everett', '1,191 min drive', '1,111.0 mi'), ('GENERAL MILL, INC.-WOLF POINT-MT', '139 min drive', '92.6 mi')]",
109 Canyon View,"24 Hour Access,Signage,Storage Space","12,420 SF",Columbia Falls,"Property Type,Industrial,Rentable Building Area,12,420 SF,Property Subtype,Warehouse,Year Built,2003",8/29/2019,17064772,Rent Upon Request,Industrial,"9,250 SF",1 Space,MT,For Lease,Industrial,"[('Glacier Park International Airport', '5 min drive', '3.6 mi'), ('Port of Everett', '680 min drive', '550.6 mi'), ('GWYNN LUMBER AND RELOAD, INC.-EUREKA-MT', '72 min drive', '48.1 mi')]","Gas - Propane,Water - Well,Sewer - Septic Field,Heating - Gas"
2330 N Frontage Rd,,"13,200 SF",Billings,"Rental Rate,$10.39 /SF/YR,Rentable Building Area,13,200 SF,Property Type,Industrial,Year Built,2004,Property Subtype,Warehouse",1/24/2018,11357966,$0.87 SF/Mo,Industrial,"13,200 SF",1 Space,MT,For Lease,Industrial,"[('Billings Logan International Airport', '19 min drive', '7.0 mi'), ('Port of Everett', '892 min drive', '847.7 mi'), ('C AND D WAREHOUSE-BILLINGS-MT', '11 min drive', '3.9 mi')]",
1943 Main St,"Fenced Lot,Signage,Yard,Storage Space,Fluorescent Lighting,Air Conditioning","10,060 SF",Billings,"Rental Rate,$5.00 - $12.00 /SF/YR,Rentable Building Area,10,060 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",2/17/2020,12758418,$0.42 - $1.00 SF/Mo,Industrial,"1,330 - 6,773 SF",3 Spaces,MT,For Lease,"Office, Office/Retail","[('Billings Logan International Airport', '13 min drive', '5.9 mi'), ('Port of Everett', '891 min drive', '845.7 mi'), ('C AND D WAREHOUSE-BILLINGS-MT', '8 min drive', '4.2 mi')]","Lighting,Gas,Water"
2430 Benton Ave,,"16,587 SF",Missoula,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,16,587 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",12/3/2018,14536384,$0.67 SF/Mo,Industrial,"15,410 SF",1 Space,MT,For Lease,Industrial,"[('Missoula International Airport', '13 min drive', '6.7 mi'), ('Port of Everett', '554 min drive', '499.5 mi'), ('MONTANA WEST LUMBER, INC.-MISSOULA-MT', '9 min drive', '4.7 mi')]",
11912 Hwy 93 N,,"6,000 SF",Missoula,"Rental Rate,$30.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,200 SF,Rentable Building Area,6,000 SF,Property Type,Industrial,Year Built,2003",8/12/2019,16888547,$2.50 SF/Mo,Industrial,200 - 800 SF,1 Space,MT,For Lease,Industrial,"[('Missoula International Airport', '9 min drive', '6.0 mi'), ('Port of Everett', '542 min drive', '491.6 mi'), ('MONTANA WEST LUMBER, INC.-MISSOULA-MT', '13 min drive', '9.3 mi')]",
2751 S 56th St,,"8,469 SF",Billings,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,8,469 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction",8/29/2019,17064379,$0.58 SF/Mo,Industrial,"8,469 SF",1 Space,MT,For Lease,Industrial,,
17 Liberty Ln,"Fenced Lot,Yard","18,320 SF",Great Falls,"Rental Rate,$3.00 /SF/YR,Rentable Building Area,18,320 SF,Property Type,Industrial,Year Built,2010,Property Subtype,Warehouse",9/13/2019,17187214,$0.25 SF/Mo,Industrial,"18,320 SF",1 Space,MT,For Lease,Industrial,"[('Great Falls International Airport', '39 min drive', '14.8 mi'), ('Port of Everett', '769 min drive', '706.5 mi'), ('SUHR TRANSPORT-GREAT FALLS-MT', '15 min drive', '9.4 mi')]","Gas - Natural,Water - Well,Sewer - Septic Field,Heating - Gas"
2021 2nd Ave N,"Fenced Lot,Yard,Storage Space,Air Conditioning","7,500 SF",Billings,"Rental Rate,$4.20 /SF/YR,Rentable Building Area,7,500 SF,Property Type,Industrial,Year Built,1940,Property Subtype,Warehouse",9/16/2019,17211005,$0.35 SF/Mo,Industrial,"5,000 SF",1 Space,MT,For Lease,Industrial,"[('Billings Logan International Airport', '11 min drive', '3.8 mi'), ('Port of Everett', '886 min drive', '842.1 mi'), ('C AND D WAREHOUSE-BILLINGS-MT', '4 min drive', '1.2 mi')]",
1760 Monad Rd,"24 Hour Access,Fenced Lot,Security System,Signage,Yard,Air Conditioning","73,200 SF",Billings,"Rental Rate,$4.00 /SF/YR,Rentable Building Area,73,200 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse",12/10/2019,17925218,$0.33 SF/Mo,Industrial,"73,200 SF",1 Space,MT,For Lease,Flex,,
4025 Flynn Ln,,"10,000 SF",Missoula,"Rental Rate,$8.25 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",1/30/2020,18347065,$0.69 SF/Mo,Industrial,"5,350 SF",1 Space,MT,For Lease,Flex,"[('Missoula International Airport', '5 min drive', '2.4 mi'), ('Port of Everett', '548 min drive', '495.2 mi'), ('MONTANA WEST LUMBER, INC.-MISSOULA-MT', '5 min drive', '1.9 mi')]",
1317 2nd St W,,"6,960 SF",Kalispell,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,6,960 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse",3/16/2020,18885210,$0.58 SF/Mo,Industrial,"6,960 SF",1 Space,MT,For Lease,Industrial,"[('Glacier Park International Airport', '13 min drive', '10.1 mi'), ('Westland Seed Inc.', '92 min drive', '62.2 mi')]","Lighting,Gas,Water,Sewer"
2601 Overland Ave,,"8,806 SF",Billings,"Rental Rate,$9.75 /SF/YR,Rentable Building Area,8,806 SF,Property Type,Industrial,Year Built,2015,Property Subtype,Warehouse",3/17/2020,18896439,$0.81 SF/Mo,Industrial,"4,403 SF",1 Space,MT,For Lease,Industrial,"[('Billings Logan International Airport', '18 min drive', '8.4 mi'), ('Port of Everett', '881 min drive', '838.8 mi'), ('DIVERSIFIED TRANSFER AND STORAGE-BILLINGS-MT', '9 min drive', '3.7 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
523 Industrial St,,"2,400 SF",Saint Peter,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,2,400 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",5/1/2019,15918914,$0.50 SF/Mo,Industrial,"2,400 SF",1 Space,MN,For Lease,Industrial,,
2225 SE Main Ave,"Yard,Storage Space","25,200 SF",Moorhead,"Rental Rate,$6.45 - $10.00 /SF/YR,Rentable Building Area,25,200 SF,Property Type,Industrial,Year Built/Renovated,1965/2015,Property Subtype,Warehouse",7/10/2019,16575416,$0.54 - $0.83 SF/Mo,Industrial,"560 - 6,140 SF",3 Spaces,MN,For Lease,Office,"[('Hector International Airport', '19 min drive', '8.0 mi'), ('Port of Shreveport', '1,313 min drive', '1,157.2 mi'), ('BNSF-DILWORTH-MN', '7 min drive', '3.3 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
5000 Township Pky,"Conferencing Facility,Signage,Skylights","162,486 SF",White Bear Lake,"Rental Rate,$9.50 /SF/YR,Rentable Building Area,162,486 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",7/16/2019,16627999,$0.79 SF/Mo,Industrial,"6,247 - 16,907 SF",2 Spaces,MN,For Lease,Office,"[('Minneapolis–Saint Paul International Airport', '31 min drive', '20.8 mi'), ('Port of Shreveport', '1,179 min drive', '1,004.2 mi'), ('DEDICATED LOGISTICS-SAINT PAUL-MN-2896 CENTR', '19 min drive', '13.0 mi')]",
9100 85th Ave N,Signage,"192,574 SF",Brooklyn Park,"Rental Rate,$17.70 /SF/YR,Rentable Building Area,192,574 SF,Property Type,Industrial,Year Built,1968,Property Subtype,Warehouse",7/24/2019,16707628,$1.48 SF/Mo,Industrial,"2,855 SF",1 Space,MN,For Lease,Office,"[('Fridley Station Commuter Rail (Northstar Corridor)', '14 min drive', '8.5 mi'), ('Coon Rapids-Riverdale Station Commuter Rail (Northstar Corridor)', '18 min drive', '9.6 mi'), ('Minneapolis–Saint Paul International Airport', '38 min drive', '26.2 mi'), ('Port of Shreveport', '1,179 min drive', '1,003.3 mi'), ('COMMERCIAL TRANSLOAD OF MINNESOTA-FRIDLEY-MN', '15 min drive', '10.2 mi')]",
170 & 204 Industrial Ct,,"62,671 SF",Wabasha,"Rental Rate,$5.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,5,000 SF,Rentable Building Area,62,671 SF,Property Type,Industrial,Year Built,1984",8/8/2019,16857698,$0.46 SF/Mo,Industrial,"5,000 - 23,667 SF",1 Space,MN,For Lease,Industrial,"[('Port of Shreveport', '1,179 min drive', '999.2 mi'), ('Cargill AgHorizons', '45 min drive', '31.2 mi')]",
710 6th St NW,,"13,800 SF",Maple Lake,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,13,800 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Warehouse",9/9/2019,17148897,$0.67 SF/Mo,Industrial,"2,400 SF",1 Space,MN,For Lease,Industrial,,
4865 NW 19th St NW,Signage,"19,200 SF",Rochester,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,19,200 SF,Property Type,Industrial,Year Built,2005,Property Subtype,Warehouse",10/1/2019,17337122,$0.75 SF/Mo,Industrial,"8,497 SF",1 Space,MN,For Lease,Office/Retail,"[('Rochester International Airport', '18 min drive', '12.3 mi'), ('Port of Shreveport', '1,131 min drive', '961.9 mi'), ('Cargill AgHorizons', '71 min drive', '45.3 mi')]",
18055 198th Ave,,"40,000 SF",Big Lake,"Rental Rate,$13.20 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,40,000 SF",10/21/2019,17520758,$1.10 SF/Mo,Industrial,"1,250 SF",1 Space,MN,For Lease,Office,"[('Big Lake Station Commuter Rail (Northstar Corridor)', '8 min walk', '0.4 mi'), ('Port of Shreveport', '1,212 min drive', '1,031.0 mi'), ('Braham Farmers Cooperative', '38 min drive', '28.6 mi')]",
21229 Hamburg Ave,,"18,000 SF",Lakeville,"Rental Rate,$5.50 - $5.75 /SF/YR,Rentable Building Area,18,000 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse",10/29/2019,17580647,$0.46 - $0.48 SF/Mo,Industrial,"3,000 - 18,000 SF",4 Spaces,MN,For Lease,Industrial,"[('Minneapolis–Saint Paul International Airport', '32 min drive', '18.7 mi'), ('Port of Shreveport', '1,143 min drive', '970.7 mi'), (""ALEXANDER'S MOVING AND STORAGE-BLOOMINGTON-MN"", '29 min drive', '17.9 mi')]",
829 Rolling View Ln SE,,"13,046 SF",Pine Island,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,13,046 SF,Property Type,Industrial,Year Built,2004,Property Subtype,Warehouse",10/30/2019,17591660,$0.58 SF/Mo,Industrial,"9,473 SF",1 Space,MN,For Lease,Industrial,,"Gas - Natural,Heating - Gas"
17834 Industrial Cir NW,Signage,"50,585 SF",Elk River,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,50,585 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse",11/19/2019,17759716,$0.38 SF/Mo,Industrial,"9,632 SF",1 Space,MN,For Lease,Industrial,"[('Elk River Station Commuter Rail (Northstar Corridor)', '4 min drive', '1.3 mi'), ('Port of Shreveport', '1,201 min drive', '1,022.7 mi'), ('Braham Farmers Cooperative', '26 min drive', '19.8 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
