address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
600-610 S 8th St,,"32,972 SF",Boise,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,32,972 SF,Property Type,Industrial,Year Built/Renovated,1946/2000,Property Subtype,Warehouse",,,8/5/2019,15899182,$0.83 SF/Mo,,Industrial,"5,400 - 25,350 SF","Sublease space available from current tenant,Listed rate may not include certain utilities, building services and property expenses,Sublease space available from current tenant,Listed rate may not include certain utilities, building services and property expenses,Sublease space available from current tenant,Listed rate may not include certain utilities, building services and property expenses","Foothills School is relocating July 2019.
(1) roll-up dock high door.
Perfect for educational users.
Multiple classrooms.
Large gathering areas.
Flexible room layout.
Creative/collaborative & open office space.
Possibility for longer lease terms,Foothills School is relocating July 2019.
(1) roll-up dock high door.
Perfect for educational users.
Multiple classrooms.
Large gathering areas.
Flexible room layout.
Creative/collaborative & open office space.
Possibility for longer lease terms,Foothills School is relocating July 2019.
(1) roll-up dock high door.
Perfect for educational users.
Multiple classrooms.
Large gathering areas.
Flexible room layout.
Creative/collaborative & open office space.
Possibility for longer lease terms",3 Spaces,ID,For Lease,Industrial,,
6164 W Seltice Way,,"21,000 SF",Post Falls,"Rental Rate,$7.80 /SF/YR,Rentable Building Area,21,000 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",,,6/7/2019,16275365,$0.65 SF/Mo,"21,000 SF OF MANUFACTURING SPACE Located at the intersection of W. Seltice and N. Baugh Way, in close proximity to the Beck Road/I-90 Interchange. This 21,000 sf concrete tilt up building sits on 1.8 acres and has 6,000 sf of nicely finished office space with several private offices, reception area with fireplace and large bull pen area. There is 15,000 s f of manufacturing/warehouse space. The building has 3 phase power, with 800 Amps . Further, the project has 6 inch concrete floors and two, 12ft x 14ft roll up doors with openers, new roof and fiber in the building. New loading dock to be built and new access from Baugh Way and Seltice Way, creating efficient flow/ingress /egress for tractor trailers, Fed ex, UPS, etc. City water and sewer serve the premises. Great access to I-90. Paved parking with 45 stalls and nicely landscaped. Located near Cabela’s, Walmart and Sysco near the state line. Current tenant will be moving out and expanding into their new location in June, 2020.",Industrial,"21,000 SF","Lease rate does not include utilities, property expenses or building services,2 Drive Ins,Includes 6,000 SF of dedicated office space",,1 Space,ID,For Lease,Industrial,"[('Spokane International Airport', '36 min drive', '26.5 mi'), ('Port of Everett', '364 min drive', '321.9 mi'), (""BULK SERVICE TRANSPORT / JAMES J. WILLIAM'S-SPOKAN"", '15 min drive', '9.9 mi')]",
175 N Shannon Dr,Fenced Lot,"17,220 SF",Nampa,"Rental Rate,$8.76 /SF/YR,Rentable Building Area,17,220 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse",,,7/22/2019,16682952,$0.73 SF/Mo,,Industrial,"17,220 SF","New space, never previously occupied,Lease rate does not include utilities, property expenses or building services",,1 Space,ID,For Lease,Industrial,,"Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
2045 Lauwiliwili St,,"17,046 SF",Kapolei,"Rental Rate,$15.60 /SF/YR,Rentable Building Area,17,046 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",,,12/12/2019,17950196,$1.30 SF/Mo,,Industrial,"2,367 - 5,031 SF","Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services","+ OPEX: $0.50 PSF/mo.
+ Parking: 4 stalls
+ Grade level roll-up door,+ OPEX: $0.50 PSF/mo.
+ Parking: 5 stalls
+ Grade level roll-up door",2 Spaces,HI,For Lease,Industrial,"[('Honolulu International Airport', '25 min drive', '18.0 mi'), ('Honolulu Harbor, Oahu', '33 min drive', '22.0 mi')]",
515 Kuwili St,"Fenced Lot,Signage","10,000 SF",Honolulu,"Rental Rate,$16.20 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse","Convenient Iwilei location.,Bathroom in space.,Space to park 2 cars.,Property gated and fenced.",,2/6/2020,17951533,$1.35 SF/Mo,"Property is gated and fenced. Conveniently located in Iwilei with access to Nimitz Hwy, Dillingham Blvd, N King St and H-1 Freeway. The airport, Honolulu Harbor, Lowe's, Home Depot, Best Buy, Costco and Honolulu Community College are minutes away.",Industrial,"1,200 SF","Lease rate does not include utilities, property expenses or building services,Bathroom in space.,No charge for 840 SF Mezzanine space.,Space includes 2 parking stalls",Bathroom in space. No charge for 840 SF Mezzanine. CAM is $0.45/SF/Month based on the warehouse only.,1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '11 min drive', '5.8 mi'), ('Honolulu Harbor, Oahu', '12 min drive', '4.6 mi')]",
238 Sand Island Access Rd,Signage,"69,856 SF",Honolulu,"Rental Rate,$16.80 /SF/YR,Rentable Building Area,69,856 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse","Convenient Location,Parking,Close to the airport,Restroom in space",,12/17/2019,17990627,$1.40 SF/Mo,"Very rare small warehouse spaces located in town. 
The spaces are located on the second floor accessed through a security gate that is open from 6am to 6pm and tenants have 24-hour access. 
All bays are serviced by a 10x12 roll-up door and boast 17’ ceiling heights and is fully sprinkled.
This property is conveniently located off the H-1 freeway at the beginning of Sand Island Access Road. 
Located just minutes from Honolulu International Airport and a ten minute drive to Downtown Honolulu.",Industrial,"1,400 SF","Lease rate does not include utilities, property expenses or building services,Secure Storage,Fully Sprinkled,Private Restrooms,Security Gate",2 Parking Stalls,1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '9 min drive', '3.5 mi'), ('Honolulu Harbor, Oahu', '7 min drive', '2.4 mi')]",
94-1388 Moaniani St,"Bus Line,Signage","37,000 SF",Waipahu,"Rental Rate,$17.40 /SF/YR,Rentable Building Area,37,000 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse","Opportunity to lease 2 side by side units in Waipio Business Center,Both units include 12'X14' roll-up door and glass personal entry door,ADA restroom in both units,Convenient location off of H-2 freeway North,3 reserved parking stalls per unit,Small office (140 SF) in unit 311",,12/23/2019,18028281,$1.45 SF/Mo,"Available for lease are two side by side 1,500 SF units located at Waipio Business Center. Both spaces include high cube storage, ADA compliant restrooms, 12’X14’ roll-up door, personnel door and 3 reserved parking stalls. Bay 311 comes with a small office. Both bays can be leased together or separately.
Conveniently located in the Waipio Gentry Business Park off of the H-2 freeway north. Easy access to both the North Shore of Oahu and Kapolei. Some of the business in the neighborhood include Costco Wholesale, The Tony Group Autoplex, Office Max and Youngs Market Company.",Industrial,"3,000 SF","Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 140 SF of dedicated office space,Space is in Excellent Condition","Corner end cap unit adjacent to common area loading dock. Can be combined with unit 311 for a total of 3,000 SF and six (6) reserved parking stalls.,Space is equipped with small office, ada compliant restroom and three (3) reserved  parking stalls. Can be leased with unit 312 which is 1,500 SF for a total of 3,000 SF and six (6) reserved parking stalls.",2 Spaces,HI,For Lease,Industrial,"[('Honolulu International Airport', '15 min drive', '10.5 mi'), ('Honolulu Harbor, Oahu', '23 min drive', '14.6 mi')]",Lighting - Fluorescent
99-1421 Koaha Pl,"Fenced Lot,Signage","16,169 SF",Aiea,"Rental Rate,$18.00 /SF/YR,Rentable Building Area,16,169 SF,Property Type,Industrial,Year Built,1991,Property Subtype,Warehouse","Location, Location, Location!,Rent both for a total of 3,000 SF,Opportunity to lease small bays located in Halawa,Easy and convenient access to H-1 freeway East & West",,12/23/2019,18028297,$1.50 SF/Mo,"Opportunity to lease two 1,500 SF side by side warehouses in Halawa. Bay 5 comes with 2 reserved parking stalls and small office. Bay 6 comes with turnkey offices, kitchenette area, multiple restrooms (one with shower), additional mezzanine storage and 2 reserved parking stalls. Bays 5 & 6 can be leased together or separately.
Conveniently located just off the H-1 freeway in Halawa Business Park. Easy access to all 3 major freeways in both directions. 10 minutes form the Daniel K. Inouye International Airport, 15 minutes from Downtown Honolulu’s central business district and only 20 minutes from Kapolei.",Industrial,"1,500 SF","Sublease space available from current tenant,Includes 500 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses","Bay 5 can be leased separately or together with Bay 6 for a total of 3,000 SF and four (4) reserved parking stalls.",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '16 min drive', '7.0 mi'), ('Honolulu Harbor, Oahu', '20 min drive', '9.1 mi')]",
45-618 Kamehameha Hwy,Signage,"6,801 SF",Kaneohe,"Rental Rate,$10.80 /SF/YR,Rentable Building Area,6,801 SF,Property Type,Industrial,Year Built,1987,Property Subtype,Warehouse",easy access to Likelike Hwy,,1/3/2020,18079997,$0.90 SF/Mo,Space is located to the rear and on the right side of the property.,Industrial,"2,827 SF","Listed rate may not include certain utilities, building services and property expenses,Parking: 3 stalls in front of unit","Ground floor 1,827 square feet plus 1,000 square feet of mezz. CAM and GET included in rent. CAM: $.32 per square foot per month.  Tenant is responsible for own insurance, refuse and electricity.
Space will be available 45 days from lease signing.",1 Space,HI,For Lease,Industrial,"[('Honolulu International Airport', '22 min drive', '14.4 mi'), ('Honolulu Harbor, Oahu', '28 min drive', '12.6 mi')]",
4740 121st St,Air Conditioning,"217,877 SF",Urbandale,"Rental Rate,$6.50 - $9.95 /SF/YR,Rentable Building Area,217,877 SF,Property Type,Industrial,Year Built/Renovated,2005/2008,Property Subtype,Warehouse","Air-Conditioned Warehouse,10 Dock high doors with levelers,25' Clear Height & 50' Column Spacing,587 Parking Stalls",,3/2/2020,16549711,$0.54 - $0.83 SF/Mo,"Located at the crossroads of I-80 and I-35 in the growing Urban Loop, this class A office space offers office and conditioned warehouse opportunities. With views of Paragon Prairie Tower and convenient access to shopping and restaurants this building is perfect for potential tenants. Space planning/design services, technology, constructions and move coordination services are available along with our professional property management.",Industrial,"64,893 - 217,877 SF","Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services,Includes 64,893 SF of dedicated office space","• Built in 2005 and expanded in 2008
• 25' clear height
• 50' column spacing
• Separate secure truck dock area
• 10 dock high doors with levelers (back load building)
• 1 drive in door
• Tilt-wall - pre-cast panel construction
• 2 onsite transformers, rated 4,000-KVA / 13,200v / 480-277",2 Spaces,IA,For Lease,"Flex, Industrial","[('Des Moines International Airport', '28 min drive', '14.3 mi'), ('Port of Shreveport', '895 min drive', '743.9 mi'), ('Centennial Warehouse', '9 min drive', '3.6 mi')]",
883 Shaver Rd NE,"Fenced Lot,Security System","20,000 SF",Cedar Rapids,"Rental Rate,$4.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,5,400 SF,Rentable Building Area,20,000 SF,Property Type,Industrial,Year Built/Renovated,2007/2009","3,300 average daily traffic",,7/31/2019,16778214,$0.38 SF/Mo,"FLEX SPACE WITH OVERHEAD DOORS AND NICE OFFICE. AWESOME LOCATION JUST OFF I-380 NORTH OF DOWNTOWN CEDAR RAPIDS. HIGH BAY AREA WITH 4 TON BRIDGE CRANE. BUILDING INCLUDES FIRST CLASS OFFICE SPACE WITH MIX OF PRIVATE OFFICES, CUBICLES AND CONFERENCE ROOMS. MOST OF THE CUBICLES AND DESKS COME WITH THE PROPERTY. YEAR BUILT: 2007, 1986, 1969, 1961. FOUR OPTIONS AVAILABLE: ENTIRE BUILDING (20,000 SF), Suite D = NE WAREHOUSE SPACE (5,400 SF), Suite C = NE OFFICE SPACE (5,800 SF) OR Suite B = NE OFFICE AND WAREHOUSE (11,200 SF).",Industrial,"5,400 - 20,000 SF","Lease rate does not include certain property expenses,4 Drive Ins,Includes 5,800 SF of dedicated office space,Central Air and Heating","FLEX SPACE WITH OVERHEAD DOORS AND NICE OFFICE. AWESOME LOCATION JUST OFF I-380 NORTH OF DOWNTOWN CEDAR RAPIDS. HIGH BAY AREA WITH 4 TON BRIDGE CRANE. BUILDING INCLUDES FIRST CLASS OFFICE SPACE WITH MIX OF PRIVATE OFFICES, CUBICLES AND CONFERENCE ROOMS. MOST OF THE CUBICLES AND DESKS COME WITH THE PROPERTY. YEAR BUILT: 2007, 1986, 1969, 1961. FOUR OPTIONS AVAILABLE: ENTIRE BUILDING (20,000 SF), Suite D = NE WAREHOUSE SPACE (5,400 SF), Suite C = NE OFFICE SPACE (5,800 SF) OR Suite B = NE OFFICE AND WAREHOUSE (11,200 SF). THIS LISTING IS FOR THE ENTIRE BUILDING.",1 Space,IA,For Lease,Industrial,,"Lighting,Heating"
5225 Rockwell Dr NE,"24 Hour Access,Signage,Storage Space,Monument Signage,Air Conditioning","100,000 SF",Cedar Rapids,"Rental Rate,$4.60 /SF/YR,Rentable Building Area,100,000 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",,,8/7/2019,16845492,$0.38 SF/Mo,"50,000 SF of warehouse space for lease. Owner will pay a 4% fee if the tenant meets our terms and conditions. 
Warehouse space includes: (3) dock doors 2 include Blue Giant Hydraulic Pit Levelers, (1) drive-in/overhead doors, 20’-25’ sidewalls, 3 phase electrical power, Cambridge heating system and ample parking. Amortization of tenant improvements available for qualifying tenants.
Entire space available 11/1/2019 for $4.60 PSF NNN. Estimated pass throughs at a very economical $.78 PSF (includes property taxes and Insurance).
Convenient location with close access to I-380, restaurants, Lindale mall and the Rockwell Collins Campus. Located between Collins Rd and Blairs Ferry Rd.",Industrial,"50,000 SF","Lease rate does not include utilities, property expenses or building services,3 Loading Docks,1 Drive In Bay,Secure Storage",,1 Space,IA,For Lease,Industrial,"[('The Eastern Iowa Airport', '24 min drive', '13.5 mi'), ('Port of Shreveport', '985 min drive', '845.1 mi'), ('CEDAR RAPIDS WAREHOUSE AND TRANSFER', '13 min drive', '6.8 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
8205 6th St SW,,"400,000 SF",Cedar Rapids,"Rental Rate,$4.25 /SF/YR,Rentable Building Area,400,000 SF,Min. Divisible,50,000 SF,Year Built,2021,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse",,,8/28/2019,17047831,$0.35 SF/Mo,"380 Commerce Park. New construction warehouse with I-380 frontage. This site is highly visible along I-380 with excellent access to the interstate and to the airport. 32' clear height, column spacing 50' x 50', ESFR sprinkler system. Delivery Fall 2020. One or more members of the ownership entity is a licensed Realtor in the state of Iowa.",Industrial,"50,000 - 300,000 SF","New space, never previously occupied,High End Trophy Space,Lease rate does not include utilities, property expenses or building services",,1 Space,IA,For Lease,Industrial,,
1641 E Euclid Ave,,"20,550 SF",Des Moines,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,20,550 SF,Property Type,Industrial,Year Built,1959,Property Subtype,Warehouse",,,9/30/2019,17329818,$0.38 SF/Mo,"•	Price: $4.50 SF/Net
•	Building Size: 20,550 SF
•	Warehouse: 18,960 SF
•	Office: 1,590 SF
•	Side Wall Height: 16 Ft
•	Lot Size: 1.33 Acres
•	Sprinklered: New System
•	Zoning: M-1 Light Industrial
•	Doors: Drive-In Doors: 1 South side of Building
3-	Dock High Plus Exterior Covered Dock",Industrial,"20,550 SF","Lease rate does not include certain property expenses,1 Drive In Bay,Includes 1,590 SF of dedicated office space",,1 Space,IA,For Lease,Industrial,,
2127 N Towne Ln NE,,"28,800 SF",Cedar Rapids,"Rental Rate,$4.00 - $8.00 /SF/YR,Rentable Building Area,28,800 SF,Property Type,Industrial,Year Built,1967,Property Subtype,Warehouse",,,10/2/2019,17349004,$0.33 - $0.67 SF/Mo,,Industrial,"1,890 - 20,276 SF","Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,Office intensive layout,Fully Built Out as Standard Office,Fits 6 - 17 People,Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,Office intensive layout,Fully Built Out as Standard Office,Fits 5 - 16 People",,4 Spaces,IA,For Lease,"Office, Industrial","[('The Eastern Iowa Airport', '23 min drive', '14.1 mi'), ('Port of Shreveport', '984 min drive', '844.4 mi'), ('CEDAR RAPIDS WAREHOUSE AND TRANSFER', '11 min drive', '6.1 mi')]",
5548 NW 2nd St,,"120,000 SF",Des Moines,"Rental Rate,$8.50 /SF/YR,Rentable Building Area,120,000 SF,Min. Divisible,3,000 SF,Year Built,2020,Property Type,Industrial,Construction Status,Under Construction,Property Subtype,Warehouse",,,10/3/2019,17357786,$0.71 SF/Mo,,Industrial,"3,000 - 114,000 SF","New space, never previously occupied,Space is in Excellent Condition,Lease rate does not include utilities, property expenses or building services","Excellent north side location. Less than 1 mile from I-80 / I-35 on 2nd Avenue.  Zoned light industrial (with restrictions).  4.5 to 14.5 acres available

Ideally situated south of Ankeny, east of Johnston, and southeast of Saylorville Lake on Highway 415.  Many recreational, shopping and restaurant amenities minutes from this area.",1 Space,IA,For Lease,Industrial,,
5741 Airline Dr,"24 Hour Access,Fenced Lot,Floor Drains,Front Loading,Property Manager on Site,Signage,Yard,Storage Space","11,700 SF",Waterloo,"Rental Rate,$7.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,500 SF,Rentable Building Area,11,700 SF,Property Type,Industrial,Year Built,2019","Radiant Heat,Zoning M-1,Dive-thru capable space,Outside storage possible,Easy access to Hwy 218, Hwy 63 & Hwy 57",,10/7/2019,17387034,$0.58 SF/Mo,Flex/Industrial shop and storage space.,Industrial,"2,500 - 5,490 SF","New space, never previously occupied,Lease rate does not include utilities, property expenses or building services",,1 Space,IA,For Lease,Industrial,,
1700 Dixon St,"24 Hour Access,Courtyard,Air Conditioning","73,304 SF",Des Moines,"Rental Rate,$3.95 /SF/YR,Rentable Building Area,73,304 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",,,12/23/2019,17607529,$0.33 SF/Mo,"Warehouse equipped with one 12x14 drive-in door, three 8x10 dock doors, and four 8x8 dock doors and has a sloping ceiling height of 20-22ft with the ridge in the center of the roof. The main warehouse space is just under 200 x 192ft and the warehouse runoff section is approximately 50 x 144ft. There are two large break areas, as well as two restrooms; each with a shower.
The office space is located on the west end (front) of the building and has two floors, totaling approximately 24,524 SF of space. The office portion of this building is primarily open, and currently filled with cubicles. There are conferencing areas, private offices, and restrooms on each floor.",Industrial,"72,962 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 12,262 SF of dedicated office space,7 Loading Docks,Lease rate does not include utilities, property expenses or building services,Includes 12,262 SF of dedicated office space",,2 Spaces,IA,For Lease,Industrial,"[('Des Moines International Airport', '22 min drive', '8.7 mi'), ('Port of Shreveport', '905 min drive', '751.1 mi'), ('Jacobson Warehouse', '4 min drive', '1.3 mi')]",
