address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
179 Van Ness St,,"12,840 SF",Newburgh,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,12,840 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse",3/9/2020,18802672,$1.00 SF/Mo,Industrial,"2,800 SF",1 Space,NY,For Lease,Industrial,"[('Beacon Station Commuter Rail (Hudson Line)', '10 min drive', '5.1 mi'), ('Breakneck Ridge Station Commuter Rail (Hudson Line)', '18 min drive', '9.8 mi'), ('Stewart International Airport', '14 min drive', '6.0 mi'), ('NY - Red Hook Container Terminal', '96 min drive', '70.8 mi'), (""Shepard'S Incorporated"", '57 min drive', '42.5 mi')]",
1406 Southgate Dr,Fenced Lot,"37,751 SF",Rosenberg,"Rental Rate,$5.28 /SF/YR,Rentable Building Area,37,751 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse",2/19/2019,15220333,$0.44 SF/Mo,Industrial,"37,751 SF",1 Space,TX,For Lease,Industrial,"[('Port of Houston', '55 min drive', '43.5 mi'), ('INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX', '37 min drive', '29.3 mi')]",
2715 Laurel St,Fenced Lot,"126,128 SF",Beaumont,"Rental Rate,$6.60 /SF/YR,Rentable Building Area,126,128 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse,Cross Streets,SAWYER",5/1/2019,15917575,$0.55 SF/Mo,Industrial,"40,000 SF",1 Space,TX,For Lease,Industrial,"[('Southeast Texas Regional Airport', '18 min drive', '12.0 mi'), ('Port Beaumont', '5 min drive', '1.8 mi'), ('ASW SUPPLY CHAIN SERVICES, LLC-BEAUMONT-TX', '4 min drive', '2.0 mi')]",
310 Magnolia St,"Signage,Air Conditioning","8,000 SF",Spring,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,8,000 SF,Property Type,Industrial,Year Built,2016,Property Subtype,Warehouse",7/3/2019,16206252,$1.00 SF/Mo,Industrial,"1,750 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '19 min drive', '15.5 mi'), ('Port of Houston', '39 min drive', '30.9 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '6 min drive', '2.6 mi')]","Water - City Water,Sewer - Septic Field"
3918 E State Highway 158,,"9,000 SF",Midland,"Rental Rate,$20.00 /SF/YR,Rentable Building Area,9,000 SF,Property Type,Industrial,Year Built,2014,Property Subtype,Warehouse",6/26/2019,16451267,$1.67 SF/Mo,Industrial,"9,000 SF",1 Space,TX,For Lease,Industrial,,
301-323 Hilltop Ave,"Front Loading,Skylights","76,950 SF",Richardson,"Rental Rate,$5.95 /SF/YR,Rentable Building Area,76,950 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",12/3/2019,16756252,$0.50 SF/Mo,Industrial,"16,092 - 32,967 SF",2 Spaces,TX,For Lease,Industrial,,"Lighting,Gas,Water,Sewer,Heating"
13120 Hempstead Rd,,"19,800 SF",Houston,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,19,800 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",8/21/2019,16984006,$0.75 SF/Mo,Industrial,"19,800 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '30 min drive', '24.6 mi'), ('William P. Hobby Airport', '40 min drive', '26.0 mi'), ('Ellington Field Airport', '53 min drive', '35.8 mi'), ('Port of Houston', '29 min drive', '21.1 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '14 min drive', '6.8 mi')]",
11221 Rojas Dr,Fenced Lot,"9,100 SF",El Paso,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,9,100 SF,Property Type,Industrial,Year Built,2010,Property Subtype,Warehouse",9/18/2019,17229947,$0.67 SF/Mo,Industrial,"9,100 SF",1 Space,TX,For Lease,Industrial,"[('El Paso International Airport', '20 min drive', '8.4 mi'), ('Port of Corpus Christi', '719 min drive', '684.6 mi'), ('UP-EL PASO-TX-7400 STILE', '10 min drive', '3.8 mi')]",
10770 Moss Ridge Rd,"Fenced Lot,Front Loading,Signage","29,400 SF",Houston,"Rental Rate,$7.80 /SF/YR,Rentable Building Area,29,400 SF,Property Type,Industrial,Year Built,1984,Property Subtype,Warehouse",10/11/2019,17432904,$0.65 SF/Mo,Industrial,"15,054 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '29 min drive', '24.8 mi'), ('William P. Hobby Airport', '44 min drive', '33.2 mi'), ('Ellington Field Airport', '55 min drive', '42.0 mi'), ('Port of Houston', '36 min drive', '28.7 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '18 min drive', '13.1 mi')]","Lighting - Halogen,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
98 Avenue A,"Storage Space,Air Conditioning","5,691 SF",Conroe,"Rental Rate,$10.20 /SF/YR,Property Subtype,Warehouse,Min. Divisible,3,441 SF,Rentable Building Area,5,691 SF,Property Type,Industrial,Year Built,1975",11/11/2019,17691267,$0.85 SF/Mo,Industrial,"3,441 - 5,691 SF",1 Space,TX,For Lease,Office/Retail,"[('Houston George Bush Intercontinental Airport', '38 min drive', '31.5 mi'), ('Port of Houston', '58 min drive', '47.3 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '28 min drive', '19.8 mi')]",
1311 E County Rd 119,"Conferencing Facility,Fenced Lot","6,750 SF",Midland,"Rental Rate,$17.78 /SF/YR,Rentable Building Area,6,750 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",11/26/2019,17821043,$1.48 SF/Mo,Industrial,"6,750 SF",1 Space,TX,For Lease,Industrial,,
6524 Teamwork Trl,"24 Hour Access,Fenced Lot","5,000 SF",Corpus Christi,"Rental Rate,$15.36 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,2012,Property Subtype,Warehouse",12/19/2019,18002220,$1.28 SF/Mo,Industrial,"2,500 SF",1 Space,TX,For Lease,Industrial,,"Water,Sewer"
2935 Cactus Rd,,"11,000 SF",Corpus Christi,"Rental Rate,$7.44 /SF/YR,Rentable Building Area,11,000 SF,Property Type,Industrial,Year Built,1984,Property Subtype,Warehouse",1/13/2020,18172219,$0.62 SF/Mo,Industrial,"11,000 SF",1 Space,TX,For Lease,Industrial,"[('Corpus Christi International Airport', '17 min drive', '10.2 mi'), ('Port of Corpus Christi', '14 min drive', '8.8 mi'), ('COASTAL STORAGE, INC.', '15 min drive', '8.0 mi')]",
382 Ranch Trl,,"3,280 SF",Rockwall,"Rental Rate,$10.92 /SF/YR,Rentable Building Area,3,280 SF,Property Type,Industrial,Year Built,2004,Property Subtype,Warehouse",1/20/2020,18244010,$0.91 SF/Mo,Industrial,"3,280 SF",1 Space,TX,For Lease,Industrial,"[('Dallas Love Field Airport', '41 min drive', '27.9 mi'), ('Port of Shreveport', '206 min drive', '183.3 mi'), ('KANSAS CITY SOUTHERN-DALLAS-TX', '22 min drive', '16.5 mi')]",
3910 N Frisco Rd,"Storage Space,Air Conditioning","6,992 SF",Sherman,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,6,992 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",1/29/2020,18338874,$0.42 SF/Mo,Industrial,"6,992 SF",1 Space,TX,For Lease,Industrial,"[('Port of Shreveport', '272 min drive', '223.2 mi'), ('CONAGRA, INC.-SHERMAN-TX', '8 min drive', '4.0 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
2113 S College Ave,,"5,000 SF",Bryan,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",2/10/2020,18472891,$0.50 SF/Mo,Industrial,"5,000 SF",1 Space,TX,For Lease,Industrial,"[('Easterwood Field Airport', '10 min drive', '5.6 mi'), ('Port of Houston', '126 min drive', '106.3 mi'), ('PRODUCERS COOPERATIVE', '15 min drive', '8.1 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1001 Sue Dr,,"5,500 SF",Kemah,"Rental Rate,$12.24 /SF/YR,Rentable Building Area,5,500 SF,Property Type,Industrial,Year Built,2015,Property Subtype,Warehouse",3/19/2020,18582496,$1.02 SF/Mo,Industrial,"1,375 - 2,925 SF",2 Spaces,TX,For Lease,Industrial,"[('Ellington Field Airport', '28 min drive', '12.7 mi'), ('William P. Hobby Airport', '37 min drive', '21.1 mi'), ('Port of Houston', '38 min drive', '28.8 mi'), ('AIMCOR GALVESTON MARINE TERMINAL-TEXAS CITY-TX', '25 min drive', '17.5 mi')]",
6737 FM 362,"24 Hour Access,Mezzanine,Yard,Storage Space,Monument Signage","15,000 SF",Brookshire,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,15,000 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",3/3/2020,18724035,$0.50 SF/Mo,Industrial,"15,000 SF",1 Space,TX,For Lease,Industrial,"[('Port of Houston', '72 min drive', '49.3 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '54 min drive', '31.7 mi')]","Lighting,Water - Well,Sewer - Septic Field"
4801 W University Dr,Signage,"18,318 SF",Denton,"Rental Rate,$5.95 /SF/YR,Property Subtype,Warehouse,Min. Divisible,9,159 SF,Rentable Building Area,18,318 SF,Property Type,Industrial,Year Built,2007",3/10/2020,18814633,$0.50 SF/Mo,Industrial,"9,159 - 18,318 SF",1 Space,TX,For Lease,Industrial,"[('Dallas/Fort Worth International Airport', '40 min drive', '30.4 mi'), ('Port of Shreveport', '258 min drive', '237.0 mi'), ('MORRISON MILLING CO.', '8 min drive', '5.3 mi')]","Lighting,Gas,Water,Sewer,Heating"
0 Capital Hill Rd,,"2,400 SF",Montgomery,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,2,400 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",3/11/2020,18828934,$0.83 SF/Mo,Industrial,"2,400 SF",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '50 min drive', '40.2 mi'), ('Port of Houston', '69 min drive', '56.0 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '40 min drive', '28.5 mi')]",
432-436 Waverly Ave,,"11,656 SF",Mamaroneck,"Rental Rate,$18.00 /SF/YR,Rentable Building Area,11,656 SF,Property Type,Industrial,Year Built,1971,Property Subtype,Warehouse",4/10/2020,19189930,$1.50 SF/Mo,Industrial,"3,000 - 7,300 SF",2 Spaces,NY,For Lease,"Office, Industrial","[('Mamaroneck Station Commuter Rail (New Haven Line)', '11 min walk', '0.5 mi'), ('Larchmont Station Commuter Rail (New Haven Line)', '10 min drive', '5.7 mi'), ('Westchester County Airport', '21 min drive', '11.6 mi'), ('La Guardia Airport', '32 min drive', '18.4 mi'), ('John F. Kennedy International Airport', '40 min drive', '26.0 mi'), ('NY - Red Hook Container Terminal', '46 min drive', '28.1 mi'), ('GENESEE AND WYOMING-GREENWICH-CT-66 FIELD P', '16 min drive', '9.2 mi')]",
2463-2499 Long Beach Rd,"24 Hour Access,Air Conditioning,Signage","4,000 SF",Oceanside,"Rental Rate,$22.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,1,070 SF,Rentable Building Area,4,000 SF,Property Type,Industrial,Year Built,1957",4/11/2020,19197343,$1.83 SF/Mo,Industrial,"1,070 - 1,850 SF",1 Space,NY,For Lease,Office/Retail,"[('Rockville Centre Station Commuter Rail (Babylon Branch)', '20 min walk', '1.0 mi'), ('East Rockaway Station Commuter Rail (Long Beach Branch)', '5 min drive', '1.8 mi'), ('John F. Kennedy International Airport', '16 min drive', '11.4 mi'), ('La Guardia Airport', '25 min drive', '18.4 mi'), ('Newark Liberty International Airport', '59 min drive', '34.0 mi'), ('NY - Red Hook Container Terminal', '31 min drive', '21.1 mi'), ('NEW YORK AND ATLANTIC RAILWAY', '24 min drive', '16.0 mi')]",Gas
2277 Goshen Tpke,Bus Line,"2,400 SF",Middletown,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,2,400 SF,Property Type,Industrial,Year Built,1989,Property Subtype,Warehouse",4/16/2020,19243338,$0.63 SF/Mo,Industrial,"2,400 SF",1 Space,NY,For Lease,Industrial,"[('Middletown New York Commuter Rail (Bergen County/Port Jervis, Main/Port Jervis Lines)', '7 min drive', '2.5 mi'), ('Campbell Hall Commuter Rail (Bergen County/Port Jervis, Main/Port Jervis Lines)', '10 min drive', '4.6 mi'), ('Stewart International Airport', '26 min drive', '15.7 mi'), ('Port Newark Container Terminal', '91 min drive', '71.3 mi'), ('NS INDEPENDENT BULK TRANSFER TERMINAL-PATTERSON-NJ', '66 min drive', '52.5 mi')]",
1 Enterprise Pl,Air Conditioning,"149,532 SF",Hicksville,"Rental Rate,$15.50 /SF/YR,Rentable Building Area,149,532 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse",4/16/2020,19244047,$1.29 SF/Mo,Industrial,"6,200 SF",1 Space,NY,For Lease,Industrial,"[('Bethpage Station Commuter Rail (Ronkonkoma Branch)', '8 min drive', '2.9 mi'), ('Hicksville Station Commuter Rail (Ronkonkoma Branch, Port Jefferson Branch, Montauk Branch)', '7 min drive', '2.9 mi'), ('John F. Kennedy International Airport', '33 min drive', '23.8 mi'), ('Long Island MacArthur Airport', '40 min drive', '24.1 mi'), ('La Guardia Airport', '38 min drive', '24.7 mi'), ('NY - Red Hook Container Terminal', '47 min drive', '33.5 mi'), ('Pinter Warehouse', '23 min drive', '14.1 mi')]","Sewer - City Sewer,Heating - Gas"
16 Mt. Ebo Rd S,"24 Hour Access,Property Manager on Site,Signage,Air Conditioning","72,560 SF",Brewster,"Rental Rate,$18.00 - $22.00 /SF/YR,Rentable Building Area,72,560 SF,Property Type,Industrial,Year Built/Renovated,1984/2002,Property Subtype,Warehouse,Cross Streets,Doansburg Rd",3/19/2020,8320140,$1.50 - $1.83 SF/Mo,Industrial,"189 - 3,458 SF",4 Spaces,NY,For Lease,Office,"[('Brewster Station Commuter Rail (Harlem Line)', '9 min drive', '4.9 mi'), ('Southeast Station Commuter Rail (Harlem Line)', '14 min drive', '5.3 mi'), ('Westchester County Airport', '39 min drive', '28.9 mi'), ('Stewart International Airport', '54 min drive', '37.5 mi'), ('NY - Red Hook Container Terminal', '82 min drive', '65.0 mi'), (""Shepard'S Incorporated"", '27 min drive', '15.2 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
605 E 132nd St,Air Conditioning,"38,150 SF",Bronx,"Property Type,Industrial,Rentable Building Area,38,150 SF,Property Subtype,Warehouse,Showroom,OfficeLoft Creative Space,Year Built,1945",2/7/2020,8280036,Rent Upon Request,Industrial,"450 - 2,450 SF",3 Spaces,NY,For Lease,Industrial,"[('Brook Avenue Transit Stop', '10 min walk', '0.5 mi'), ('Cypress Avenue Transit Stop', '11 min walk', '0.6 mi'), ('3 Avenue-138 Street Transit Stop', '18 min walk', '0.9 mi'), ('East 143 Street-St Marys Street Transit Stop', '20 min walk', '0.9 mi'), ('Harlem-125th Street Station Commuter Rail (Hudson, Harlem, New Haven Lines)', '4 min drive', '1.4 mi'), ('Melrose Station Commuter Rail (Harlem Line)', '7 min drive', '2.5 mi'), ('La Guardia Airport', '13 min drive', '5.8 mi'), ('John F. Kennedy International Airport', '26 min drive', '16.9 mi'), ('Newark Liberty International Airport', '38 min drive', '22.7 mi'), ('NY - Red Hook Container Terminal', '22 min drive', '13.1 mi'), ('CSX INTERMODAL-LITTLE FERRY-NJ', '18 min drive', '11.4 mi')]",
94 Main Mill St,"Buss Ducts,Fenced Lot,Floor Drains,Property Manager on Site,Security System,Yard,Storage Space,Fluorescent Lighting,Air Conditioning","500,000 SF",Plattsburgh,"Min. Divisible,5,000 SF,Rentable Building Area,500,000 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse,Industrial Distribution",7/29/2015,4174640,Rent Upon Request,Industrial,"5,000 - 195,000 SF",1 Space,NY,For Lease,Industrial,"[('Burlington International Airport', '89 min drive', '32.8 mi'), ('Albany, NY Port', '195 min drive', '160.4 mi'), ('Vermont Commercial Warehouse', '85 min drive', '31.2 mi')]",
130-11 Atlantic Ave,,"54,500 SF",Richmond Hill,"Rental Rate,$19.68 /SF/YR,Rentable Building Area,54,500 SF,Property Type,Industrial,Year Built,1930,Property Subtype,Warehouse",2/27/2018,11744575,$1.64 SF/Mo,Industrial,"14,500 SF",1 Space,NY,For Lease,Industrial,"[('Jamaica Station Commuter Rail (West Hempstead Branch, Ronkonkoma Branch, Oyster Bay Branch, Long Beach Branch, Port Jefferson Branch, Hempstead Branch, Montauk Branch, Far Rockaway Branch, Babylon Branch)', '16 min walk', '0.8 mi'), ('Kew Gardens Station Commuter Rail (Long Beach Branch, Port Jefferson Branch, Hempstead Branch, Babylon Branch)', '5 min drive', '1.7 mi')]","Gas - Natural,Heating - Gas"
1700 Atlantic Ave,,"25,700 SF",Brooklyn,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,25,700 SF,Property Type,Industrial,Year Built,1920,Property Subtype,Warehouse",9/12/2018,13770636,$1.25 SF/Mo,Industrial,"25,700 SF",1 Space,NY,For Lease,Industrial,"[('Utica Avenue Transit Stop', '7 min walk', '0.3 mi'), ('Kingston-Throop Avenues Transit Stop', '10 min walk', '0.5 mi'), ('Crown Heights-Utica Avenue Transit Stop', '15 min walk', '0.7 mi'), ('Ralph Avenue Transit Stop', '15 min walk', '0.8 mi'), ('Kingston Avenue Transit Stop', '19 min walk', '0.9 mi'), ('Nostrand Avenue Station Commuter Rail (West Hempstead Branch, Long Beach Branch, Hempstead Branch, Far Rockaway Branch)', '15 min walk', '0.7 mi'), ('East New York Station Commuter Rail (West Hempstead Branch, Long Beach Branch, Far Rockaway Branch)', '3 min drive', '1.6 mi'), ('John F. Kennedy International Airport', '16 min drive', '10.1 mi'), ('La Guardia Airport', '18 min drive', '12.8 mi'), ('Newark Liberty International Airport', '37 min drive', '17.6 mi'), ('NY - Red Hook Container Terminal', '9 min drive', '4.7 mi'), ('NEW YORK AND ATLANTIC RAILWAY', '10 min drive', '4.1 mi')]",
215 Rogers Way,,"65,776 SF",Westhampton Beach,"Rental Rate,$20.98 - $22.48 /SF/YR,Rentable Building Area,65,776 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Warehouse",4/8/2020,13897694,$1.75 - $1.87 SF/Mo,Industrial,"2,020 - 39,138 SF",13 Spaces,NY,For Lease,Industrial,"[('Westhampton Station Commuter Rail (Montauk Branch)', '4 min drive', '1.3 mi'), ('Speonk Station Commuter Rail (Montauk Branch)', '10 min drive', '5.2 mi'), ('Long Island MacArthur Airport', '43 min drive', '28.6 mi'), ('NY - Red Hook Container Terminal', '103 min drive', '79.8 mi'), ('Pinter Warehouse', '59 min drive', '42.0 mi')]",
