address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
1301-1325 12th St NW,,"58,950 SF",Albuquerque,"Rental Rate,$4.75 /SF/YR,Rentable Building Area,58,950 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse",1/22/2019,4150259,$0.40 SF/Mo,Industrial,"9,800 SF",1 Space,NM,For Lease,Industrial,"[('Downtown Albuquerque Commuter Rail (Rail Runner Express)', '6 min drive', '1.9 mi'), ('Bernalillo County-International Sunport Commuter Rail (Rail Runner Express)', '15 min drive', '6.8 mi'), ('Albuquerque International Sunport Airport', '32 min drive', '13.6 mi'), ('Port of San Diego', '860 min drive', '811.2 mi'), ('AADF WAREHOUSE CORP.-ALBUQUERQUE-NM', '1 min drive', '0.1 mi')]",
406 Roundtree Pl,,"6,000 SF",Las Cruces,"Property Type,Industrial,Rentable Building Area,6,000 SF,Property Subtype,Warehouse,Year Built,2005",1/27/2020,18314910,Rent Upon Request,Industrial,"2,600 SF",1 Space,NM,For Lease,Industrial,"[('Port of San Diego', '720 min drive', '681.7 mi'), ('MUNDELL TERMINAL SERVICES-EL PASO-TX', '44 min drive', '39.6 mi')]",
5075 W Diablo Dr,"Bus Line,Signage","77,554 SF",Las Vegas,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,77,554 SF,Property Type,Industrial,Year Built,2002,Property Subtype,Warehouse,Cross Streets,Decatur",4/15/2020,19237496,$1.25 SF/Mo,Industrial,"20,300 SF",1 Space,NV,For Lease,Office,"[('McCarran International Airport', '13 min drive', '5.6 mi'), ('North Las Vegas Airport', '19 min drive', '8.7 mi'), ('Henderson Airport', '22 min drive', '12.6 mi'), ('Port of Long Beach', '312 min drive', '278.0 mi'), ('UP-LAS VEGAS-NV', '12 min drive', '7.2 mi')]",
4425 E Sahara Ave,"Bus Line,Signage","43,541 SF",Las Vegas,"Rental Rate,$9.00 - $14.40 /SF/YR,Rentable Building Area,43,541 SF,Property Type,Industrial,Year Built,1991,Property Subtype,Warehouse,Cross Streets,Lamb",3/20/2019,4042184,$0.75 - $1.20 SF/Mo,Industrial,"965 - 3,239 SF",2 Spaces,NV,For Lease,"Office, Industrial","[('McCarran International Airport', '18 min drive', '8.3 mi'), ('North Las Vegas Airport', '17 min drive', '10.0 mi'), ('Henderson Airport', '28 min drive', '13.9 mi'), ('Port of Long Beach', '322 min drive', '285.8 mi'), ('UP-LAS VEGAS-NV', '10 min drive', '5.3 mi')]",
11500 Production Dr,"Fenced Lot,Air Conditioning","95,200 SF",Reno,"Rental Rate,$13.20 /SF/YR,Rentable Building Area,95,200 SF,Property Type,Industrial,Year Built,1992,Property Subtype,Warehouse,Industrial Warehouse,Office Building",2/22/2016,4189374,$1.10 SF/Mo,Industrial,"7,738 SF",1 Space,NV,For Lease,Office,"[('Reno–Tahoe International Airport', '37 min drive', '16.2 mi'), ('Port of Richmond', '262 min drive', '219.1 mi'), ('THE BENDER GROUP-RENO-NV', '14 min drive', '8.2 mi')]",
6471 Homestead Rd,,"6,200 SF",Pahrump,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,6,200 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse",9/25/2015,4331337,$0.50 SF/Mo,Industrial,"2,080 SF",1 Space,NV,For Lease,Industrial,"[('UP-LAS VEGAS-NV', '77 min drive', '61.2 mi')]",
Executive Airport & Volunteer Blvd Dr,,"83,000 SF",Henderson,"Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Industrial Distribution,Construction Status,Under Construction,Rentable Building Area,83,000 SF",4/6/2016,6656108,Rent Upon Request,Industrial,"83,000 SF",1 Space,NV,For Lease,Industrial,,
Executive Ariport Dr,,"183,560 SF",Henderson,"Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction,Rentable Building Area,183,560 SF",4/6/2016,6656110,Rent Upon Request,Industrial,"183,560 SF",1 Space,NV,For Lease,Industrial,"[('Henderson Airport', '12 min drive', '5.3 mi'), ('McCarran International Airport', '20 min drive', '10.9 mi'), ('Boulder City Municipal Airport', '36 min drive', '22.8 mi'), ('Port of Long Beach', '305 min drive', '271.6 mi'), ('UP-LAS VEGAS-NV', '26 min drive', '18.0 mi')]",
6265 S McLeod Dr,,"15,995 SF",Las Vegas,"Rental Rate,$10.80 /SF/YR,Rentable Building Area,15,995 SF,Property Type,Industrial,Year Built,2002,Property Subtype,Warehouse",9/5/2018,7579045,$0.90 SF/Mo,Industrial,"605 - 1,361 SF",2 Spaces,NV,For Lease,Industrial,"[('McCarran International Airport', '9 min drive', '3.5 mi'), ('Henderson Airport', '17 min drive', '8.1 mi'), ('North Las Vegas Airport', '25 min drive', '15.6 mi'), ('Port of Long Beach', '313 min drive', '277.8 mi'), ('UP-LAS VEGAS-NV', '18 min drive', '10.3 mi')]",
6295 S McLeod Dr,,"31,053 SF",Las Vegas,"Rental Rate,$13.80 /SF/YR,Rentable Building Area,31,053 SF,Property Type,Industrial,Year Built,2001,Property Subtype,Warehouse",9/5/2018,7579048,$1.15 SF/Mo,Industrial,703 SF,1 Space,NV,For Lease,Office,"[('McCarran International Airport', '10 min drive', '3.4 mi'), ('Henderson Airport', '17 min drive', '8.0 mi'), ('North Las Vegas Airport', '25 min drive', '15.7 mi'), ('Port of Long Beach', '313 min drive', '277.7 mi'), ('UP-LAS VEGAS-NV', '18 min drive', '10.2 mi')]",
6295 Harrison Dr,,"27,434 SF",Las Vegas,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,27,434 SF,Property Type,Industrial,Year Built/Renovated,1986/1997,Property Subtype,Warehouse",7/15/2015,7579049,$1.25 SF/Mo,Industrial,650 SF,1 Space,NV,For Lease,Office,"[('McCarran International Airport', '10 min drive', '3.4 mi'), ('Henderson Airport', '17 min drive', '8.0 mi'), ('North Las Vegas Airport', '26 min drive', '15.8 mi'), ('Port of Long Beach', '313 min drive', '277.7 mi'), ('UP-LAS VEGAS-NV', '18 min drive', '10.1 mi')]",
3855 S Valley View Blvd,"Signage,Air Conditioning","40,960 SF",Las Vegas,"Rental Rate,$10.68 - $13.20 /SF/YR,Building Class,C,Property Type,Flex,Rentable Building Area,40,960 SF,Property Subtype,Light Manufacturing,Industrial Manufacturing,Industrial Warehouse,Year Built,1979",3/5/2020,9088232,$0.89 - $1.10 SF/Mo,Flex,"550 - 4,070 SF",2 Spaces,NV,For Lease,"Office, Flex","[('McCarran International Airport', '11 min drive', '4.8 mi'), ('North Las Vegas Airport', '15 min drive', '7.8 mi'), ('Henderson Airport', '23 min drive', '13.9 mi')]",
2453 Heybourne Rd,,"112,320 SF",Minden,"Property Type,Industrial,Rentable Building Area,112,320 SF,Property Subtype,Warehouse,Construction Status,Proposed",11/29/2017,10798679,Rent Upon Request,Industrial,"112,320 SF",1 Space,NV,For Lease,Industrial,"[('Port of Oakland', '261 min drive', '211.3 mi'), ('BNSF NEVADA QDC-SPARKS-NV', '57 min drive', '44.0 mi')]",
2453 Heybourne Rd,,"112,320 SF",Minden,"Property Type,Industrial,Rentable Building Area,112,320 SF,Property Subtype,Warehouse,Construction Status,Proposed",11/29/2017,10798680,Rent Upon Request,Industrial,"112,320 SF",1 Space,NV,For Lease,Industrial,"[('Port of Oakland', '261 min drive', '211.2 mi'), ('BNSF NEVADA QDC-SPARKS-NV', '57 min drive', '44.1 mi')]",
8385 Eastgate Rd,Bus Line,"200,450 SF",Henderson,"Rental Rate,$7.80 /SF/YR,Rentable Building Area,200,450 SF,Property Type,Industrial,Year Built,2017,Property Subtype,Warehouse",4/14/2020,12387134,$0.65 SF/Mo,Industrial,"35,392 SF",1 Space,NV,For Lease,Industrial,,
155 W Milan Dr,Skylights,"694,640 SF",Mccarran,"Property Type,Industrial,Rentable Building Area,694,640 SF,Property Subtype,Warehouse,Construction Status,Proposed",8/17/2018,13531930,Rent Upon Request,Industrial,"694,640 SF",1 Space,NV,For Lease,Industrial,"[('Reno–Tahoe International Airport', '51 min drive', '26.6 mi'), ('Port of Richmond', '274 min drive', '229.5 mi'), ('ODC INTEGRATED LOGISTICS-SPARKS-NV', '26 min drive', '17.4 mi')]",Lighting
Waltham Way,,"157,500 SF",McCarran,"Min. Divisible,50,000 SF,Rentable Building Area,157,500 SF,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse",8/17/2018,13531931,Rent Upon Request,Industrial,"50,000 - 157,500 SF",1 Space,NV,For Lease,Industrial,"[('Reno–Tahoe International Airport', '46 min drive', '24.8 mi'), ('Port of Richmond', '269 min drive', '227.7 mi'), ('ODC INTEGRATED LOGISTICS-SPARKS-NV', '21 min drive', '15.6 mi')]",
Britain Dr,,"378,000 SF",McCarran,"Min. Divisible,50,000 SF,Rentable Building Area,378,000 SF,Property Type,Industrial,Construction Status,Proposed,Property Subtype,Warehouse",8/24/2018,13591836,Rent Upon Request,Industrial,"50,000 - 378,000 SF",1 Space,NV,For Lease,Industrial,,
Wildhorse Canyon Dr,,"403,520 SF",McCarran,"Property Type,Industrial,Rentable Building Area,403,520 SF,Property Subtype,Warehouse,Construction Status,Proposed",2/27/2019,13891280,Rent Upon Request,Industrial,"403,520 SF",1 Space,NV,For Lease,Industrial,"[('Reno–Tahoe International Airport', '44 min drive', '20.8 mi'), ('Port of Richmond', '266 min drive', '223.7 mi'), ('ODC INTEGRATED LOGISTICS-SPARKS-NV', '18 min drive', '11.6 mi')]",
3600 S Highland Ave,,"23,500 SF",Las Vegas,"Rental Rate,$13.20 /SF/YR,Rentable Building Area,23,500 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse",12/28/2018,14726943,$1.10 SF/Mo,Industrial,500 SF,1 Space,NV,For Lease,Office,"[('McCarran International Airport', '12 min drive', '4.8 mi'), ('North Las Vegas Airport', '15 min drive', '7.4 mi'), ('Henderson Airport', '24 min drive', '14.2 mi'), ('Port of Long Beach', '312 min drive', '279.3 mi'), ('UP-LAS VEGAS-NV', '7 min drive', '3.6 mi')]",
140 Cassia Way,"24 Hour Access,Signage,Skylights","137,856 SF",Henderson,"Rental Rate,$7.68 /SF/YR,Rentable Building Area,137,856 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse,Cross Streets,Mary Crest",2/11/2020,14990558,$0.64 SF/Mo,Industrial,"27,600 - 133,378 SF",4 Spaces,NV,For Lease,Industrial,"[('Henderson Airport', '17 min drive', '9.2 mi'), ('McCarran International Airport', '18 min drive', '11.2 mi'), ('Boulder City Municipal Airport', '25 min drive', '14.4 mi'), ('Port of Long Beach', '314 min drive', '278.9 mi'), ('UP-LAS VEGAS-NV', '23 min drive', '13.8 mi')]",
600-620 S 18th St,Skylights,"3,906 SF",Sparks,"Rental Rate,$19.20 /SF/YR,Rentable Building Area,3,906 SF,Property Type,Industrial,Year Built,2003,Property Subtype,Warehouse",5/18/2019,15585144,$1.60 SF/Mo,Industrial,650 SF,1 Space,NV,For Lease,Flex,"[('Reno–Tahoe International Airport', '24 min drive', '5.9 mi'), ('Port of Richmond', '250 min drive', '210.5 mi'), ('UP-SPARKS-NV', '4 min drive', '1.4 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
550 Milan Dr,Skylights,"610,400 SF",Mccarran,"Property Type,Industrial,Rentable Building Area,610,400 SF,Property Subtype,Warehouse,Year Built,2019",5/9/2019,16006517,Rent Upon Request,Industrial,"610,400 SF",1 Space,NV,For Lease,Industrial,"[('Reno–Tahoe International Airport', '52 min drive', '27.1 mi'), ('Port of Richmond', '275 min drive', '229.9 mi'), ('ODC INTEGRATED LOGISTICS-SPARKS-NV', '27 min drive', '17.8 mi')]",
2232-2240 Meridian Blvd,Air Conditioning,"78,774 SF",Minden,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,78,774 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse",7/10/2019,16569412,$1.00 SF/Mo,Industrial,"2,180 SF",1 Space,NV,For Lease,Industrial,"[('Port of Oakland', '260 min drive', '210.2 mi'), ('BNSF NEVADA QDC-SPARKS-NV', '57 min drive', '44.7 mi')]",
5475 Louie Ln,,"17,732 SF",Reno,"Rental Rate,$9.30 /SF/YR,Rentable Building Area,17,732 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse",3/9/2020,16834708,$0.78 SF/Mo,Industrial,"6,523 SF",1 Space,NV,For Lease,Flex,"[('Reno–Tahoe International Airport', '25 min drive', '6.4 mi'), ('Port of Richmond', '255 min drive', '214.2 mi'), ('UP-SPARKS-NV', '12 min drive', '6.9 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
3750 Prince St SW,,"250,000 SF",Albuquerque,"Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed,Rentable Building Area,250,000 SF",1/29/2020,18339254,Rent Upon Request,Industrial,"250,000 SF",1 Space,NM,For Lease,Industrial,"[('Bernalillo County-International Sunport Commuter Rail (Rail Runner Express)', '12 min walk', '0.6 mi'), ('Downtown Albuquerque Commuter Rail (Rail Runner Express)', '11 min drive', '5.2 mi')]",
3750 Prince St SW,,"250,000 SF",Albuquerque,"Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed,Rentable Building Area,250,000 SF",1/29/2020,18339388,Rent Upon Request,Industrial,"250,000 SF",1 Space,NM,For Lease,Industrial,,
755 N Seventeenth St,Fenced Lot,"35,000 SF",Las Cruces,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,35,000 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse,Cross Streets,Holiday Ave",2/18/2020,18558006,$0.29 SF/Mo,Industrial,"35,000 SF",1 Space,NM,For Lease,Industrial,"[('Port of San Diego', '721 min drive', '681.8 mi'), ('MUNDELL TERMINAL SERVICES-EL PASO-TX', '46 min drive', '40.9 mi')]",
660 Haines Ave NW,"Signage,Skylights","25,653 SF",Albuquerque,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,25,653 SF,Property Type,Industrial,Year Built/Renovated,1960/2005,Property Subtype,Warehouse",2/19/2020,18569922,$0.38 SF/Mo,Industrial,"9,300 SF",1 Space,NM,For Lease,Industrial,,"Lighting - Fluorescent,Water - City Water,Heating - Gas"
1005 N Coleman St,,"10,000 SF",Hobbs,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1900,Property Subtype,Warehouse",2/28/2020,18681597,$0.50 SF/Mo,Industrial,"10,000 SF",1 Space,NM,For Lease,Industrial,"[('Calhoun Port', '669 min drive', '586.7 mi'), ('SAVAGE INDUSTRIES, INC.-LUBBOCK-TX', '132 min drive', '112.9 mi')]",
8905 Washington St NE,Signage,"9,438 SF",Albuquerque,"Rental Rate,$9.98 /SF/YR,Rentable Building Area,9,438 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",3/20/2020,18930734,$0.83 SF/Mo,Industrial,"2,525 SF",1 Space,NM,For Lease,Industrial,"[('Los Ranchos-Journal Center Commuter Rail (Rail Runner Express)', '5 min drive', '2.0 mi'), ('Sandia Pueblo Commuter Rail (Rail Runner Express)', '7 min drive', '3.3 mi'), ('Albuquerque International Sunport Airport', '38 min drive', '16.0 mi'), ('Port of San Diego', '871 min drive', '819.8 mi'), ('PACHECO TRUCKING-ALBUQUERQUE-NM', '4 min drive', '1.5 mi')]","Lighting - Fluorescent,Gas,Heating - Gas"
8436 Washington Pl NE,"Fenced Lot,Signage","12,892 SF",Albuquerque,"Rental Rate,$7.87 /SF/YR,Rentable Building Area,12,892 SF,Property Type,Industrial,Year Built,1987,Property Subtype,Warehouse",3/20/2020,18930934,$0.66 SF/Mo,Industrial,"12,892 SF",1 Space,NM,For Lease,Industrial,"[('Los Ranchos-Journal Center Commuter Rail (Rail Runner Express)', '7 min drive', '2.3 mi'), ('Sandia Pueblo Commuter Rail (Rail Runner Express)', '8 min drive', '3.6 mi'), ('Albuquerque International Sunport Airport', '39 min drive', '15.4 mi'), ('Port of San Diego', '872 min drive', '819.2 mi'), ('PACHECO TRUCKING-ALBUQUERQUE-NM', '6 min drive', '1.9 mi')]",
1224 Bellamah Ave NW,Fenced Lot,"59,660 SF",Albuquerque,"Rental Rate,$4.75 /SF/YR,Rentable Building Area,59,660 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse,Industrial Manufacturing",6/4/2018,4130631,$0.40 SF/Mo,Industrial,"2,230 - 11,830 SF",2 Spaces,NM,For Lease,Office,"[('Downtown Albuquerque Commuter Rail (Rail Runner Express)', '7 min drive', '2.1 mi'), ('Bernalillo County-International Sunport Commuter Rail (Rail Runner Express)', '16 min drive', '6.9 mi'), ('Albuquerque International Sunport Airport', '32 min drive', '13.7 mi'), ('Port of San Diego', '860 min drive', '811.3 mi'), ('AADF WAREHOUSE CORP.-ALBUQUERQUE-NM', '1 min drive', '0.1 mi')]",Heating - Gas
Airport Dr NW @ Los Volcanes Rd NW,,"91,200 SF",Albuquerque,"Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed,Rentable Building Area,91,200 SF,Cross Streets,Los Volcanes Rd NW",6/18/2010,4283269,Rent Upon Request,Industrial,"91,200 SF",1 Space,NM,For Lease,Industrial,"[('Downtown Albuquerque Commuter Rail (Rail Runner Express)', '13 min drive', '6.9 mi'), ('Bernalillo County-International Sunport Commuter Rail (Rail Runner Express)', '17 min drive', '9.2 mi'), ('Albuquerque International Sunport Airport', '36 min drive', '17.6 mi'), ('Port of San Diego', '857 min drive', '807.8 mi'), ('AADF WAREHOUSE CORP.-ALBUQUERQUE-NM', '8 min drive', '4.7 mi')]",
4421 Mcleod Rd NE,Signage,"20,000 SF",Albuquerque,"Rental Rate,$10.50 /SF/YR,Rentable Building Area,20,000 SF,Property Type,Industrial,Year Built,1984,Property Subtype,Warehouse",9/25/2017,9308629,$0.88 SF/Mo,Industrial,"2,636 SF",1 Space,NM,For Lease,Industrial,"[('Los Ranchos-Journal Center Commuter Rail (Rail Runner Express)', '10 min drive', '5.6 mi'), ('Downtown Albuquerque Commuter Rail (Rail Runner Express)', '12 min drive', '6.3 mi'), ('Albuquerque International Sunport Airport', '32 min drive', '12.1 mi'), ('Port of San Diego', '867 min drive', '816.2 mi'), ('PACHECO TRUCKING-ALBUQUERQUE-NM', '11 min drive', '6.0 mi')]","Gas - Natural,Heating - Gas"
1846 W Amador Ave,Fenced Lot,"12,000 SF",Las Cruces,"Property Type,Industrial,Rentable Building Area,12,000 SF,Property Subtype,Warehouse,Year Built,1990",9/10/2018,13745076,Rent Upon Request,Industrial,"12,000 SF",1 Space,NM,For Lease,Industrial,,
902 W Hadley Ave,"Fenced Lot,Storage Space","3,200 SF",Las Cruces,"Property Type,Industrial,Rentable Building Area,3,200 SF,Property Subtype,Warehouse,Year Built,1994",5/20/2019,16112770,Rent Upon Request,Industrial,"3,200 SF",1 Space,NM,For Lease,Industrial,"[('Port of San Diego', '721 min drive', '682.5 mi'), ('MUNDELL TERMINAL SERVICES-EL PASO-TX', '45 min drive', '40.3 mi')]",
3312 Stanford Dr NE,"Fenced Lot,Signage,Air Conditioning","9,694 SF",Albuquerque,"Rental Rate,$6.50 - $10.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,543 SF,Rentable Building Area,9,694 SF,Property Type,Industrial,Year Built,1970",10/30/2019,17594016,$0.54 - $0.83 SF/Mo,Industrial,"543 - 7,399 SF",6 Spaces,NM,For Lease,"Office, Industrial","[('Downtown Albuquerque Commuter Rail (Rail Runner Express)', '10 min drive', '4.1 mi'), ('Los Ranchos-Journal Center Commuter Rail (Rail Runner Express)', '13 min drive', '5.1 mi'), ('Albuquerque International Sunport Airport', '31 min drive', '11.9 mi'), ('Port of San Diego', '865 min drive', '813.7 mi'), ('DUKE CITY TRANSFER-ALBUQUERQUE-NM', '8 min drive', '3.0 mi')]",
3750 Prince St SE,,"65,360 SF",Albuquerque,"Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Industrial Distribution,Construction Status,Proposed,Rentable Building Area,65,360 SF",2/3/2015,4132266,Rent Upon Request,Industrial,"65,360 SF",1 Space,NM,For Lease,Industrial,"[('Bernalillo County-International Sunport Commuter Rail (Rail Runner Express)', '12 min walk', '0.6 mi'), ('Downtown Albuquerque Commuter Rail (Rail Runner Express)', '11 min drive', '5.2 mi')]",
1900 Appaloosa Dr,Fenced Lot,"30,000 SF",Sunland Park,"Property Type,Industrial,Rentable Building Area,30,000 SF,Property Subtype,Warehouse,Flex Research & Development,Industrial Distribution,Year Built,2007",8/26/2019,6810453,Rent Upon Request,Industrial,"1,500 SF",1 Space,NM,For Lease,Industrial,"[('El Paso International Airport', '35 min drive', '21.7 mi'), ('Port of Corpus Christi', '740 min drive', '703.2 mi'), ('MUNDELL TERMINAL SERVICES-EL PASO-TX', '4 min drive', '1.3 mi')]",
12 Kitty Hawk Dr,,"96,857 SF",Santa Teresa,"Property Type,Industrial,Rentable Building Area,96,857 SF,Property Subtype,Warehouse,Year Built,1999",7/17/2018,13197787,Rent Upon Request,Industrial,"96,857 SF",1 Space,NM,For Lease,Industrial,"[('El Paso International Airport', '46 min drive', '31.7 mi'), ('Port of San Diego', '763 min drive', '721.4 mi'), ('MUNDELL TERMINAL SERVICES-EL PASO-TX', '19 min drive', '13.5 mi')]",
