address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
317-321 Scholes St,,"10,000 SF",Brooklyn,"Rental Rate,$35.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,500 SF,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1920","- Spaces can be occupied individually or combined,- Landlord can buildout or provide TI for the right tenant,- Existing skylights in all bays",,6/11/2018,12828424,$2.92 SF/Mo,,Industrial,"2,500 - 9,000 SF","Listed lease rate plus proportional share of utilities,Listed lease rate plus proportional share of utilities,Includes 1,500 SF of dedicated office space,Listed lease rate plus proportional share of utilities","Ground Floor: 2,500 SF
Ceiling Height: 14 FT
Zoning: M1-1
All three spaces can be combined or occupied separately,Ground Floor: 2,500 SF
Second Floor: 1,500 SF
Basement: 800 SF
Ceiling Height: 14 FT
Zoning: M1-1
All three spaces can be combined or occupied separately,Ground Fl: 2,500 SF
Ceiling Height: 14 FT
Zoning: M1-1
All three spaces can be combined or occupied separately",3 Spaces,NY,For Lease,Flex,"[('Montrose Avenue Transit Stop', '7 min walk', '0.4 mi'), ('Morgan Avenue Transit Stop', '8 min walk', '0.4 mi'), ('Grand Street', '9 min walk', '0.5 mi'), ('Graham Avenue Transit Stop', '15 min walk', '0.8 mi'), ('Jefferson Street Transit Stop', '18 min walk', '0.9 mi'), ('Nostrand Avenue Station Commuter Rail (West Hempstead Branch, Long Beach Branch, Hempstead Branch, Far Rockaway Branch)', '8 min drive', '3.3 mi'), ('Hunterspoint Avenue Station Commuter Rail (Oyster Bay Branch, Hempstead Branch)', '9 min drive', '3.4 mi'), ('La Guardia Airport', '13 min drive', '7.2 mi'), ('John F. Kennedy International Airport', '21 min drive', '12.2 mi'), ('Newark Liberty International Airport', '36 min drive', '15.8 mi'), ('NY - Red Hook Container Terminal', '12 min drive', '5.6 mi'), ('NEW YORK AND ATLANTIC RAILWAY', '9 min drive', '3.2 mi')]",
25-45 Rutter St,,"27,060 SF",Rochester,"Rental Rate,$5.50 /SF/YR,Rentable Building Area,27,060 SF,Property Type,Industrial,Year Built,1939,Property Subtype,Warehouse",,,2/27/2019,15291078,$0.46 SF/Mo,"This 27,060 square foot industrial building is located at the corner of Lyell Avenue and Rutter Street near Mt. Read Boulevard – ideal for a machine shop or fabricator. The building is fully air conditioned, with 3-phase, 480 volt, 800 amp power with a clear ceiling height of 16 feet. The property includes surface parking.",Industrial,"6,963 SF","Lease rate does not include utilities, property expenses or building services","Buckingham Properties is currently offering up to 20,321 square feet of industrial space with grade access located at the corner of Lyell Avenue and Rutter Street near Mt. Read Boulevard – ideal for a machine shop or fabricator. The building is fully air conditioned, with 3-phase, 480 volt, 800 amp power with a clear ceiling height of 16 feet. The property includes surface parking.",1 Space,NY,For Lease,Industrial,"[('Greater Rochester International Airport', '10 min drive', '5.0 mi'), ('Albany, NY Port', '271 min drive', '228.8 mi'), ('J. MacKenzie Limited', '18 min drive', '8.5 mi')]",
1414 39th St,,"9,500 SF",Brooklyn,"Rental Rate,$20.00 /SF/YR,Rentable Building Area,9,500 SF,Property Type,Industrial,Year Built,1930,Property Subtype,Warehouse",,,6/25/2019,16443861,$1.67 SF/Mo,Boro Park Area Warehouse/Retail Available for Lease. Located Between 14th Avenue & 15th Avenue,Industrial,"9,500 SF","Rate includes utilities, building services and property expenses,Space is in Excellent Condition","12.6’ Ceilings
In great condition",1 Space,NY,For Lease,Industrial,"[('Church Avenue', '10 min walk', '0.5 mi'), ('Ditmas Avenue Transit Stop', '10 min walk', '0.5 mi'), ('Fort Hamilton Parkway', '15 min walk', '0.7 mi'), ('18 Avenue', '17 min walk', '0.8 mi'), ('50 Street', '18 min walk', '0.9 mi'), ('Nostrand Avenue Station Commuter Rail (West Hempstead Branch, Long Beach Branch, Hempstead Branch, Far Rockaway Branch)', '9 min drive', '4.1 mi'), ('Flatbush Avenue Station Commuter Rail (West Hempstead Branch, Long Beach Branch, Hempstead Branch, Far Rockaway Branch)', '9 min drive', '4.3 mi'), ('John F. Kennedy International Airport', '23 min drive', '13.2 mi'), ('La Guardia Airport', '25 min drive', '13.6 mi'), ('Newark Liberty International Airport', '38 min drive', '18.7 mi'), ('NY - Red Hook Container Terminal', '7 min drive', '4.1 mi'), ('Liberty Transmodal, Inc. c/o Cross Harbor', '5 min drive', '2.2 mi')]",
5 Ameribag Dr,,"35,000 SF",Kingston,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,35,000 SF,Property Type,Industrial,Year Built/Renovated,1958/1992,Property Subtype,Warehouse","1 Mega Watt power in the building 3 phase 480volts  100% sprinklered, 3 primary buildings each approx 9,500 sf each with separate gas heating units.,Move-in ready - occupancy 30 days",,12/14/2018,15908677,$0.67 SF/Mo,"Warehousing, 18' - 22' ceilings Assembly operations,  light manufacturing, will build to suit additional 25,000 sf to make total approx 60,000 S.F  easy access to NYS Thruway - 12 minutes, 7 minutes to Dutchess county via Rhinecliff Bridge.  6,000 sf offices included in the total SF.",Industrial,"35,000 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,5 Loading Docks,Includes 6,000 SF of dedicated office space,Space is in Excellent Condition",City Water And Sewer included. Natural Gas service provided by Central Hudson and a megawatt of power.,1 Space,NY,For Lease,Industrial,"[('Albany, NY Port', '66 min drive', '49.0 mi'), ('TRANSPLASTICS, INC-ALBANY-NY', '64 min drive', '48.3 mi')]",
990 Station Rd,Fenced Lot,"30,000 SF",Bellport,"Rental Rate,$9.95 /SF/YR,Rentable Building Area,30,000 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",,,8/5/2019,16822072,$0.83 SF/Mo,"30,000 SF industrial building. Divisible into two 15,000 SF units.  Each unit has one loading dock, one drive-in door and 15% office space.
Excellent exposure and access to Sunrise Highway at Exit 56.",Industrial,"30,000 SF","Rate includes utilities, building services and property expenses,2 Drive Ins,Includes 4,000 SF of dedicated office space,2 Loading Docks",,1 Space,NY,For Lease,Industrial,"[('Bellport Station Commuter Rail (Montauk Branch)', '4 min drive', '1.6 mi'), ('Yaphank Station Commuter Rail (Greenport Branch)', '9 min drive', '4.4 mi'), ('Long Island MacArthur Airport', '16 min drive', '9.6 mi'), ('NY - Red Hook Container Terminal', '76 min drive', '60.8 mi'), ('Pinter Warehouse', '32 min drive', '22.3 mi')]",Heating - Fired Oil
38 W Sylvania Ave,,"14,522 SF",Toledo,"Rental Rate,$6.57 /SF/YR,Rentable Building Area,14,522 SF,Property Type,Industrial,Year Built,1953,Property Subtype,Warehouse",,,9/12/2019,17182165,$0.55 SF/Mo,,Industrial,"3,654 SF","Listed rate may not include certain utilities, building services and property expenses","- Multi-use industrial property.
- Former metal fabricating and recycling business.
- Heavy power with 2-ton crane bay.
- 2 grade level service doors.",1 Space,OH,For Lease,Industrial,,
5143-5157 Stoneham Rd,,"37,755 SF",North Canton,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,37,755 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",,,9/13/2019,17189558,$0.38 SF/Mo,"Buckeye Business Center
Great location by CAK airport
Agent Interest",Industrial,"5,550 SF","1 Drive In Bay,1 Loading Dock","5,550/SF warehouse with drive in door and access to common loading dock
Separately metered gas and electric
Restroom",1 Space,OH,For Lease,Flex,"[('Akron-Canton Regional Airport', '5 min drive', '1.9 mi'), ('Port of Baltimore', '417 min drive', '363.6 mi'), ('Canton Cold Storage Company', '17 min drive', '11.3 mi')]","Lighting,Gas,Water,Sewer"
701-713 Hadley Dr,Air Conditioning,"44,996 SF",Columbus,"Rental Rate,$5.75 /SF/YR,Rentable Building Area,44,996 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse",,,9/16/2019,17213375,$0.48 SF/Mo,"Property Specifications:
± 45,920 Sq. Ft., multi-tenant building
± 6,100 Sq. Ft. to ± 12,200 Sq. Ft. 
	available for lease
16’ clear height
2 (8’ x 10’) docks; 2 (12’ x 14’) drive-in doors
200 amp 120/208 volt power
Zoned M
Ample parking
Built in 1974",Industrial,"12,200 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay",,2 Spaces,OH,For Lease,Industrial,"[('John Glenn Columbus International Airport', '20 min drive', '13.0 mi'), ('Port of Baltimore', '466 min drive', '407.9 mi'), ('Distribution II', '2 min drive', '0.7 mi')]",
4514-4570 Cornell Rd,"Signage,Air Conditioning","165,521 SF",Blue Ash,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,165,521 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",,,2/11/2019,17229997,$0.42 SF/Mo,"Storefront Retail/Warehouse space. Has excellent exposure in high traffic area of Blue Ash.
Williamson and Cornell frontage in Blue Ash.",Industrial,"1,992 - 15,559 SF","Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services,Fits 5 - 16 People,Lease rate does not include utilities, property expenses or building services,Fits 17 - 55 People,Lease rate does not include utilities, property expenses or building services",,4 Spaces,OH,For Lease,"Office, Industrial","[('Cincinnati/Northern Kentucky International Airport', '48 min drive', '29.4 mi'), ('Virginia Port Authority - Richmond', '603 min drive', '531.8 mi'), ('COMMONWEALTH, INC.-CINCINNATI-OH', '2 min drive', '0.7 mi')]","Lighting - Metal Halide,Water - City Water,Sewer - City Sewer"
9100 Valley View Rd,,"29,632 SF",Macedonia,"Property Type,Industrial,Rentable Building Area,29,632 SF,Property Subtype,Warehouse,Year Built,1972",,,9/23/2019,17269305,Rent Upon Request,,Industrial,"8,000 SF","Sublease space available from current tenant,Includes 1,000 SF of dedicated office space,Rate includes utilities, building services and property expenses","• 7,000 SF of finished showroom space and
1,000 SF of office
• Glazed floors and T-8 lighting
• Fully air-conditioned space
• Newer office finishes
• Two (2) drive-in doors",1 Space,OH,For Lease,Industrial,"[('Cleveland Hopkins International Airport', '43 min drive', '28.7 mi'), ('Akron-Canton Regional Airport', '41 min drive', '30.5 mi'), ('Port of Baltimore', '402 min drive', '353.5 mi'), ('Reserve Lumber Company', '1 min drive', '0.3 mi')]",
2300 Rickenbacker Pky,,"162,667 SF",Columbus,"Rental Rate,$3.75 /SF/YR,Property Subtype,Warehouse,Min. Divisible,78,000 SF,Rentable Building Area,162,667 SF,Property Type,Industrial,Year Built/Renovated,1994/1998",Located directly across from the Rickenbacker International Airport,,9/24/2019,17281602,$0.31 SF/Mo,"Built on 8.98± Acres, this 162,667± Sq. Ft. industrial warehouse/distribution facility is located directly across from the Rickenbacker International Airport in Columbus, Ohio. The building is a single-load configuration with two office pods.",Industrial,"78,000 - 162,667 SF","Lease rate does not include utilities, property expenses or building services,2 Drive Ins,22 Loading Docks,Includes 5,397 SF of dedicated office space,Space is in Excellent Condition","Two office pods totaling 5,397 Sq. Ft. The main office is 4,830 Sq. Ft., and the shipping/receiving office is 567 Sq. Ft.",1 Space,OH,For Lease,Industrial,,"Lighting - Fluorescent,Heating - Gas"
6400 Sand Lake Rd,"24 Hour Access,Bus Line,Signage,Fluorescent Lighting,Air Conditioning","192,910 SF",Dayton,"Rental Rate,$3.35 /SF/YR,Rentable Building Area,192,910 SF,Property Type,Industrial,Year Built,1977,Property Subtype,Warehouse","192,990± SF,T-8 Fluorescent Lighting with Motion Sendors,2,000 Amps of 3 Phase Electric Service,24 - 25' Clear Ceiling Height,14 Dock Doors",,9/26/2019,17298563,$0.28 SF/Mo,"192,990± sf Industrial Warehouse for sublease in Vandalia, OH (North Suburb of Dayton) through May, 2023. This warehouse boasts 24 - 25' clear ceiling height, a wet sprinkler system, T-8 fluorescent lighting with motion sensors, one 10' x 12' grade-level OH door, 14 dock doors, and 2,000 amps of 3 phase electrical service. This property is located within 1/3 mile of I-75 and less than 2 miles from the I-70 / I-75 intersection (Crossroads of America).",Industrial,"192,910 SF","Sublease space available from current tenant,Includes 9,175 SF of dedicated office space,Space is in Excellent Condition,Central Air Conditioning,Emergency Lighting,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,14 Loading Docks,Security System","192,990± sf Industrial Warehouse for sublease in Vandalia, OH (North Suburb of Dayton) through May, 2023. This warehouse boasts 24 - 25' clear ceiling height, a wet sprinkler system, T-8 fluorescent lighting with motion sensors, one 10' x 12' grade-level OH door, 14 dock doors, and 2,000 amps of 3 phase electrical service. This property is located within 1/3 mile of I-75 and less than 2 miles from the I-70 / I-75 intersection (Crossroads of America).",1 Space,OH,For Lease,Industrial,"[('Dayton International Airport', '13 min drive', '7.0 mi'), ('Virginia Port Authority - Richmond', '592 min drive', '522.7 mi'), ('TRANSFLO-VANDALIA-OH', '8 min drive', '4.7 mi')]",
1120 Morrison Rd,Fenced Lot,"383,000 SF",Gahanna,"Rental Rate,$2.35 /SF/YR,Rentable Building Area,383,000 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",,,9/27/2019,17313902,$0.20 SF/Mo,,Industrial,"383,000 SF","Sublease space available from current tenant,4 Drive Ins,36 Loading Docks,Rate includes utilities, building services and property expenses,Space is in Excellent Condition",,1 Space,OH,For Lease,Industrial,,"Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
677 Dover Center Rd,Signage,"15,330 SF",Westlake,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,15,330 SF,Property Type,Industrial,Year Built,1920,Property Subtype,Warehouse","Traffic count - 16,909 VPD,High traffic area surrounded by affluent income and demographics",,10/3/2019,17357681,$0.38 SF/Mo,"++Building size total - ±10,123 SF
• First floor - ±5,558 SF
• Second floor - ±4,565 SF
++Drive-in doors - 3
++Store area ceiling height - 7’-10’
++Great retail opportunity; excellent site for a Brewery on the Bay Village/Westlake border
++Former garden center - well known location
++Lease Rate - $3,800/month",Industrial,"4,565 - 10,123 SF","Listed rate may not include certain utilities, building services and property expenses,3 Drive Ins,Listed rate may not include certain utilities, building services and property expenses",,2 Spaces,OH,For Lease,Industrial,,
1005 James Pkwy,,"100,000 SF",Heath,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,100,000 SF,Property Type,Industrial,Year Built,1967,Property Subtype,Warehouse",,,10/4/2019,17368168,$0.29 SF/Mo,,Industrial,"100,000 SF","Rate includes utilities, building services and property expenses","Excellent Warehouse in the Mid-Ohio Industrial Park
+/- 100,000 SF Available
Concrete Block Construction, with 25’ x 40’ Column Spacing
20’ Ceiling Height
20 Semi Docks, some with Levelers
Dry Sprinkler system installed in the entire facility
Tenant pays all utilities",1 Space,OH,For Lease,Industrial,,
1214 Marquette St,"Signage,Storage Space","249,671 SF",Cleveland,"Rental Rate,$3.85 /SF/YR,Rentable Building Area,249,671 SF,Property Type,Industrial,Year Built,1934,Property Subtype,Warehouse",,,10/11/2019,17431668,$0.32 SF/Mo,,Industrial,"23,888 - 219,560 SF","Sublease space available from current tenant,Includes 2,400 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,Sublease space available from current tenant,Includes 2,400 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,2 Loading Docks,Sublease space available from current tenant,Includes 400 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,2 Drive Ins",,3 Spaces,OH,For Lease,Industrial,"[('Cleveland Hopkins International Airport', '27 min drive', '16.1 mi'), ('Port of Baltimore', '431 min drive', '373.5 mi'), ('Cleveland Industrial Warehouse Company', '2 min drive', '0.5 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
