address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
3341 E Corona Ave,Fenced Lot,"18,250 SF",Phoenix,"Rental Rate,$7.80 /SF/YR,Rentable Building Area,18,250 SF,Property Type,Industrial,Year Built,1981,Property Subtype,Warehouse",10/23/2019,17535357,$0.65 SF/Mo,Industrial,"18,250 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '12 min drive', '5.3 mi'), ('Port of San Diego', '405 min drive', '361.8 mi'), ('UP-PHOENIX-AZ', '10 min drive', '5.4 mi')]",
3048 N Cessna Way,Fenced Lot,"8,000 SF",Casa Grande,"Rental Rate,$8.40 /SF/YR,Rentable Building Area,8,000 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",10/28/2019,17571412,$0.70 SF/Mo,Industrial,"4,000 SF",1 Space,AZ,For Lease,Industrial,"[('Port of San Diego', '385 min drive', '352.3 mi'), ('Arizona Dairy Co.', '54 min drive', '39.2 mi')]",
2227 W Pecos Rd,Fenced Lot,"20,414 SF",Chandler,"Rental Rate,$12.50 /SF/YR,Rentable Building Area,20,414 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse,Cross Streets,S Dobson Rd",10/29/2019,17580448,$1.04 SF/Mo,Industrial,"3,409 SF",1 Space,AZ,For Lease,Office,"[('Phoenix Sky Harbor International Airport', '27 min drive', '17.5 mi'), ('Port of San Diego', '403 min drive', '362.5 mi'), ('Arizona Dairy Co.', '22 min drive', '16.1 mi')]",
19085 N 83rd Ave,"Signage,Skylights,Yard","16,000 SF",Peoria,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,16,000 SF,Min. Divisible,4,000 SF,Year Built,2000,Property Type,Industrial,Cross Streets,Union Hills,Property Subtype,Warehouse",7/12/2019,17628837,$1.25 SF/Mo,Industrial,"4,000 - 8,000 SF",1 Space,AZ,For Lease,Flex,"[('Phoenix Sky Harbor International Airport', '47 min drive', '32.8 mi'), ('Port of San Diego', '400 min drive', '358.0 mi'), ('BNSF-PHOENIX INTERMODAL FACILITY', '26 min drive', '13.5 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
9551 E Lorna Ln,,"16,440 SF",Prescott Valley,"Rental Rate,$8.52 /SF/YR,Rentable Building Area,16,440 SF,Property Type,Industrial,Year Built,2004,Property Subtype,Warehouse",12/13/2019,17638151,$0.71 SF/Mo,Industrial,"4,000 SF",1 Space,AZ,For Lease,Industrial,"[('Port of San Diego', '486 min drive', '436.2 mi'), ('BNSF-PHOENIX INTERMODAL FACILITY', '102 min drive', '85.4 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
341 E E St,,"52,082 SF",Casper,"Rental Rate,$7.50 - $8.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,780 SF,Rentable Building Area,52,082 SF,Property Type,Industrial,Year Built,1978",6/25/2019,4129077,$0.63 - $0.71 SF/Mo,Industrial,"780 - 9,080 SF",7 Spaces,WY,For Lease,"Office, Flex","[('Natrona County International Airport', '30 min drive', '15.6 mi'), ('Port of Portland', '1,222 min drive', '1,134.9 mi'), ('BONNEVILLE TRANSLOADERS, INC.-SHOSHONI-WY', '156 min drive', '101.1 mi')]",
612 N US Highway 14-16,,"14,800 SF",Gillette,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,14,800 SF,Property Type,Industrial,Year Built,2004,Property Subtype,Warehouse",6/16/2015,4381824,$1.00 SF/Mo,Industrial,"3,360 SF",1 Space,WY,For Lease,Industrial,"[('Port of Everett', '1,123 min drive', '1,072.2 mi'), ('Dakota Mill and Grain', '120 min drive', '114.4 mi')]",
518 N US Highway 14-16,,"11,800 SF",Gillette,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,11,800 SF,Property Type,Industrial,Year Built,2003,Property Subtype,Warehouse",10/16/2018,6942309,$1.00 SF/Mo,Industrial,"2,040 - 4,080 SF",2 Spaces,WY,For Lease,Industrial,"[('Port of Everett', '1,123 min drive', '1,072.2 mi'), ('Dakota Mill and Grain', '120 min drive', '114.5 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
2 Bowker Rd,Fenced Lot,"5,000 SF",Rock Springs,"Rental Rate,$14.40 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1981,Property Subtype,Warehouse",12/6/2018,14568036,$1.20 SF/Mo,Industrial,"5,000 SF",1 Space,WY,For Lease,Industrial,"[('Port of Portland', '941 min drive', '905.1 mi'), ('UP-GREEN RIVER-WY', '51 min drive', '41.2 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1690 Emigrant Trl,,"7,616 SF",Casper,"Rental Rate,$6.14 /SF/YR,Rentable Building Area,7,616 SF,Property Type,Industrial,Year Built,1981,Property Subtype,Warehouse",1/9/2020,18139922,$0.51 SF/Mo,Industrial,"7,616 SF",1 Space,WY,For Lease,Industrial,,
822 W 23rd St,,"7,040 SF",Cheyenne,"Rental Rate,$15.41 /SF/YR,Rentable Building Area,7,040 SF,Property Type,Industrial,Year Built,1921,Property Subtype,Warehouse",3/11/2020,18832398,$1.28 SF/Mo,Industrial,"2,044 SF",1 Space,WY,For Lease,Industrial,"[('Port of Shreveport', '1,198 min drive', '1,088.4 mi'), ('COLORADO PACIFIC INDUSTRIES', '62 min drive', '56.3 mi')]",
512 N Energy Dr,,"10,400 SF",Rock Springs,"Rental Rate,$12.69 /SF/YR,Property Subtype,Warehouse,Industrial Manufacturing,Property Type,Industrial,Rentable Building Area,10,400 SF",8/2/2017,8580918,$1.06 SF/Mo,Industrial,"10,400 SF",1 Space,WY,For Lease,Industrial,"[('Port of Portland', '947 min drive', '912.2 mi'), ('UP-GREEN RIVER-WY', '56 min drive', '48.3 mi')]",
22 Tri State Rd,,"12,112 SF",Rock Springs,"Rental Rate,$10.90 /SF/YR,Rentable Building Area,12,112 SF,Property Type,Industrial,Year Built,1976,Property Subtype,Warehouse",2/12/2018,11566767,$0.91 SF/Mo,Industrial,"11,000 SF",1 Space,WY,For Lease,Industrial,"[('Port of Portland', '950 min drive', '912.7 mi'), ('UP-GREEN RIVER-WY', '59 min drive', '48.8 mi')]",
222 Cole Creek Rd,,"50,800 SF",Evansville,"Property Type,Industrial,Rentable Building Area,50,800 SF,Property Subtype,Warehouse,Industrial Distribution,Industrial Manufacturing,Year Built,2013",3/21/2017,9071078,Rent Upon Request,Industrial,"960 - 32,800 SF",4 Spaces,WY,For Lease,Industrial,"[('Natrona County International Airport', '35 min drive', '20.6 mi'), ('Port of Portland', '1,227 min drive', '1,139.9 mi'), ('BONNEVILLE TRANSLOADERS, INC.-SHOSHONI-WY', '162 min drive', '106.0 mi')]",
6224 Tonkawa Trl,"Signage,Yard","12,000 SF",Casper,"Property Type,Industrial,Rentable Building Area,12,000 SF,Property Subtype,Warehouse,Year Built,2015",7/9/2015,9306596,Rent Upon Request,Industrial,"12,000 SF",1 Space,WY,For Lease,Industrial,"[('Natrona County International Airport', '33 min drive', '17.2 mi'), ('Port of Portland', '1,225 min drive', '1,138.8 mi'), ('BONNEVILLE TRANSLOADERS, INC.-SHOSHONI-WY', '160 min drive', '102.7 mi')]",
778 Circle Dr,,"42,326 SF",Casper,"Property Type,Industrial,Rentable Building Area,42,326 SF,Property Subtype,Warehouse,Year Built,1971",8/13/2018,13478108,Rent Upon Request,Industrial,"33,855 SF",1 Space,WY,For Lease,Industrial,"[('Natrona County International Airport', '30 min drive', '14.5 mi'), ('Port of Portland', '1,220 min drive', '1,133.8 mi'), ('BONNEVILLE TRANSLOADERS, INC.-SHOSHONI-WY', '156 min drive', '100.0 mi')]","Lighting,Gas,Water - City Water,Sewer - City Sewer,Heating"
1960 N Loop Ave,,"25,490 SF",Casper,"Property Type,Industrial,Rentable Building Area,25,490 SF,Property Subtype,Warehouse,Year Built,1977",11/7/2018,14322681,Rent Upon Request,Industrial,"9,000 SF",1 Space,WY,For Lease,Industrial,"[('Natrona County International Airport', '27 min drive', '13.0 mi'), ('Port of Portland', '1,219 min drive', '1,134.6 mi'), ('BONNEVILLE TRANSLOADERS, INC.-SHOSHONI-WY', '154 min drive', '98.5 mi')]",
500 McPherson Ln,Fenced Lot,"7,200 SF",Riverton,"Property Type,Industrial,Rentable Building Area,7,200 SF,Property Subtype,Warehouse,Year Built,2002",4/5/2019,15641989,Rent Upon Request,Industrial,"7,200 SF",1 Space,WY,For Lease,Industrial,"[('Port of Portland', '1,115 min drive', '963.3 mi'), ('BONNEVILLE TRANSLOADERS, INC.-BONNEVILLE-WY', '52 min drive', '28.6 mi')]","Gas - Natural,Water - Well,Sewer - Septic Field,Heating - Gas"
1460 E C St,Air Conditioning,"5,000 SF",Casper,"Property Type,Industrial,Rentable Building Area,5,000 SF,Property Subtype,Warehouse,Year Built,2019",6/17/2019,16372316,Rent Upon Request,Industrial,"2,500 SF",1 Space,WY,For Lease,Industrial,,
625 Johnson Ave,"Mezzanine,Yard,Storage Space,Fluorescent Lighting,Air Conditioning","6,840 SF",Mills,"Property Type,Industrial,Rentable Building Area,6,840 SF,Property Subtype,Warehouse,Year Built,1978",10/20/2019,17507632,Rent Upon Request,Industrial,"6,840 SF",1 Space,WY,For Lease,Industrial,"[('Natrona County International Airport', '26 min drive', '12.3 mi'), ('Port of Portland', '1,215 min drive', '1,131.6 mi'), ('BONNEVILLE TRANSLOADERS, INC.-SHOSHONI-WY', '153 min drive', '97.8 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
1936 N Loop Ave,"Fenced Lot,Floor Drains,Mezzanine,Yard,Storage Space,Air Conditioning","8,072 SF",Casper,"Property Type,Industrial,Rentable Building Area,8,072 SF,Property Subtype,Warehouse,Year Built,1980",10/28/2019,17569039,Rent Upon Request,Industrial,"8,072 SF",1 Space,WY,For Lease,Industrial,,"Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
901 N Foster Rd,,"11,200 SF",Casper,"Property Type,Industrial,Rentable Building Area,11,200 SF,Property Subtype,Warehouse,Year Built,1976",2/25/2020,18639062,Rent Upon Request,Industrial,"11,200 SF",1 Space,WY,For Lease,Industrial,"[('Natrona County International Airport', '30 min drive', '14.6 mi'), ('Port of Portland', '1,221 min drive', '1,133.9 mi'), ('BONNEVILLE TRANSLOADERS, INC.-SHOSHONI-WY', '157 min drive', '100.1 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
220 Evelyn St,Skylights,"79,767 SF",Cheyenne,"Rental Rate,$6.25 - $6.95 /SF/YR,Property Subtype,Warehouse,Industrial Distribution,Industrial Manufacturing,Showroom,Total Space Available,39,692 SF,Rentable Building Area,79,767 SF,Max. Contiguous,19,846 SF,Year Built,1976,Property Type,Industrial",1/22/2020,4161135,$0.52 - $0.58 SF/Mo,Industrial,"9,166 - 39,692 SF",3 Spaces,WY,For Lease,Industrial,"[('Port of Shreveport', '1,197 min drive', '1,086.3 mi'), ('COLORADO PACIFIC INDUSTRIES', '61 min drive', '54.1 mi')]",
620 N US Highway 14-16,,"18,000 SF",Gillette,"Rental Rate,$12.50 /SF/YR,Rentable Building Area,18,000 SF,Property Type,Industrial,Year Built,2010,Property Subtype,Warehouse",6/16/2015,4381825,$1.04 SF/Mo,Industrial,"3,000 SF",1 Space,WY,For Lease,Industrial,,"Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1938 Wyott Dr,"24 Hour Access,Front Loading,Yard,Storage Space","210,518 SF",Cheyenne,"Rental Rate,$8.50 - $12.00 /SF/YR,Rentable Building Area,210,518 SF,Property Type,Industrial,Year Built,1971,Property Subtype,Warehouse",10/9/2019,11175228,$0.71 - $1.00 SF/Mo,Industrial,"2,100 - 21,284 SF",9 Spaces,WY,For Lease,"Office, Industrial","[('Port of Shreveport', '1,197 min drive', '1,086.7 mi'), ('COLORADO PACIFIC INDUSTRIES', '60 min drive', '54.5 mi')]",
1400 E Lincoln St,,"39,353 SF",Gillette,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,39,353 SF,Property Type,Industrial,Year Built,2002,Property Subtype,Warehouse",11/6/2018,14108776,$1.00 SF/Mo,Industrial,"8,300 - 32,300 SF",2 Spaces,WY,For Lease,"Flex, Industrial","[('Port of Everett', '1,127 min drive', '1,075.4 mi'), ('Dakota Mill and Grain', '119 min drive', '111.1 mi')]",
1770-1780 License St,"Fenced Lot,Security System,Signage","14,474 SF",Casper,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,14,474 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",9/20/2019,17255283,$0.54 SF/Mo,Industrial,"14,474 SF",1 Space,WY,For Lease,Industrial,"[('Natrona County International Airport', '28 min drive', '13.2 mi'), ('Port of Portland', '1,220 min drive', '1,134.9 mi'), ('BONNEVILLE TRANSLOADERS, INC.-SHOSHONI-WY', '155 min drive', '98.7 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1700 W 1st St,,"4,562 SF",Casper,"Rental Rate,$6.87 /SF/YR,Rentable Building Area,4,562 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse",10/1/2019,17339939,$0.57 SF/Mo,Industrial,"3,842 SF",1 Space,WY,For Lease,Industrial,,
2632 Industry Dr,"Fenced Lot,Yard,Storage Space","14,520 SF",Cheyenne,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,14,520 SF,Property Type,Industrial,Year Built,2011,Property Subtype,Warehouse",1/9/2020,18140570,$1.00 SF/Mo,Industrial,"14,520 SF",1 Space,WY,For Lease,Industrial,,"Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
6002 US 30 Hwy,Signage,"5,000 SF",Cheyenne,"Rental Rate,$7.20 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",2/25/2020,18639394,$0.60 SF/Mo,Industrial,"5,000 SF",1 Space,WY,For Lease,Industrial,"[('Port of Shreveport', '1,205 min drive', '1,093.4 mi'), ('COLORADO PACIFIC INDUSTRIES', '69 min drive', '61.2 mi')]",
2550 E Mohawk Ln,"24 Hour Access,Fenced Lot,Signage,Skylights,Yard,Fluorescent Lighting,Air Conditioning","61,992 SF",Phoenix,"Rental Rate,$9.12 /SF/YR,Rentable Building Area,61,992 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",4/8/2020,17642340,$0.76 SF/Mo,Industrial,"13,860 SF",1 Space,AZ,For Lease,Industrial,,
2900 S Gilbert Rd,,"100,243 SF",Chandler,"Rental Rate,$8.52 - $8.64 /SF/YR,Rentable Building Area,100,243 SF,Property Type,Industrial,Year Built,2016,Property Subtype,Warehouse",11/8/2019,17671853,$0.71 - $0.72 SF/Mo,Industrial,"16,192 - 34,167 SF",2 Spaces,AZ,For Lease,Industrial,,
1545 E Yucca St,Signage,"6,000 SF",Phoenix,"Rental Rate,$13.50 /SF/YR,Rentable Building Area,6,000 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",11/18/2019,17751525,$1.13 SF/Mo,Industrial,"4,000 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '29 min drive', '16.2 mi'), ('Port of San Diego', '412 min drive', '364.4 mi'), ('ARIZONA AND CALIFORNIA RAILROAD-PHOENIX-AZ', '17 min drive', '8.0 mi')]",
2801-2803 E Chambers St,"Fenced Lot,Skylights,Yard","37,943 SF",Phoenix,"Rental Rate,$7.44 /SF/YR,Rentable Building Area,37,943 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse,Cross Streets,28th Pl",11/18/2019,17751799,$0.62 SF/Mo,Industrial,"12,164 SF",1 Space,AZ,For Lease,Industrial,,"Water - City Water,Sewer - City Sewer"
7615 N 75th Ave,,"26,835 SF",Glendale,"Rental Rate,$10.50 /SF/YR,Rentable Building Area,26,835 SF,Property Type,Industrial,Year Built,2007,Property Subtype,Warehouse",11/17/2019,17764667,$0.88 SF/Mo,Industrial,"4,500 SF",1 Space,AZ,For Lease,Flex,"[('Phoenix Sky Harbor International Airport', '34 min drive', '19.9 mi'), ('Port of San Diego', '394 min drive', '352.1 mi'), ('BNSF-PHOENIX INTERMODAL FACILITY', '12 min drive', '5.5 mi')]",
7612 W Vogel Ave,,"4,429 SF",Peoria,"Rental Rate,$8.28 /SF/YR,Rentable Building Area,4,429 SF,Property Type,Industrial,Year Built,1987,Property Subtype,Warehouse",11/25/2019,17813751,$0.69 SF/Mo,Industrial,"4,429 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '35 min drive', '20.6 mi'), ('Port of San Diego', '397 min drive', '353.8 mi'), ('BNSF-PHOENIX INTERMODAL FACILITY', '14 min drive', '6.2 mi')]",
7612 W Vogel Ave,"Fenced Lot,Signage","4,500 SF",Peoria,"Rental Rate,$8.28 /SF/YR,Rentable Building Area,4,500 SF,Property Type,Industrial,Year Built,1986,Property Subtype,Warehouse,Cross Streets,76th Dr",11/25/2019,17813809,$0.69 SF/Mo,Industrial,"4,500 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '35 min drive', '20.6 mi'), ('Port of San Diego', '397 min drive', '353.8 mi'), ('BNSF-PHOENIX INTERMODAL FACILITY', '14 min drive', '6.2 mi')]",
315-503 E Watkins St,,"33,500 SF",Phoenix,"Rental Rate,$7.08 /SF/YR,Rentable Building Area,33,500 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",11/26/2019,17819491,$0.59 SF/Mo,Industrial,"4,224 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '15 min drive', '6.7 mi'), ('Port of San Diego', '401 min drive', '357.7 mi'), ('UP-PHOENIX-AZ', '6 min drive', '2.4 mi')]",
1026 N 21st Ave,"Fenced Lot,Property Manager on Site","24,400 SF",Phoenix,"Rental Rate,$18.00 /SF/YR,Rentable Building Area,24,400 SF,Property Type,Industrial,Year Built,1949,Property Subtype,Warehouse",11/26/2019,17819907,$1.50 SF/Mo,Industrial,"24,400 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '18 min drive', '10.8 mi'), ('Port of San Diego', '395 min drive', '353.5 mi'), ('VENTURA-LESBRO COMPANY-PHOENIX-AZ', '1 min drive', '0.0 mi')]","Gas,Water,Sewer"
1120 W Fairmont Dr,"Cooler,Freezer (Space),Air Conditioning","121,463 SF",Tempe,"Rental Rate,$6.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,20,000 SF,Rentable Building Area,121,463 SF,Property Type,Industrial,Year Built,1971",3/23/2020,17856730,$0.50 SF/Mo,Industrial,"20,000 - 60,000 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '13 min drive', '6.0 mi'), ('Port of San Diego', '408 min drive', '365.4 mi'), ('UP-PHOENIX-AZ', '15 min drive', '8.6 mi')]","Water - City Water,Sewer - City Sewer"
2415 W Erie Dr,,"12,101 SF",Tempe,"Rental Rate,$11.40 /SF/YR,Rentable Building Area,12,101 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",12/5/2019,17877701,$0.95 SF/Mo,Industrial,"12,101 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '11 min drive', '5.4 mi'), ('Port of San Diego', '408 min drive', '365.6 mi'), ('UP-PHOENIX-AZ', '15 min drive', '7.8 mi')]",
7800 E Pierce St,,"16,997 SF",Scottsdale,"Rental Rate,$7.80 /SF/YR,Rentable Building Area,16,997 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse",12/5/2019,17877894,$0.65 SF/Mo,Industrial,"16,997 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '12 min drive', '7.2 mi'), ('Port of San Diego', '410 min drive', '366.5 mi'), ('UP-PHOENIX-AZ', '18 min drive', '11.9 mi')]",
16410 N 91st St,Signage,"25,658 SF",Scottsdale,"Rental Rate,$16.19 /SF/YR,Rentable Building Area,25,658 SF,Property Type,Industrial,Year Built,2004,Property Subtype,Warehouse",12/5/2019,17882697,$1.35 SF/Mo,Industrial,"2,224 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '32 min drive', '22.0 mi'), ('Port of San Diego', '425 min drive', '379.3 mi'), ('ARIZONA AND CALIFORNIA RAILROAD-PHOENIX-AZ', '33 min drive', '23.1 mi')]",
3401-3407 N 35th Ave,,"18,200 SF",Phoenix,"Rental Rate,$8.40 /SF/YR,Rentable Building Area,18,200 SF,Property Type,Industrial,Year Built,1968,Property Subtype,Warehouse",12/10/2019,17924016,$0.70 SF/Mo,Industrial,"6,000 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '22 min drive', '12.7 mi'), ('Port of San Diego', '394 min drive', '352.8 mi'), ('FREEPORT LOGISTICS, INC.-PHOENIX-AZ', '5 min drive', '1.5 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
5610 N 53rd Ave,,"15,770 SF",Glendale,"Rental Rate,$8.16 - $8.40 /SF/YR,Rentable Building Area,15,770 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",3/6/2020,17924296,$0.68 - $0.70 SF/Mo,Industrial,"4,000 - 11,700 SF",2 Spaces,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '28 min drive', '16.4 mi'), ('Port of San Diego', '396 min drive', '353.2 mi'), ('BNSF-PHOENIX INTERMODAL FACILITY', '4 min drive', '0.7 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
1320 S Priest Dr,,"39,860 SF",Tempe,"Rental Rate,$11.76 /SF/YR,Rentable Building Area,39,860 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",12/11/2019,17937129,$0.98 SF/Mo,Industrial,"5,230 SF",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '10 min drive', '4.5 mi'), ('Port of San Diego', '408 min drive', '364.4 mi'), ('UP-PHOENIX-AZ', '13 min drive', '8.1 mi')]",
