address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
20844-20860 Plummer St,"Fenced Lot,Signage,Skylights,Air Conditioning","30,780 SF",Chatsworth,"Rental Rate,$13.32 /SF/YR,Rentable Building Area,30,780 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Manufacturing",,,12/2/2019,17859149,$1.11 SF/Mo,,Industrial,"7,702 SF","Listed rate may not include certain utilities, building services and property expenses,Includes 2,850 SF of dedicated office space","Great Street Identity
Interior Dock Well
18’ Minimum Clear Height
Clean Business Park Environment",1 Space,CA,For Lease,Industrial,"[('Chatsworth Commuter Rail (Ventura County Line)', '4 min drive', '1.4 mi'), ('Northridge Commuter Rail (Ventura County Line)', '8 min drive', '3.6 mi'), ('Bob Hope Airport', '26 min drive', '18.7 mi'), ('Los Angeles International Airport', '42 min drive', '29.5 mi'), ('The Port of Hueneme', '61 min drive', '44.2 mi'), ('UP-LOS ANGELES-CA-750 LAMAR', '40 min drive', '31.6 mi')]","Lighting - Fluorescent,Heating - Electric"
540 E Jefferson Blvd,"Bus Line,Fenced Lot,Air Conditioning","11,615 SF",Los Angeles,"Rental Rate,$11.88 /SF/YR,Rentable Building Area,11,615 SF,Property Type,Industrial,Year Built,1992,Property Subtype,Warehouse","High image building next to San Pedro street corner!!!,Class ""A"" Offices & Showroom - For sales possible!!!,7 minutes from San Pedro Wholesale Mart.",,3/31/2020,18184660,$0.99 SF/Mo,"* 11,615 Sq.Ft. - $11,500/ month (or $0.99/sq.ft.)
* High Image Building!!!
* 17 Parking Spaces - 1992 Built - 400 Amps of Power
* Next to San Pedro street corner.
* 3,700 Sq.Ft. of Class ""A"" Offices & Showroom.
* 7 Min from ""San Pedro Wholesale Mart""
* Text of Call Bryant @ (213) 503-8007 for immediate showing.",Industrial,"5,807 - 11,615 SF","Listed rate may not include certain utilities, building services and property expenses,Space is in Excellent Condition,Includes 3,700 SF of dedicated office space,Can be combined with additional space(s) for up to 11,615 SF of adjacent space,Listed rate may not include certain utilities, building services and property expenses,Space is in Excellent Condition,Includes 3,700 SF of dedicated office space,Can be combined with additional space(s) for up to 11,615 SF of adjacent space","* Text of Call Bryant @ (213) 503-8007 for immediate showing.
Class ""A"" Offices & Showroom - For Sales Possible!!!,* Text of Call Bryant @ (213) 503-8007 for immediate showing.
Class ""A"" Offices & Showroom - For Sales Possible!!!",2 Spaces,CA,For Lease,Industrial,"[('Jefferson/USC Transit Stop', '17 min walk', '0.9 mi'), ('Union Station Commuter Rail (Ventura County, Antelope Valley, San Bernardino, Riverside, Orange County, 91 Lines)', '8 min drive', '3.8 mi'), ('Cal State LA Commuter Rail (San Bernardino Line)', '11 min drive', '7.7 mi'), ('Los Angeles International Airport', '22 min drive', '13.2 mi'), ('Bob Hope Airport', '30 min drive', '18.1 mi'), ('Long Beach-Daugherty Field Airport', '28 min drive', '20.5 mi'), ('Port of Long Beach', '32 min drive', '22.4 mi'), ('RAPID DEPLOYMENT SYSTEMS, INC.-LOS ANGELES-CA', '4 min drive', '2.3 mi')]","Lighting,Gas,Water,Sewer,Heating"
16801 E Gale Ave,Skylights,"55,752 SF",City of Industry,"Rental Rate,$13.20 /SF/YR,Rentable Building Area,55,752 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",,,1/22/2020,18267323,$1.10 SF/Mo,"Great location in the heart of City of Industry. Easy access to freeway 60, 605 and 57. Conveniently located near Puente Hills Mall and retailers.",Industrial,"10,504 SF","Sublease space available from current tenant,1 Drive In Bay,2 Loading Docks,Listed rate may not include certain utilities, building services and property expenses,Space is in Excellent Condition,Central Air and Heating","Rarely found 10,504 sf warehouse with 2 external dock-high and 1 grade level loading doors. No CAM charge. Very easy turn-around for 53' trucks. 24' high ceiling clearance in warehouse.  Fresh paint in office & warehouse walls. Spacious showroom space and private offices with side lights. Please text, call or email listing agent Julie Zhou (???) to schedule an appointment to view the space. Please do not disturb the occupant without appointment in advance. Thank you!",1 Space,CA,For Lease,Industrial,"[('Industry Commuter Rail (Riverside Line)', '11 min drive', '6.9 mi'), ('Baldwin Park Commuter Rail (San Bernardino Line)', '17 min drive', '9.6 mi'), ('Ontario International Airport', '32 min drive', '23.5 mi'), ('Long Beach-Daugherty Field Airport', '38 min drive', '26.8 mi'), ('John Wayne Airport', '42 min drive', '30.2 mi'), ('Port of Long Beach', '44 min drive', '31.7 mi'), ('CSX INTERMODAL-CITY OF INDUSTRY-CA', '8 min drive', '3.5 mi')]",Heating
1086 Myrtle Ave,Signage,"10,200 SF",Brooklyn,"Rental Rate,$27.00 /SF/YR,Rentable Building Area,10,200 SF,Property Type,Industrial,Year Built,1917,Property Subtype,Warehouse","Myrtle Ave Station within walking distance,Build to suit retail option,High traffic location",,7/22/2019,18210780,$2.25 SF/Mo,"Versatile and spacious office-retail building on a high traffic road with many national and local tenants nearby.
Bring Offers!",Industrial,"1,150 - 4,550 SF","Listed rate may not include certain utilities, building services and property expenses,Space is in Excellent Condition,Secure Storage,Fits 9 - 28 People,Central Air and Heating,Fully Built Out as Standard Office,Central Air and Heating,Private Restrooms,HVAC installed,High foot traffic,Fits 3 - 10 People,Kitchen,Automatic Blinds,2 separate entrances,Can be built out for retail","Wide open space with minimum columns

2 zone HVAC system

3 bathrooms

Open for all uses

Call or text for further info,Spacious first floor office space located in Bed-Stuy in white boxed condition. With favorable amenities, high ceilings and divisible office space this unit won't last long.",2 Spaces,NY,For Lease,"Office, Office/Retail","[('Myrtle Avenue Transit Stop', '3 min walk', '0.1 mi'), ('Flushing Avenue', '7 min walk', '0.3 mi'), ('Kosciuszko Street Transit Stop', '12 min walk', '0.5 mi'), ('Central Avenue Transit Stop', '12 min walk', '0.6 mi'), ('Myrtle-Willoughby Avenues Transit Stop', '(G)', '14 min walk'), ('0.7 mi', 'Nostrand Avenue Station Commuter Rail (West Hempstead Branch, Long Beach Branch, Hempstead Branch, Far Rockaway Branch)', '5 min drive'), ('2.0 mi', 'Flatbush Avenue Station Commuter Rail (West Hempstead Branch, Long Beach Branch, Hempstead Branch, Far Rockaway Branch)', '7 min drive'), ('2.8 mi', 'La Guardia Airport', '15 min drive'), ('8.4 mi', 'John F. Kennedy International Airport', '18 min drive'), ('11.0 mi', 'Newark Liberty International Airport', '35 min drive'), ('16.6 mi', 'NY - Red Hook Container Terminal', '10 min drive'), ('4.8 mi', 'NEW YORK AND ATLANTIC RAILWAY', '7 min drive'), ('3.0 mi',)]",
5222 Brittmoore Rd,Skylights,"12,670 SF",Houston,"Rental Rate,$7.80 /SF/YR,Rentable Building Area,12,670 SF,Property Type,Industrial,Year Built,1993,Property Subtype,Warehouse",,,3/23/2020,18957278,$0.65 SF/Mo,,Industrial,"12,670 SF","Lease rate does not include utilities, property expenses or building services,1 Loading Dock,1 Drive In Bay",,1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '29 min drive', '23.5 mi'), ('William P. Hobby Airport', '47 min drive', '32.2 mi'), ('Ellington Field Airport', '59 min drive', '43.5 mi'), ('Port of Houston', '36 min drive', '27.4 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '18 min drive', '11.8 mi')]",
5901-5909 Beverlyhill St,,"50,000 SF",Houston,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,50,000 SF,Property Type,Industrial,Year Built/Renovated,1977/2013,Property Subtype,Warehouse",,,3/27/2020,19027612,$0.83 SF/Mo,"This property is located between Fountain View Drive and Chimney Rock. Accessible from the Southwest
Freeway, 610 South Loop, Beltway 8 and Westpark Toll Road. Just minutes from Downtown and The
Galleria, the #1 shopping and tourist destination in Houston. Surrounded by well established restaurants
& sports bars. Great location with signage on Fountain View Drive.",Industrial,"4,200 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,TX,For Lease,Industrial,"[('William P. Hobby Airport', '31 min drive', '19.2 mi'), ('Houston George Bush Intercontinental Airport', '33 min drive', '28.1 mi'), ('Ellington Field Airport', '45 min drive', '29.1 mi'), ('Port of Houston', '26 min drive', '18.1 mi'), ('INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX', '8 min drive', '3.3 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
6909 J W Peavy Dr,Fenced Lot,"2,815 SF",Houston,"Rental Rate,$12.79 /SF/YR,Rentable Building Area,2,815 SF,Property Type,Industrial,Year Built,1960",,,3/30/2020,19055826,$1.07 SF/Mo,,Industrial,"2,815 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,TX,For Lease,Industrial,,
951 Grayson Rd,,"2,400 SF",Houston,"Rental Rate,$8.52 /SF/YR,Rentable Building Area,2,400 SF,Property Type,Industrial,Year Built,2010",,,4/1/2020,19076215,$0.71 SF/Mo,40x60 metal building with small office build out in it. Located at 951 Grayson Road behind the duplexes that have road frontage. Currently has storage shelving inside. One roll up door in front for access.,Industrial,"2,400 SF","Rate includes utilities, building services and property expenses,Security System,Space In Need of Renovation,Immediate access to Beltway 8 and I-45.",Shell building with small framed build out. Electricity included in rent and ADT security system installed. Immediate access to Beltway 8.,1 Space,TX,For Lease,Industrial,"[('Ellington Field Airport', '17 min drive', '5.5 mi'), ('William P. Hobby Airport', '19 min drive', '9.7 mi'), ('Houston George Bush Intercontinental Airport', '40 min drive', '33.8 mi'), ('Port of Houston', '23 min drive', '14.6 mi'), ('BNSF-HOUSTON-TX', '15 min drive', '10.2 mi')]",Lighting
215 Grove St,"Fenced Lot,Mezzanine,Raised Floor,Signage,Storage Space,Air Conditioning","7,500 SF",Houston,"Rental Rate,$22.80 /SF/YR,Rentable Building Area,7,500 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse","Concrete block construction. Loading dock. Ramped entry. Sits four feet above ground so has never flooded.,Beautiful Downtown Houston Skyline Views.,Across from new East River Development.",,4/2/2020,19084206,$1.90 SF/Mo,"Warehouse available for immediate use and move-in located in highly desirable central location close to downtown.
Needing emergency warehouse space?  Pandemic Covid 19 Relief Warehouse available.  This may be your solution!
Air conditioned warehouse space.  Air conditioned offices.  Three bathrooms.
Lofted area for additional storage or office area. 
Large parking area.  Large green space / lawn area.
Many possibilities:
Perfect for Community Market
Emergency Pop-Up needs
Bee Keeping Business
Vehicle storage facility/business
Shipping/moving businesses
Manufacturing",Industrial,"7,500 SF","Rate includes utilities, building services and property expenses,1 Loading Dock,Partitioned Offices,Private Restrooms,Shower Facilities,1 Drive In Bay,Central Air and Heating,Kitchen,Raised Floor,City views, across from East River Development.","36,250 sq.ft. of land with a 7500 sq.ft. warehouse.",1 Space,TX,For Lease,Flex,"[('William P. Hobby Airport', '27 min drive', '14.7 mi'), ('Houston George Bush Intercontinental Airport', '24 min drive', '18.5 mi'), ('Ellington Field Airport', '40 min drive', '24.6 mi'), ('Port of Houston', '14 min drive', '6.0 mi'), ('PALMER LOGISTICS-HOUSTON-TX', '4 min drive', '1.5 mi')]","Lighting,Water,Sewer,Heating"
2222 Studewood St,"Mezzanine,Signage,Monument Signage","11,963 SF",Houston,"Rental Rate,$18.00 /SF/YR,Rentable Building Area,11,963 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse",,,4/2/2020,19084776,$1.50 SF/Mo,,Industrial,"4,000 SF","Lease rate does not include utilities, property expenses or building services,Private Restrooms",Excellent Heights area warehouse.  Open floor plan with lofted area.,1 Space,TX,For Lease,Flex,"[('William P. Hobby Airport', '28 min drive', '16.5 mi'), ('Houston George Bush Intercontinental Airport', '23 min drive', '17.9 mi'), ('Ellington Field Airport', '41 min drive', '26.4 mi'), ('Port of Houston', '18 min drive', '13.3 mi'), ('SOUTHERN WAREHOUSE CORPORATION-HOUSTON-TX', '3 min drive', '1.1 mi')]","Lighting,Gas,Water,Sewer"
