address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
1505-1507 Haddon St,,"5,735 SF",Houston,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,5,735 SF,Property Type,Industrial,Year Built,1955,Property Subtype,Warehouse","Location, Location, Location",,1/18/2020,18232744,$1.25 SF/Mo,"Comfortable office with large warehouse space attached. Driveway with garage door for loading and unloading.
Reception 9.5' X 19'   Office off reception 12 X 8   Front office 9.6 X 19   Center office 12 X 12    Back office 9 X 19.5
Warehouse 28 X 32",Industrial,"2,600 SF","Listed lease rate plus proportional share of utilities,Central Air and Heating,Location, Location, Location,Includes 2,600 SF of dedicated office space,Private Restrooms","Central Montrose location. Vintage charm. Four nice sized offices, large reception/5th office. Loads of storage and a 28x32 warehouse attached. With large garage door for loading and unloading.",1 Space,TX,For Lease,Flex,"[('William P. Hobby Airport', '27 min drive', '14.7 mi'), ('Houston George Bush Intercontinental Airport', '30 min drive', '22.1 mi'), ('Ellington Field Airport', '40 min drive', '24.6 mi'), ('Port of Houston', '21 min drive', '12.7 mi'), ('INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX', '10 min drive', '4.2 mi')]",
3910 N Frisco Rd,"Storage Space,Air Conditioning","6,992 SF",Sherman,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,6,992 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse","Clear Span 3800 SF Warehouse,Dock Well and Grade Level Loading,Office/Showroom in place",,1/29/2020,18338874,$0.42 SF/Mo,"Formerly operated has a retail showroom with warehouse storage.  This property works perfectly for any small business who has an office/retail need coupled with 3800 SF of clear span, heated warehouse.  This property has both grade level and dock well loading.",Industrial,"6,992 SF","Listed rate may not include certain utilities, building services and property expenses,Central Air Conditioning,Secure Storage,1 Loading Dock,Private Restrooms,Easy Access to Texoma Pkwy, Hwy 82 and US 91","Building contains warehouse, showroom & office space.",1 Space,TX,For Lease,Industrial,"[('Port of Shreveport', '272 min drive', '223.2 mi'), ('CONAGRA, INC.-SHERMAN-TX', '8 min drive', '4.0 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
1020 West St,,"16,740 SF",Houston,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,16,740 SF,Property Type,Industrial,Year Built,1940,Property Subtype,Warehouse",,,2/10/2020,18476595,$1.00 SF/Mo,,Industrial,"5,865 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,TX,For Lease,Industrial,"[('William P. Hobby Airport', '26 min drive', '14.0 mi'), ('Houston George Bush Intercontinental Airport', '22 min drive', '17.7 mi'), ('Ellington Field Airport', '39 min drive', '23.8 mi'), ('Port of Houston', '16 min drive', '8.9 mi'), ('PALMER LOGISTICS-HOUSTON-TX', '6 min drive', '2.7 mi')]",
15002 Tradesman,"24 Hour Access,Fenced Lot","12,000 SF",San Antonio,"Rental Rate,$12.75 /SF/YR,Rentable Building Area,12,000 SF,Min. Divisible,4,904 SF,Year Built,2014,Property Type,Industrial,Cross Streets,Quarry Run,Property Subtype,Warehouse","OFFICE/RETAIL/WHOLESALE/WAREHOUSE/DISTRIBUTION CENTER,2,032rsf of Storage/Warehouse/Distribution,Loading Dock,2,480rsf of HVAC Office/Showroom/Retail Space,784rsf of Common Loading Dock Area,Fenced Yard for both Tenants",,2/10/2020,18476876,$1.06 SF/Mo,Formerly Leased by Fastenal as a Retail/Wholesale Distribution Center.,Industrial,"4,904 - 5,510 SF","Lease rate does not include utilities, property expenses or building services,2 Drive Ins,Ready for Immediate Move-In,Includes 2,480 SF of dedicated office space,1 Loading Dock,Loading Dock Area","Front portion is Apx. 2,480rsf of HVAC space with 2 Offices in front with a Big Open Showroom/Retail/Bullpen Space with His/Her Restrooms.  Warehouse is Apx. 2,032rsf with Common Loading Dock Area of Apx. 784rsf.  Please Note:  If you need more Warehouse Space, the Landlord can adjust partition wall increasing warehouse to a max of 2,540rsf with the Common Loading Dock Area increasing to 980rsf.  New Total RSF would be 5,510rsf including 50% of the Common Loading Dock Area.",1 Space,TX,For Lease,Flex,"[('San Antonio International Airport', '21 min drive', '11.2 mi'), ('Calhoun Port', '214 min drive', '169.2 mi'), ('UP-SAN ANTONIO-TX-1205 SHERM', '28 min drive', '18.8 mi')]",
13618-13632 Neutron Rd,"24 Hour Access,Signage","21,000 SF",Dallas,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,21,000 SF,Property Type,Industrial,Year Built,1970,Property Subtype,Warehouse","Dock high loading,High end finish throughout",,2/11/2020,18483605,$1.00 SF/Mo,Very attractive dock high facility in the heart of the Eastside District of Farmers Branch.  Great accessibility to the Dallas North Tollway and 635.  Ownership is local and can make quick decisions.,Industrial,"2,625 SF","Listed rate may not include certain utilities, building services and property expenses","• Dock high loading available
• Well established business park
• Diversified tenant mix
• 24/7 Tenant controlled HVAC
• Local Landlord with ability to make quick
decisions
• Easy access to 635 & Dallas North Tollway
• Great ingress/egress to Alpha and Welch
Roads
• Part of the new Farmers Branch Eastside
Business District!",1 Space,TX,For Lease,Industrial,"[('Dallas Love Field Airport', '19 min drive', '8.6 mi'), ('Dallas/Fort Worth International Airport', '26 min drive', '17.7 mi'), ('Port of Shreveport', '222 min drive', '203.4 mi'), ('COMMERCIAL WAREHOUSES, INC.-CARROLLTON-TX', '11 min drive', '7.4 mi')]",
13620 Evolution Loop,"24 Hour Access,Fenced Lot","50,000 SF",Laredo,"Rental Rate,$8.16 /SF/YR,Rentable Building Area,50,000 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",,,2/11/2020,18485549,$0.68 SF/Mo,,Industrial,"50,000 SF","Rate includes utilities, building services and property expenses","State of the Art Terminal with 50,000 sqft of available warehouse space right off mile marker 13. Security gated entry, cameras throughout, 24' high ceiling, available racks, truck wash for exterior and interior,spacious driver's lounge w/TVs, internet & showers. Oversized trailer parking spaces, cross dock available &more! Must see to appreciate!",1 Space,TX,For Lease,Industrial,"[('Laredo International Airport', '26 min drive', '15.3 mi'), ('Port of Corpus Christi', '182 min drive', '158.0 mi'), ('LMS INTERNATIONAL-LAREDO-TX', '19 min drive', '10.7 mi')]","Lighting,Water,Sewer"
1715 Sawdust Rd,"Property Manager on Site,Signage,Storage Space,Recessed Lighting","20,550 SF",Spring,"Rental Rate,$17.80 /SF/YR,Rentable Building Area,20,550 SF,Property Type,Industrial,Year Built,1983,Property Subtype,Warehouse",Great Location with Sawdust Rd. frontage.,,2/11/2020,18485616,$1.48 SF/Mo,"Beautiful spaces, Suite D well suited for a showroom or contractor and Suite E well suited for office space and warehouse.  Suites D and E can be combined for a total of 2400 sq ft.  Additional warehouse space is also available.  Custom fresh paint and flooring will be provided for the new tenant.  The buildings property has been recently renovated.",Industrial,"2,400 SF","Listed lease rate plus proportional share of electrical cost,Central Air and Heating,Closed Circuit Television Monitoring (CCTV),Recessed Lighting,Space is in Excellent Condition,Private Restrooms,Secure Storage,Sawdust Roadside exposure, Great LOCATION!,Listed lease rate plus proportional share of electrical cost,Central Air and Heating,Closed Circuit Television Monitoring (CCTV),Recessed Lighting,Space is in Excellent Condition,Private Restrooms,Secure Storage,Sawdust Roadside exposure, Great LOCATION!","Beautiful space well suited for a showroom or contractor.  Additional neighboring suite is also available as well as additional warehouse space.  Custom fresh paint and flooring for the new tenant.  The buildings property has been recently renovated.,Beautiful space well suited for a office/warehouse space.  Can be built to suit.  Additional neighboring suite is also available as well as additional warehouse space.  Tenant can choose fresh paint and flooring.  The buildings property has been recently renovated.",2 Spaces,TX,For Lease,Flex,"[('Houston George Bush Intercontinental Airport', '25 min drive', '19.9 mi'), ('Port of Houston', '44 min drive', '35.7 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '15 min drive', '8.3 mi')]","Lighting,Water - Well,Sewer - Septic Field,Heating - Electric"
10542 Windfern Rd,,"20,000 SF",Houston,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,20,000 SF,Property Type,Industrial,Year Built,2005,Property Subtype,Warehouse",,,2/11/2020,18485740,$0.50 SF/Mo,,Industrial,"20,000 SF","Lease rate does not include utilities, property expenses or building services,Includes 2,600 SF of dedicated office space","+/- 20,000 SF with 2,600 SF of office space and 17,400 SF of warehouse space
4 Grade Level bay doors
Clear Height: 22 ft. 
Pylon Monument signage",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '21 min drive', '16.8 mi'), ('William P. Hobby Airport', '47 min drive', '32.7 mi'), ('Port of Houston', '37 min drive', '27.8 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '9 min drive', '5.1 mi')]",
2712 Saint Emanuel St,,"6,120 SF",Houston,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,6,120 SF,Property Type,Industrial,Year Built,1953,Property Subtype,Warehouse","± 0.46 Acres (± 20,000 sq ft) total land,200 feet on Chartres St (Hwy 59 feeder),± 6,000 sq ft industrial warehouse,Prime location fronting Hwy 59 in Midtown with easy access to all of Houston’s major freeways",,2/11/2020,18488642,$0.83 SF/Mo,,Industrial,"6,000 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,TX,For Lease,Industrial,"[('McGowen Transit Stop', '16 min walk', '0.8 mi'), ('William P. Hobby Airport', '24 min drive', '11.5 mi'), ('Houston George Bush Intercontinental Airport', '24 min drive', '20.3 mi'), ('Ellington Field Airport', '37 min drive', '21.4 mi'), ('Port of Houston', '18 min drive', '10.8 mi'), ('GENERAL STEVEDORES, INC.-HOUSTON-TX', '8 min drive', '3.4 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
14335 Interdrive W,Fenced Lot,"7,545 SF",Houston,"Rental Rate,$7.20 /SF/YR,Rentable Building Area,7,545 SF,Property Type,Industrial,Year Built,1990,Property Subtype,Warehouse",,,2/12/2020,18502148,$0.60 SF/Mo,,Industrial,"7,500 SF","Listed rate may not include certain utilities, building services and property expenses,Includes 1,300 SF of dedicated office space","- Large lay down yard
- Truck Well",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '8 min drive', '5.7 mi'), ('William P. Hobby Airport', '42 min drive', '28.4 mi'), ('Ellington Field Airport', '51 min drive', '36.1 mi'), ('Port of Houston', '28 min drive', '20.8 mi'), ('THOMPSON CARGO SPECIALISTS, INC.-HOUSTON-TX', '22 min drive', '13.9 mi')]",
1959 Saratoga Blvd,,"8,400 SF",Corpus Christi,"Rental Rate,$12.84 /SF/YR,Rentable Building Area,8,400 SF,Property Type,Industrial,Year Built,2011,Property Subtype,Warehouse","Frontage on Saratoga Blvd,very clean,nice restrooms",,2/12/2020,18505029,$1.07 SF/Mo,All air conditioned display office and work areas,Industrial,"4,200 SF","Rate includes utilities, building services and property expenses,1 Drive In Bay,Space is in Excellent Condition",,1 Space,TX,For Lease,Flex,"[('Corpus Christi International Airport', '15 min drive', '8.7 mi'), ('Port of Corpus Christi', '11 min drive', '7.8 mi'), (""SKIP'S INDUSTRIAL SALVAGE-CORPUS CHRISTI-TX"", '11 min drive', '7.0 mi')]","Water - City Water,Sewer - City Sewer,Heating - Electric"
15106 Chaplin St,"Conferencing Facility,Fenced Lot,Front Loading,Security System,Storage Space,Air Conditioning","6,000 SF",Houston,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,6,000 SF,Property Type,Industrial,Year Built,2012,Property Subtype,Warehouse",,,2/11/2020,18487299,$0.75 SF/Mo,"Move in Ready Office Warehouse for Lease
6000 SQFT Office + Warehouse
Lease at $9/sqft / year + $3/sqft /yr for NNN ( gross
$6000/month )
Location!! Beltway 8 . Hardy Toll way , HWY 45 and Airport
500 Ft to BLWY 8 , 0.8 Miles to Hardy Toll way , 2.5 Miles to 45 N
and 3.5 Miles to IAH
Reception/Waiting Area, Conference Room, 4 Private Offices
3 Phase Electricity /240 Volts
Please call Reza @ (832) 657-3310 for information / tour",Industrial,"6,000 SF","Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition,Includes 3,000 SF of dedicated office space",Move in Ready Office Warehouse for Lease,1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '8 min drive', '5.7 mi'), ('William P. Hobby Airport', '41 min drive', '27.3 mi'), ('Ellington Field Airport', '50 min drive', '36.1 mi'), ('Port of Houston', '27 min drive', '19.7 mi'), ('TENCON INDUSTRIES, INC.-HOUSTON-TX', '16 min drive', '10.0 mi')]","Lighting,Water,Sewer,Heating"
228 S Englewood Ave,"Front Loading,Storage Space","23,300 SF",Tyler,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,23,300 SF,Property Type,Industrial,Year Built,1953,Property Subtype,Warehouse",,,12/3/2019,18510324,$0.50 SF/Mo,,Industrial,"3,000 - 12,000 SF","Listed rate may not include certain utilities, building services and property expenses,Includes 3,000 SF of dedicated office space,Listed rate may not include certain utilities, building services and property expenses,1 Loading Dock,Space is in Excellent Condition","Storage space or occupy and Landlord will build a bathroom.,9000 SF space for lease at 232 S Englewood, Tyler TX 75702 (contiguous with 228).  Electric is separate. $4,500/mo",2 Spaces,TX,For Lease,Industrial,"[('Tyler Pounds Field Airport', '15 min drive', '7.0 mi'), ('Port of Shreveport', '123 min drive', '107.3 mi'), ('UP-MARSHALL-TX', '73 min drive', '63.1 mi')]","Lighting - Fluorescent,Water - City Water,Sewer - City Sewer,Heating - Electric"
2608 Industrial Ln,,"6,290 SF",Conroe,"Rental Rate,$6.75 /SF/YR,Rentable Building Area,6,290 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse","15' Eave Height,3 Phase Power,2   12' x 14' Grade-Level Doors,Outside Storage Available with additional 0.617 Acres available for lease",,2/14/2020,18523602,$0.56 SF/Mo,,Industrial,"6,290 SF","Lease rate does not include utilities, property expenses or building services,Includes 1,250 SF of dedicated office space",,1 Space,TX,For Lease,Industrial,,
2021 Farrington St,"Fenced Lot,Storage Space,Air Conditioning","3,500 SF",Dallas,"Rental Rate,$10.97 /SF/YR,Rentable Building Area,3,500 SF,Property Type,Industrial,Year Built,1952,Property Subtype,Warehouse","3,500 SF For Sublease,1 Grade Level Door,Sublease Term Through: 11/20/2024,2 Offices,Fenced Outside Storage,Located in Design District",,2/14/2020,18524120,$0.91 SF/Mo,"Flex space with two offices in the front with an open warehouse in the rear.
Fenced in lot with drive-in dock door. 
In the heart of the Design District.",Industrial,"3,500 SF","Sublease space available from current tenant,1 Drive In Bay,Kitchen,Secure Storage,2 Offices,Located in Design District,Listed rate may not include certain utilities, building services and property expenses,Central Air Conditioning,Private Restrooms,3,500 SF for Sublease,1 Grade Level Door,Easy Access to I-35","3,500 SF Warehouse For Sublease in the Design District
2 Small Offices
Grade Level Door
Fenced Outside Storage
Design District Location",1 Space,TX,For Lease,Flex,"[('Dallas Love Field Airport', '13 min drive', '5.1 mi'), ('Dallas/Fort Worth International Airport', '24 min drive', '18.4 mi'), ('Port of Shreveport', '218 min drive', '199.7 mi'), ('DALLAS TRANSFER AND TERMINAL WAREHOUSE-DALLAS-TX', '9 min drive', '5.0 mi')]",
14001 Interdrive W,Fenced Lot,"16,850 SF",Houston,"Rental Rate,$9.36 /SF/YR,Rentable Building Area,16,850 SF,Property Type,Industrial,Year Built,2003,Property Subtype,Warehouse,Cross Streets,Maximilian",,,2/14/2020,18524520,$0.78 SF/Mo,,Industrial,"16,850 SF","Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition,Includes 2,400 SF of dedicated office space,On ±1.64 Aces with Fenced & Paved Outside Storage","ImmediateAccesstoI-45,HardyTollRoad, Beltway 8 & Bush Intercontinental Airport",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '12 min drive', '6.6 mi'), ('William P. Hobby Airport', '43 min drive', '25.5 mi'), ('Ellington Field Airport', '54 min drive', '37.0 mi'), ('Port of Houston', '30 min drive', '19.7 mi'), ('THOMPSON CARGO SPECIALISTS, INC.-HOUSTON-TX', '23 min drive', '11.4 mi')]",
32211 Tamina Rd,,"5,000 SF",Magnolia,"Rental Rate,$10.80 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,2014,Property Subtype,Warehouse",,,2/14/2020,18524541,$0.90 SF/Mo,,Industrial,"5,000 SF","Rate includes utilities, building services and property expenses,Space is in Excellent Condition,5 Drive Ins","This 5,000 SF warehouse features:
– Superb location near The Woodlands in “new” Magnolia
– Ideal for small/med size manufacturing or contract services company
– Built in 2014
– No HVAC
– Single-tenant
– Ceiling height in the middle is 20’9?
– Eave height is ~16'
– Five roll-up doors each 12' W x 14' H
– 2 restrooms
– 20 parking spaces
– Tenant pays for yard maintenance, parking lot cleaning & utilities.",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '42 min drive', '33.1 mi'), ('Port of Houston', '62 min drive', '48.8 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '32 min drive', '21.4 mi')]","Lighting,Water,Sewer - Septic Field"
1333 Buena Vista St,"24 Hour Access,Bus Line,Courtyard,Fenced Lot,Signage,Air Conditioning","15,000 SF",San Antonio,"Rental Rate,$18.72 /SF/YR,Rentable Building Area,15,000 SF,Property Type,Industrial,Year Built,1927,Property Subtype,Warehouse,Cross Streets,Alazan S","Beautiful downtown Views,Original hardwood floors,Tons of natural light in this corner space,Extremely high ceilings",,2/15/2020,18531505,$1.56 SF/Mo,"Warehouse 5 is a former uniform factory built in 1929, that has been redeveloped into a business community of loft spaces for creative people from artisans to entrepreneurs and professionals. The environment created here has attracted some of the most unique and creative  minds in our city. The building resonates this amazing, and very cool, peaceful vibe, but the community built within its walls give it its real soul.",Industrial,930 SF,"Rate includes utilities, building services and property expenses,12' Finished Ceilings,Fits 3 - 8 People,Space is in Excellent Condition",,1 Space,TX,For Lease,Office/Retail,"[('San Antonio International Airport', '15 min drive', '9.0 mi'), ('Calhoun Port', '191 min drive', '153.3 mi'), ('BIG TEX GRAIN CO.', '5 min drive', '2.2 mi')]",
621 Aurora Business Park Dr,Fenced Lot,"60,000 SF",Conroe,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,60,000 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse","Close to Highway 105,Minutes from I-45,Right off FM 3083",,2/17/2020,18551332,$0.75 SF/Mo,"60,000 SF WAREHOUSE WITHIN CLOSE PROXIMITY TO LOOP 336, HIGHWAY 105, FM 3083, AND WITHIN A FEW MINUTES FROM I-45!",Industrial,"60,000 SF","Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition","60,000 SF WAREHOUSE WITH 2,200 SF OF OFFICE SPACE IN CONVENIENT LOCATION! CLIMATE CONTROLLED, 3 PHASE POWER, PARTIALLY CRANE SERVED, OVERHEAD 3 CRANES, 2 JIB CRANES, LOTS OF YARD SPACE!",1 Space,TX,For Lease,Industrial,"[('Houston George Bush Intercontinental Airport', '43 min drive', '35.8 mi'), ('Port of Houston', '63 min drive', '51.6 mi'), ('UNION PACIFIC BULK TAINER SERVICE-SPRING-TX', '33 min drive', '24.2 mi')]",
