address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
515 Richland Hills Dr,"24 Hour Access,Front Loading,Signage,Storage Space","32,352 SF",San Antonio,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,32,352 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Warehouse","ENERGY EFFICIENT NEW CONSTRUCTION,$6.00/SF/YR NNN  + 2.5% ANNUAL INCREASES,HIGH-PILE STORAGE READY,OWNER-MANAGED, DEED RESTRICTED,OPEX $2.40/SF/YR,ESFR SPRINKLER SYSTEM",,11/30/2017,10812139,$0.50 SF/Mo,"Richland Hills Business Park is a brand new tilt wall industrial development. One building fully leased. One building of 32,256 SF remaining.  Move-in ready.  Divisible to 16,174 SF.  Loading dock in the rear. Features include LED Lighting, 24' Clear Height, 10' x 12' Grade Level Front Load Doors, Dock High Truck Well,  480 volt/3 Phase Electric.
Spec Office space of 1,664 SF, includes lobby, 3 private offices, large open office, room  men’s and women’s restrooms.",Industrial,"16,174 SF","New space, never previously occupied,8 Drive Ins,Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition",Unit can be ready 120 days (minimum) from date of signing.,1 Space,TX,For Lease,Industrial,,"Lighting,Water,Sewer"
4923 Corner Pky,,"140,400 SF",San Antonio,"Rental Rate,$5.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,35,000 SF,Rentable Building Area,140,400 SF,Property Type,Industrial,Year Built,2019",,,4/20/2018,12328194,$0.42 SF/Mo,,Industrial,"35,000 - 140,400 SF","New space, never previously occupied,Lease rate does not include utilities, property expenses or building services",,1 Space,TX,For Lease,Industrial,,
2901 N 18th St,Skylights,"57,701 SF",Philadelphia,"Rental Rate,$5.00 /SF/YR,Property Subtype,Warehouse,Industrial Distribution,Industrial Manufacturing,Min. Divisible,5,000 SF,Rentable Building Area,57,701 SF,Property Type,Industrial,Year Built,1929","Opportunity to customize the industrial space to meet specific needs.,The property is located less than 2 miles from Temple Univeristy.",,7/18/2017,8238941,$0.42 SF/Mo,"25,000 square feet of space still available. The spaces can be divided down to a minimum of 5,000 SqFt and the owner will allow customizing. It is in an ideal location within an industrial park. It is located close to Temple (blocks from Broad and Lehigh).",Industrial,"5,000 - 25,300 SF","Lease rate does not include utilities, property expenses or building services,2 Loading Docks","25,000 Square Foot warehouse with double loading dock available for immediate lease. High ceilings, skylights, divisible to 5,000 sf. Build to suit. Near Temple University.",1 Space,PA,For Lease,Industrial,"[('North Philadelphia Transit Stop', '(R7, R8)', '10 min walk'), ('0.5 mi', 'North Philadelphia Transit Stop', '12 min walk'), ('0.6 mi', 'Allegheny (BSS) Transit Stop', '13 min walk'), ('0.7 mi', 'Allegheny Transit Stop', '(R6)'), ('13 min walk', '0.7 mi', 'North Broad Transit Stop'), ('(R1, R2, R3, R5, R6, R7, R8)', '15 min walk', '0.7 mi'), ('Philadelphia 30th Street Commuter Rail (Atlantic City Line)', '11 min drive', '4.6 mi'), ('Philadelphia International Airport', '27 min drive', '13.5 mi'), ('Trenton Mercer Airport', '51 min drive', '32.4 mi'), ('Port of Philadelphia', '12 min drive', '4.8 mi'), ('CONRAIL-PHILADELPHIA-PA-2001 MARKE', '10 min drive', '4.1 mi')]",
2440 E Venango St,,"51,000 SF",Philadelphia,"Rental Rate,$3.95 /SF/YR,Rentable Building Area,51,000 SF,Property Type,Industrial,Year Built,1955,Property Subtype,Warehouse,Showroom","Frontage on Gaul St, Cedar St and Venango St,ZONING - ICMX,LOADING - Six doors total,TAXES - $14,706.30 (2018 Estimated)",,8/3/2017,8480540,$0.33 SF/Mo,"51,,000 SF of prime retail/warehouse space situated on 1.9 acres with access on both Cedar St and Venango St.
Conveniently located just off of Aramingo Avenue, providing fast access to Interstate 95, center city Philadelphia, and the Betsy Ross and Ben Franklin Bridges into New Jersey.",Industrial,"51,000 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,PA,For Lease,Industrial,"[('Richmond and Westmoreland Transit Stop', '16 min walk', '0.8 mi'), ('Tioga Transit Stop', '19 min walk', '1.0 mi'), ('Philadelphia 30th Street Commuter Rail (Atlantic City Line)', '13 min drive', '6.9 mi'), ('Cherry Hill Commuter Rail (Atlantic City Line)', '17 min drive', '9.6 mi'), ('Philadelphia International Airport', '25 min drive', '15.3 mi'), ('Trenton Mercer Airport', '44 min drive', '29.5 mi'), ('Port of Philadelphia', '4 min drive', '1.5 mi'), ('NS-PHILADELPHIA-PA-3715 E. TH', '2 min drive', '0.5 mi')]","Water - City Water,Sewer - City Sewer"
2400-2402 Brockton St,Signage,"40,018 SF",San Antonio,"Rental Rate,$4.20 /SF/YR,Rentable Building Area,40,018 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Distribution",,,12/5/2019,17877813,$0.35 SF/Mo,,Industrial,"20,000 SF","Sublease space available from current tenant,Includes 1,500 SF of dedicated office space,1,500 SF Office,1 Dock-High Door with Ramp,Abundance of Parking,Lease rate does not include utilities, property expenses or building services,3 Loading Docks,2 Dock-High Doors,18' Clear Height,Sublease Term Through April 2023",,1 Space,TX,For Lease,Industrial,"[('San Antonio International Airport', '6 min drive', '2.5 mi'), ('Calhoun Port', '202 min drive', '161.1 mi'), ('FITE DISTRIBUTION SERVICES COMPANY-SAN ANTONIO-TX', '18 min drive', '11.4 mi')]",
4846 Whirlwind St,"Fenced Lot,Signage,Recessed Lighting,Fluorescent Lighting,Air Conditioning","8,009 SF",San Antonio,"Rental Rate,$10.44 /SF/YR,Rentable Building Area,8,009 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse",CLEAN! Fresh paint inside/out with newly renovated offices. Ready to move in. Just north of Loop 410 at I35 interchange. Easy access to Wurzbach Pkwy.,,6/11/2019,17948498,$0.87 SF/Mo,"CLEAN, CLEAN, CLEAN! Great location just north of Loop 410 at I35 interchange with easy access to Wurzbach Parkway. This all masonry building is ready to move in. Offices updated in 2019 with new paint, ceiling tile, recessed lighting, hardware, carpet, HVAC system, and water heater. The 1054sf office space includes a reception area, two restrooms, coffee bar, and three offices. One office can be easily divided if needed. Plenty of room and easy configuration to add additional office space, if needed. Warehouse space is freshly painted, outfitted with plenty of fully functioning fluorescent lighting, and two recently serviced suspended gas heaters. The side grade level rollup door is 14'w X 11'4""h. Rear grade level rollup doors are 12' X 12' and 12'w X 11'6""h. The building exterior has been freshly painted and all security lighting updated. All exterior surfaces are either asphalt or concrete. Rear 10,400sf storage yard (100' wide X 104' deep)is fully fenced with either new or repaired chain link and barbed wire.",Industrial,"8,009 SF","Lease rate does not include utilities, property expenses or building services,3 Drive Ins,Central Air and Heating,Reception Area,Drop Ceilings,Natural Light,Includes 1,054 SF of dedicated office space,Space is in Excellent Condition,Partitioned Offices,Private Restrooms,Recessed Lighting",,1 Space,TX,For Lease,Industrial,"[('San Antonio International Airport', '10 min drive', '6.2 mi'), ('Calhoun Port', '198 min drive', '158.3 mi'), ('FITE DISTRIBUTION SERVICES COMPANY-SAN ANTONIO-TX', '10 min drive', '6.5 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
12625 Wetmore Rd,,"51,706 SF",San Antonio,"Rental Rate,$7.98 /SF/YR,Rentable Building Area,51,706 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Distribution",,,12/12/2019,17948637,$0.67 SF/Mo,,Industrial,"10,148 SF","Sublease space available from current tenant,Includes 2,177 SF of dedicated office space,Space is in Excellent Condition,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,4 Loading Docks",,1 Space,TX,For Lease,Industrial,"[('San Antonio International Airport', '10 min drive', '4.6 mi'), ('Calhoun Port', '205 min drive', '161.9 mi'), ('FITE DISTRIBUTION SERVICES COMPANY-SAN ANTONIO-TX', '17 min drive', '10.2 mi')]",
11618 Nacogdoches Rd,,"34,500 SF",San Antonio,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,34,500 SF,Min. Divisible,12,500 SF,Year Built,2011,Property Type,Industrial","Convenient Access to I-35 and Loop 1604,Fenced lot with automatic gated entrance,Clear Span,Situated on 4 acres with 34,500 total building SF,3 Phase Power",,12/16/2019,17979354,$0.50 SF/Mo,"The property is comprised of 4 separate office/warehouse spaces - 2,000 SF office, (2) 10,000 SF warehouses, and 12,500 SF warehouse. Great opportunity for an automotive shop, manufacturing or distribution facility, or construction trade businesses. Will divide and lease seperately: 12,500 SF building or 22,000 SF warehouse/office buildings.",Industrial,"12,500 - 34,500 SF","Lease rate does not include utilities, property expenses or building services,Includes 2,000 SF of dedicated office space",,1 Space,TX,For Lease,Industrial,,"Water - City Water,Sewer - City Sewer"
9520 S Presa St,"Fenced Lot,Yard,Storage Space","8,500 SF",San Antonio,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,8,500 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Manufacturing","1 truck well,1,500 SF office available on-site,Ample on-site indoor & outdoor storage",,12/16/2019,17975342,$1.00 SF/Mo,"The property includes a 6,300 SF warehouse, with 1 truck well, and a former 1,500 SF apartment unit that is perfect as a renovated office. The property is located at the lighted intersection of S. Presa Road & the Loop 410 access road.",Industrial,"1,500 - 7,800 SF","Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,Central Air Conditioning,Shower Facilities,Mostly Open Floor Plan Layout,Kitchen","The space was formerly an apartment unit, which is now perfect for a small 1,500 SF office space.",2 Spaces,TX,For Lease,"Office, Industrial","[('San Antonio International Airport', '22 min drive', '16.6 mi'), ('Calhoun Port', '180 min drive', '143.3 mi'), ('PCI TRANSPORTATION, INC.-SAN ANTONIO-TX', '11 min drive', '5.3 mi')]",
8418 Speedway Dr,"Bus Line,Fenced Lot,Signage","4,880 SF",San Antonio,"Rental Rate,$10.80 /SF/YR,Rentable Building Area,4,880 SF,Property Type,Industrial,Year Built,1967,Property Subtype,Warehouse","EXCELLENT NORTH CENTRAL LOCATION ON LOOP 410 IN BETWEEN IH-10 AND HWY 281,FENCED YARD,FIVE OVERHEAD DOORS",,1/13/2020,18175365,$0.90 SF/Mo,"4,880 SF BUILDING WITH A HIGHLY DESIRABLE LOCATION. THIS FRESHLY PAINTED BUILDING IS READY FOR OCCUPANCY. THE BUILDING CONSIST OF 4,880 SF MADE UP OF 1,000 SF OF OFFICE AND THE BALANCE BEING 15' CLEAR WAREHOUSE. OFFICE IS COMPRISED OF A OPEN RECEPTION AREA AT ENTRY, TWO OFFICES AND A RESTROOM. THE WAREHOUSE HAS A TOTAL OF FIVE 10'x12' OVERHEAD DOORS. ONE FACES THE STREET AND THE OTHERS FACE THE FENCED YARD. THE FENCED YARD IS 5,000 SF AND HAS A THREE CAR COVERED PARKING AREA.",Industrial,"4,880 SF","Lease rate does not include utilities, property expenses or building services,5 Drive Ins,Includes 1,000 SF of dedicated office space",,1 Space,TX,For Lease,Industrial,"[('San Antonio International Airport', '7 min drive', '3.9 mi'), ('Calhoun Port', '202 min drive', '162.2 mi'), ('UP-SAN ANTONIO-TX-1205 SHERM', '16 min drive', '9.9 mi')]",
1011 N Frio St,"Bus Line,Fenced Lot","65,730 SF",San Antonio,"Rental Rate,$4.75 /SF/YR,Rentable Building Area,65,730 SF,Property Type,Industrial,Year Built,1981,Property Subtype,Warehouse,Cross Streets,Arbor Place",,,1/14/2020,18180677,$0.40 SF/Mo,,Industrial,"65,730 SF","Lease rate does not include utilities, property expenses or building services,3 Drive Ins,Located in an Opportunity Zone,3 Grade Level Doors & 4 Dock-High Doors,Heavy Power 220/480v 3 Phase/450 Amps,Includes 21,111 SF of dedicated office space,4 Loading Docks,30 Feet Clear Height,86 Parking Spaces & Fenced Truck Court,Year Built - 1981",,1 Space,TX,For Lease,Industrial,"[('San Antonio International Airport', '14 min drive', '8.0 mi'), ('Calhoun Port', '193 min drive', '153.6 mi'), ('BIG TEX GRAIN CO.', '7 min drive', '2.6 mi')]",
218 W Rhapsody Dr,"Fenced Lot,Signage","5,000 SF",San Antonio,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,5,000 SF,Property Type,Industrial,Year Built,1968,Property Subtype,Service","GREAT NORTH CENTRAL LOCATION IN BEACON CIRCLE,AMPLE ROLL UP DOORS,100% FULLY HVAC SPACE,FENCED YARD",,1/15/2020,18202010,$1.00 SF/Mo,"GREAT NORTH CENTRAL BUILDING LOCATED IN THE COVETED BEACON CIRCLE AREA. THIS BUILDING IS 5,000 SF OF FULLY AIR CONDITIONED SPACE. IT IS A VERY OPEN CONCEPT THAT LENDS ITSELF TO EITHER A OPEN SHOWROOM OR A AIR CONDITIONED MANUFACTURING/WORK AREA. THE BUILDING ALSO HAS A FENCED 9,000 SF YARD ALLOWING OUTDOOR STORAGE. LOCATION, LOCATION, LOCATION!!! THIS BUILDING HAS EASY ACCESS TO ALL PARTS OF METRO SAN ANTONIO VIA HWY 281, LOOP 410, LOOP 1604 AND WURZBACH HIGHWAY.",Industrial,"5,000 SF","Lease rate does not include certain property expenses,3 Drive Ins,Includes 500 SF of dedicated office space,Space is in Excellent Condition",,1 Space,TX,For Lease,Industrial,"[('San Antonio International Airport', '6 min drive', '2.4 mi'), ('Calhoun Port', '202 min drive', '161.9 mi'), ('FITE DISTRIBUTION SERVICES COMPANY-SAN ANTONIO-TX', '20 min drive', '13.3 mi')]",
1217 W Hatcher Rd,,"37,310 SF",Phoenix,"Rental Rate,$9.60 /SF/YR,Rentable Building Area,37,310 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",,,3/31/2020,18077679,$0.80 SF/Mo,,Industrial,800 SF,"Listed rate may not include certain utilities, building services and property expenses",,1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '29 min drive', '16.7 mi'), ('Port of San Diego', '407 min drive', '361.5 mi'), ('BNSF-PHOENIX INTERMODAL FACILITY', '20 min drive', '8.8 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
2239 N Black Canyon Hwy,"Fenced Lot,Signage,Yard","57,705 SF",Phoenix,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,57,705 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Manufacturing",May be leased with 2.61 acres of land on NWC Black Canyon Highway,,1/24/2019,18095252,$0.50 SF/Mo,,Industrial,"57,705 SF","Lease rate does not include utilities, property expenses or building services,14 Drive Ins,Includes 15,000 SF of dedicated office space",May be leased with the 2.61 acres of land on NWC Black Canyon HWY. APN:110-48-018,1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '18 min drive', '11.0 mi'), ('Port of San Diego', '395 min drive', '353.5 mi'), ('METRO GROUP, INC.-PHOENIX-AZ', '3 min drive', '1.1 mi')]",
3011 E Broadway Ave,,"250,582 SF",Phoenix,"Rental Rate,$6.60 /SF/YR,Rentable Building Area,250,582 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse,Cross Streets,32nd St",,,1/9/2020,18137548,$0.55 SF/Mo,,Industrial,"18,136 SF","Sublease space available from current tenant,6 Loading Docks,Listed rate may not include certain utilities, building services and property expenses","- Ideal for overflow storage 
- Central location 
- Demise with chain-link fence 
- No access to offices 

",1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '11 min drive', '5.1 mi'), ('Port of San Diego', '404 min drive', '361.6 mi'), ('UP-PHOENIX-AZ', '10 min drive', '5.2 mi')]",
4708 E Van Buren St,Fenced Lot,"8,300 SF",Phoenix,"Rental Rate,$11.40 /SF/YR,Rentable Building Area,8,300 SF,Property Type,Industrial,Year Built,1961,Property Subtype,Warehouse",,,1/15/2020,18196501,$0.95 SF/Mo,,Industrial,"2,400 - 8,300 SF","Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 8,300 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 8,300 SF of adjacent space,Fully Built Out as Standard Office","Large flex warehouse space.  Large work bay (currently Auto Detailing business, short term lease, do not disturb tenant).  Two roll-up doors (tenant has a shipping container immediately outside of one roll-up door). Kitchen shall be remodeled prior to occupancy. A portion of the suite was formerly an ambulance station, so that space is built as office with residential feel; it has a fireplace and patio. TI dollars available.,Built-out as office, with an attached carport and fenced/gated yard behind the suite/building.  Has access to neighboring suite.",2 Spaces,AZ,For Lease,"Office/Retail, Flex","[('44th St/Washington Transit Stop', '(METRO Light Rail)', '13 min walk'), ('0.7 mi', 'Phoenix Sky Harbor International Airport', '7 min drive'), ('3.0 mi', 'Port of San Diego', '404 min drive'), ('360.6 mi', 'UP-PHOENIX-AZ', '9 min drive'), ('4.7 mi',)]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating"
23025 N 15th Ave,"Security System,Skylights","29,610 SF",Phoenix,"Rental Rate,$11.04 /SF/YR,Rentable Building Area,29,610 SF,Property Type,Industrial,Year Built,2000,Property Subtype,Warehouse",,,1/16/2020,18212803,$0.92 SF/Mo,,Industrial,"3,180 SF","Listed rate may not include certain utilities, building services and property expenses",,1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '42 min drive', '28.5 mi'), ('Port of San Diego', '413 min drive', '368.8 mi'), ('BNSF-PHOENIX INTERMODAL FACILITY', '30 min drive', '17.9 mi')]","Water - City Water,Sewer - City Sewer,Heating"
4211 E Elwood St,,"15,000 SF",Phoenix,"Rental Rate,$8.64 /SF/YR,Rentable Building Area,15,000 SF,Property Type,Industrial,Year Built,1975,Property Subtype,Warehouse",,,1/22/2020,18265827,$0.72 SF/Mo,,Industrial,"1,994 SF","Listed rate may not include certain utilities, building services and property expenses",,1 Space,AZ,For Lease,Industrial,"[('Phoenix Sky Harbor International Airport', '10 min drive', '3.5 mi'), ('Port of San Diego', '406 min drive', '362.3 mi'), ('UP-PHOENIX-AZ', '11 min drive', '6.0 mi')]",
