address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
139 Zimmerman Ln,Air Conditioning,"4,400 SF",Langhorne,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,4,400 SF,Property Type,Industrial,Year Built,1940,Property Subtype,Warehouse",,,12/2/2019,17849455,$0.83 SF/Mo,"A free standing warehouse facility with mezzanine available for immediate occupancy. The building is comprised of a 4,400 square feet of warehouse space with (1) loading dock and (1) overhead drive-in door. Present allocation includes warehouse space, showroom, and office. The property is located in M 1 - Light Manufacturing district which permits a multitude of uses, by right. The property is centrally located with easy access to PA Turnpike, I-95 & U.S. Highway 1. It is approximately a 30 minute drive to Philadelphia and Central and South New Jersey.",Industrial,"4,400 SF","Listed rate may not include certain utilities, building services and property expenses,Central Air Conditioning,1 Loading Dock","The building is comprised of a 4,400 square feet of warehouse space with (1) loading dock and (1) overhead drive-in door.",1 Space,PA,For Lease,Industrial,"[('Trenton Mercer Airport', '23 min drive', '13.9 mi'), ('Philadelphia International Airport', '48 min drive', '31.4 mi'), ('Port of Philadelphia', '28 min drive', '17.8 mi'), ('Hartwell Warehouse Incorporated', '8 min drive', '3.8 mi')]",
1979 Stout Dr,,"15,075 SF",Warminster,"Rental Rate,$7.95 /SF/YR,Rentable Building Area,15,075 SF,Property Type,Industrial,Year Built,1989,Property Subtype,Warehouse",,,12/4/2019,17871341,$0.66 SF/Mo,,Industrial,"3,578 SF","Listed rate may not include certain utilities, building services and property expenses",Additional 500 SF of Mezzanine space that in not included within the total square footage. Mezzanine can be taken down.,1 Space,PA,For Lease,Industrial,"[('Trenton Mercer Airport', '34 min drive', '18.5 mi'), ('Philadelphia International Airport', '58 min drive', '34.3 mi'), ('Port of Philadelphia', '37 min drive', '20.5 mi'), ('REFIGERATED FOOD DISTRIBUTORS, INC.-PHILDELPHIA-PA', '23 min drive', '12.4 mi')]","Gas - Propane,Water - Well,Sewer - County Sewer,Heating - Gas"
1070-1078 Horsham Rd,Air Conditioning,"164,740 SF",Montgomeryville,"Rental Rate,$6.95 /SF/YR,Property Subtype,Warehouse,Min. Divisible,67,944 SF,Rentable Building Area,164,740 SF,Property Type,Industrial,Year Built,1990",,,12/5/2019,17878810,$0.58 SF/Mo,"This 164,740 SF light industrial building is located near State Route 202 and 309. The building features 16 tailgates with levelers, two drive-ins, approximately 400 parking spaces, T-5 florescent lighting, 3 phase power. There is also 5,500 SF of office space which are accompanied with ada restrooms.",Industrial,"67,944 - 164,740 SF","Lease rate does not include utilities, property expenses or building services,Private Restrooms,Includes 5,000 SF of dedicated office space","Nappen & Associates is offering 164,740 SF of divisible industrial space for lease.",1 Space,PA,For Lease,Industrial,"[('Trenton Mercer Airport', '49 min drive', '33.0 mi'), ('Philadelphia International Airport', '55 min drive', '33.7 mi'), ('Port of Philadelphia', '36 min drive', '21.9 mi'), ('LANSDALE WAREHOUS CO., INC.-LANSDALE-PA', '9 min drive', '3.9 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
20331 Paint Blvd,,"11,000 SF",Shippenville,"Rental Rate,$4.04 /SF/YR,Rentable Building Area,11,000 SF,Property Type,Industrial,Year Built,1982,Property Subtype,Warehouse","This industrial facility includes 11,000 total square feet of office, warehousing, showroom, and service/light manufacturing space.,Located 2 miles from Interstate 80",,12/10/2019,17928104,$0.34 SF/Mo,"Available for Lease, this industrial facility includes 11,000 total square feet of office, warehousing, showroom, and service/light manufacturing space situated on 2 acres in Paint Township, Shippenville, PA. Conveniently located off PA Route 66 and just minutes from Interstate 80, this site includes room for indoor/outdoor storage and abundant parking. Utilities are Electric Circuit Break 200 Amp and Natural Gas. Water is well water. Industrial/warehouse space includes 5 loading docks and 1 drive-in door with 12 foot ceilings, to square. This multi-use facility was previously occupied by Air Contract Transport (ACT) for overnight distribution of wholesale automotive parts. Outside of building was recently painted.",Industrial,"11,000 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,5 Loading Docks,2 miles from Interstate 80,Includes 780 SF of dedicated office space,Space is in Excellent Condition,11,000 sf of space available for lease","Available for Lease, this industrial facility includes 11,000 total square feet of office, warehousing, showroom, and service/light manufacturing space situated on 2 acres in Paint Township, Shippenville, PA. Conveniently located off PA Route 66 and just minutes from Interstate 80, this site includes room for indoor/outdoor storage and abundant parking. Utilities are Electric Circuit Break 200 Amp and Natural Gas. Water is well water. Industrial/warehouse space includes 5 loading docks and 1 drive-in door with 12 foot ceilings, to square. This multi-use facility was previously occupied by Air Contract Transport (ACT) for overnight distribution of wholesale automotive parts. Outside of building was recently painted.",1 Space,PA,For Lease,Industrial,"[('Port of Baltimore', '338 min drive', '269.6 mi'), ('Freeport Terminals', '74 min drive', '48.5 mi')]",Gas
1154 Industrial Park Rd,,"27,850 SF",Vandergrift,"Rental Rate,$4.00 /SF/YR,Rentable Building Area,27,850 SF,Property Type,Industrial,Year Built,1995,Property Subtype,Warehouse","Generous parking + excellent tractor-trailer,All public utilities",,12/12/2019,17950379,$0.33 SF/Mo,,Industrial,"27,768 SF","Lease rate does not include utilities, property expenses or building services,Central Air Conditioning,Private Restrooms,Includes 5,200 SF of dedicated office space,Kitchen","Warehouse: 21,800 SF
(20,000 SF @ 14.5’ clear span)
Insulated steel with standing seam metal roof
Three (3) 10’x10’ dock high doors with bumpers & seals; two (2) with EOD levelers
Two (2) drive-in doors; 14’x14’ & 12’x12’
Metal halide lighting
Heat: High efficiency Thermo-Cycler air turnover unit
Electric: 400 amp / 600 V
3-45 kVA step downs
Break room, restrooms and shop offices
Office: 5,200 SF
Numerous offices / large break room
Heated & cooled / fluorescent lighting
Carpet, vinyl tile, hardwood floors
Free standing storage shed: 768 SF",1 Space,PA,For Lease,Industrial,"[('Port of Baltimore', '299 min drive', '249.5 mi'), ('RAM Terminals', '25 min drive', '13.5 mi')]",
411 Nina Way,"24 Hour Access,Signage,Storage Space","19,950 SF",Warminster,"Rental Rate,$9.25 /SF/YR,Rentable Building Area,19,950 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction","7 Unit Warehouse/office Building. 2850 SF each unit.,Office Space heated & air conditioned,LED Lighting in Office & Warehouse,Insulated and Waterproof Block Building,Warehouse & office gas heated,30 Ft. W. Warehouse Driveway, 25Ft. W. Office Driveway",,1/30/2020,17975603,$0.77 SF/Mo,"Industrial Flex Space - Warminster, Bucks County PA 
Situated in a quiet Industrial Center, Street Road Industrial Park, on Nina Way off of Mearns Rd. between Street Road and Bristol Road.
www.locort.com",Industrial,"19,950 SF","Listed lease rate plus proportional share of utilities,Space is in Excellent Condition,Includes 485 SF of dedicated office space,Listed lease rate plus proportional share of utilities,Space is in Excellent Condition,Includes 485 SF of dedicated office space,Listed lease rate plus proportional share of utilities,Space is in Excellent Condition,Includes 485 SF of dedicated office space,Listed lease rate plus proportional share of utilities,Space is in Excellent Condition,Includes 485 SF of dedicated office space,Listed lease rate plus proportional share of utilities,Space is in Excellent Condition,Includes 485 SF of dedicated office space,Listed lease rate plus proportional share of utilities,Space is in Excellent Condition,Includes 485 SF of dedicated office space,New space, never previously occupied,Includes 485 SF of dedicated office space,Listed lease rate plus proportional share of utilities,Space is in Excellent Condition","New Office Space approximately 485 SF. with entry to warehouse.  Heated, Air Condition, & WIFI available.",7 Spaces,PA,For Lease,Flex,"[('Trenton Mercer Airport', '36 min drive', '20.3 mi'), ('Philadelphia International Airport', '55 min drive', '32.0 mi'), ('Port of Philadelphia', '34 min drive', '18.9 mi'), ('REFIGERATED FOOD DISTRIBUTORS, INC.-PHILDELPHIA-PA', '20 min drive', '10.8 mi')]","Gas - Natural,Water - County Water,Sewer - County Sewer"
31 Oak Ave,"24 Hour Access,Bio-Tech/ Lab Space,Buss Ducts,Commuter Rail,Fenced Lot,Security System,Yard,Air Conditioning","119,000 SF",Chalfont,"Rental Rate,$13.00 - $16.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,1,000 SF,Rentable Building Area,119,000 SF,Property Type,Industrial,Year Built,1970",,,3/24/2020,17986081,$1.08 - $1.33 SF/Mo,"Large, spacious, Professional office suites for your business located in Chalfont, Bucks County. Size of Size of office suites range from 2000sf to 8000sf. Over a million dollars in renovations currently under way to make this office the perfect office for your company. Total renovations inside and outside including. Ideal for start-ups and growing businesses. May permitted uses, including Professional Office, General Office,  Medical, Recreation facility, Veterinary, Research, Printing, contracting, Medical Marijuana dispensary/processor, plus many more uses. This tranquil park setting is perfect for your company. Easy access to Routes 202, 309, 152, 463. Close to Doylestown, Montgomeryville, Warrington, Hilltown, Hatfield and Souderton.",Industrial,"1,000 - 28,500 SF","Rate includes utilities, building services and property expenses,Listed lease rate plus proportional share of utilities,Partitioned Offices,Central Air and Heating,Kitchen,Wi-Fi Connectivity,Drop Ceilings,Natural Light,Automatic Blinds,Mostly Open Floor Plan Layout,Conference Rooms,Reception Area,Laboratory,Fully Carpeted,Recessed Lighting,After Hours HVAC Available","All-inclusive professional turn key office suites for your business located in Chalfont, Bucks County. Size of suites range from 800 sf up to just under 20,000 sf as a full floor. Over $1 million in upgrades to the properties for capital projects and improvements , including common area overhaul, replacement of HVAC and more. Generous budget available for tenant improvements and leasing commissions. Open to offers for a full building lease or purchase.  Ideal for start-ups and growing businesses. This tranquil corporate park setting is perfect for your company. Close to banks, restaurants and fitness and shopping. Easy access to Route 309 and Route 202, 152.. Close to Doylestown, Montgomeryville and Hilltown.",2 Spaces,PA,For Lease,Office,"[('Chalfont Transit Stop', '(R5)', '13 min walk'), ('0.6 mi', 'Trenton Mercer Airport', '49 min drive'), ('28.2 mi', 'Lehigh Valley International Airport', '59 min drive'), ('35.9 mi', 'Philadelphia International Airport', '60 min drive'), ('37.8 mi', 'Port of Philadelphia', '41 min drive'), ('26.0 mi', 'LANSDALE WAREHOUS CO., INC.-LANSDALE-PA', '11 min drive'), ('5.3 mi',)]","Lighting,Water - City Water,Sewer - City Sewer,Heating - Gas"
402 Cheryl Ave,"24 Hour Access,Skylights","55,000 SF",Mechanicsburg,"Rental Rate,$3.95 /SF/YR,Rentable Building Area,55,000 SF,Property Type,Industrial,Year Built,1955,Property Subtype,Warehouse",,,12/20/2019,18016099,$0.33 SF/Mo,"Located one mile off of the Carlisle Pike in Mechanicsburg.  Previous tenants found it a great fit for a pick and pack facility.  We have some shelving to provide with the space.  It is easily divisible into a 15,000 sq. ft. lease. Utilities Paid! (Heat provided up to 50 degrees)  Warmer space is negotiable.",Industrial,"15,000 SF","Rate includes utilities, building services and property expenses,3 Loading Docks,Includes 300 SF of dedicated office space","Two 150' x 100' open space with two 150sq. ft. offices.  Three dock doors (One truck height/Two van height)  Landlord pays reasonable electric and heat up to 55 degrees.  (Warmer available at additional fee)  Sprinklered, 8.5' clear height to joists.",1 Space,PA,For Lease,Industrial,,"Lighting,Gas,Water,Sewer"
1900 NE 25th Ave,"24 Hour Access,Property Manager on Site,Storage Space,Fluorescent Lighting","52,951 SF",Hillsboro,"Rental Rate,$11.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,14,781 SF,Rentable Building Area,52,951 SF,Property Type,Industrial,Year Built,1985",,,3/3/2020,18727523,$0.92 SF/Mo,"Sunset West Business Park is located in Hillsboro, Oregon, near the Hillsboro Airport, Highway 26, Tualatin Valley Highway, and many local conveniences. We offer highly functional warehouse and office spaces with flexible lease terms, professional on-site management, and affordable rates. With a variety of space sizes, we can accommodate your current and future business needs.",Industrial,"14,781 - 33,283 SF","Lease rate does not include utilities, property expenses or building services,4 Drive Ins,Private Restrooms,12 x 12 / 12 x 16 Grade Level Roll-up Doors,Excellent Parking Availability,Includes 6,000 SF of dedicated office space,2 Loading Docks,Natural Light,Fire Sprinkler System,Truck wells","Great warehouse / distribution space with multiple grade level doors and truck wells.  Excellent parking. Close to Hillsboro Airport and Intel Jones Farm Campus.
This space is divisible to 14,781 SF or 18,502 SF.",1 Space,OR,For Lease,Industrial,"[('Portland International Airport', '47 min drive', '25.8 mi'), ('Port of Portland', '31 min drive', '17.8 mi'), ('STEWART STILES TRUCK LINE, INC.-CORNELIUS-OR', '14 min drive', '6.6 mi')]",
601 E Antler Ave,,"258,300 SF",Redmond,"Rental Rate,$5.88 /SF/YR,Rentable Building Area,258,300 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",,,3/5/2020,18757117,$0.49 SF/Mo,"M2 Zoned industrial buildings for lease in Redmond’s Industrial District. Grade level and dock high available. Heavy power available for large users. Up to 28,000 SF of contiguous space for lease. 100+ parking stalls. Excess land possibly available for storage on a ground lease basis.",Industrial,"12,000 - 40,000 SF","Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services","-600A/480V power, 3 phase
-3 overhead doors,-200A/480V power
-1 overhead door",2 Spaces,OR,For Lease,Industrial,"[('Roberts Field Airport', '9 min drive', '3.1 mi'), ('Port of Portland', '215 min drive', '148.2 mi'), ('ALBANY AND EASTERN RAILROAD CO.-LEBANON-OR', '164 min drive', '107.1 mi')]",
2300 Clements Ferry Rd,Signage,"25,000 SF",Charleston,"Rental Rate,$9.75 /SF/YR,Rentable Building Area,25,000 SF,Property Type,Industrial,Year Built,2002,Property Subtype,Warehouse",,,1/30/2020,18180079,$0.81 SF/Mo,"Class A Office/Warehouse unit located on Clements Ferry Road. Just 2 miles from I-526. This unit has many large offices with tons of natural light. The whole 12,360 sf space has 3 dock high doors. The 8,240 sf space has 2 dock high doors. There is additional parking in the rear.",Industrial,"8,240 SF","Lease rate does not include utilities, property expenses or building services,3 Loading Docks,Includes 6,180 SF of dedicated office space",,1 Space,SC,For Lease,Industrial,"[('Charleston International Airport', '23 min drive', '13.6 mi'), ('North Charleston Terminal', '10 min drive', '6.4 mi'), ('NOCS South Atlantic', '11 min drive', '6.6 mi')]","Water,Sewer,Heating - Electric"
108 N Shorecrest Rd,,"25,000 SF",Columbia,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,25,000 SF,Property Type,Industrial,Year Built,1986,Property Subtype,Warehouse",,,1/21/2020,18251506,$0.38 SF/Mo,"±15,000 SF on 1.41 Acres.  Zoning: M-1.  Close proximity to I-77! 2 dock-high doors, 4 on-grade doors. Ample parking available. Ceiling Heights: 20’ - 23’",Industrial,"5,000 SF","Lease rate does not include utilities, property expenses or building services,2 Loading Docks,4 Drive Ins","±5,000 SF Available in Suite A.  Located on 1.41 Acres.  Zoning: M-1.  Close proximity to I-77! 2 dock-high doors, 4 on-grade doors. Ample parking available. Ceiling Heights: 20’ - 23’",1 Space,SC,For Lease,Industrial,"[('Columbia Metropolitan Airport', '18 min drive', '12.0 mi'), ('North Charleston Terminal', '120 min drive', '105.5 mi'), ('THE STANDARD CORP.-WEST COLUMBIA-SC', '18 min drive', '10.1 mi')]",
