address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
4000 Bethel Ave,,"290,450 SF",Indianapolis,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,290,450 SF,Property Type,Industrial,Year Built,1930,Property Subtype,Warehouse","Outdoor storage available,New LED lighting,Zoned C-7",,8/10/2018,17481597,$0.29 SF/Mo,Warehouse,Industrial,"45,427 SF","Listed rate may not include certain utilities, building services and property expenses,6 Loading Docks",Built to suit office,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '28 min drive', '15.6 mi'), ('Virginia Port Authority - Richmond', '715 min drive', '629.3 mi'), ('ADM/COUNTRYMARK, INC.-INDIANAPOLIS-IN', '3 min drive', '0.9 mi')]","Lighting,Gas,Water - City Water,Sewer - City Sewer,Heating"
10501 E Washington St,,"18,160 SF",Indianapolis,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,18,160 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Service",,,10/31/2019,17595923,$0.83 SF/Mo,"Available SF: 2,720 SF
Lease Rate: $12.00 SF/YR
+ Two story office space
+ In the heart of retail
+ 2.75 miles East of I-465
+ Modified Gross Lease Rate",Industrial,"2,720 SF","Listed rate may not include certain utilities, building services and property expenses,Fits 7 - 22 People",,1 Space,IN,For Lease,Office,"[('Indianapolis International Airport', '41 min drive', '24.5 mi'), ('Virginia Port Authority - Richmond', '703 min drive', '620.0 mi'), ('AAA Warehouse', '13 min drive', '6.8 mi')]",
1111 E Nelson Ave,,"6,206 SF",Indianapolis,"Rental Rate,$2.71 /SF/YR,Rentable Building Area,6,206 SF,Property Type,Industrial,Year Built,1963,Property Subtype,Warehouse","I-65 nearby, near Fountain Square and Garfield Park",,11/1/2019,17607698,$0.23 SF/Mo,Formerly used for auto repair. Near art studio and park.,Industrial,"6,206 SF","Listed rate may not include certain utilities, building services and property expenses,Floor Drain, Overhead Door,Natural Light",rent is $1400/ month property is available for lease and sale,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '24 min drive', '13.7 mi'), ('Virginia Port Authority - Richmond', '715 min drive', '631.2 mi'), ('INDIANA RAIL ROAD COMPANY', '7 min drive', '3.0 mi')]",
3000 S Shelby St,"24 Hour Access,Bus Line,Front Loading,Property Manager on Site,Security System,Signage,Skylights,Yard","57,600 SF",Indianapolis,"Rental Rate,$4.25 /SF/YR,Rentable Building Area,57,600 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse",,,12/10/2019,17923762,$0.35 SF/Mo,,Industrial,"36,000 SF","Listed rate may not include certain utilities, building services and property expenses,2 Drive Ins,T5 warehouse lighting,Wet sprinklered,Includes 1,670 SF of dedicated office space,5 Loading Docks,Fire & security alarms,Outside and trailer storage",,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '25 min drive', '14.3 mi'), ('Virginia Port Authority - Richmond', '716 min drive', '631.7 mi'), ('INDIANA RAIL ROAD COMPANY', '9 min drive', '3.3 mi')]","Water - City Water,Sewer - City Sewer"
5602 Elmwood Ave,"Property Manager on Site,Signage,Shallow Bay","33,300 SF",Indianapolis,"Rental Rate,$7.55 /SF/YR,Rentable Building Area,33,300 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",,,10/19/2017,18177570,$0.63 SF/Mo,,Industrial,"1,200 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Includes 375 SF of dedicated office space,1 Loading Dock","Great for office/warehouse space with dock. Buildings are sprinkled.

Close to I 465 and I 74 in great Southside location.",1 Space,IN,For Lease,Industrial,,"Water - City Water,Sewer - City Sewer"
2825 N Arlington Ave,,"14,100 SF",Indianapolis,"Rental Rate,$7.50 /SF/YR,Rentable Building Area,14,100 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse","3,120 SF office with upstairs classroom,T-8 lighting with sensors,Racking and lift truck available for additional monthly cost",,1/23/2020,18272794,$0.63 SF/Mo,,Industrial,"14,100 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,T-8 lighting with sensors,Includes 3,120 SF of dedicated office space,2 Loading Docks",,1 Space,IN,For Lease,Industrial,"[('Indianapolis International Airport', '36 min drive', '20.9 mi'), ('Virginia Port Authority - Richmond', '705 min drive', '623.6 mi'), ('AAA Warehouse', '9 min drive', '4.6 mi')]",
5990 N Cajon Blvd,,"392,983 SF",San Bernardino,"Min. Divisible,100,000 SF,Rentable Building Area,392,983 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Distribution","36’ minimum warehouse clear height,4,000 amp power service,ESFR sprinkler system (K-25 heads),4 ground level doors",,2/13/2018,11580783,Rent Upon Request,Available for immediate occupancy.,Industrial,"100,000 - 392,983 SF","New space, never previously occupied,4 Drive Ins,Includes 3,489 SF of dedicated office space,87 Loading Docks",,1 Space,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '12 min drive', '8.3 mi'), ('Ontario International Airport', '29 min drive', '22.0 mi'), ('Southern California Logistics Airport', '47 min drive', '35.5 mi'), ('Port of Long Beach', '89 min drive', '73.2 mi'), ('BNSF-SAN BERNARDINO-CA', '12 min drive', '7.6 mi')]",
2449 E 5th St,,"73,073 SF",San Bernardino,"Property Type,Industrial,Year Built,2021,Property Subtype,Warehouse,Construction Status,Proposed,Rentable Building Area,73,073 SF",,,12/19/2019,18004363,Rent Upon Request,,Industrial,"34,720 - 73,012 SF","New space, never previously occupied,Can be combined with additional space(s) for up to 73,012 SF of adjacent space,Includes 2,070 SF of dedicated office space,New space, never previously occupied,1 Drive In Bay,3 Loading Docks,Includes 2,070 SF of dedicated office space,Can be combined with additional space(s) for up to 73,012 SF of adjacent space","3,830 of 2-Story Office Areas
Secured Service Yard with 8’ Concrete Screen Walls
 30’ Minimum Warehouse Clearance
 400 Amp Electrical Service for Each Unit (expandable)
 ESFR Sprinkler System
 85 Auto Parking Spaces
 Zoned IL (Industrial Light) & Airport Overlay District (AD-5),



3,830 of 2-Story Office Areas
Secured Service Yard with 8’ Concrete Screen Walls
 30’ Minimum Warehouse Clearance
 400 Amp Electrical Service for Each Unit (expandable)
 ESFR Sprinkler System
 85 Auto Parking Spaces
 Zoned IL (Industrial Light) & Airport Overlay District (AD-5)",2 Spaces,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '10 min drive', '4.6 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '16 min drive', '9.0 mi'), ('Ontario International Airport', '34 min drive', '23.8 mi'), ('Port of Long Beach', '89 min drive', '70.2 mi'), ('BNSF-SAN BERNARDINO-CA', '10 min drive', '5.4 mi')]",
285 E Mill St,"Fenced Lot,Signage,Air Conditioning","18,000 SF",San Bernardino,"Property Type,Industrial,Rentable Building Area,18,000 SF,Property Subtype,Service,Year Built,1982",,,4/1/2020,18887960,Rent Upon Request,,Industrial,"2,400 SF",,"±1,020 SF - 4,560 SF Units
Units Can Be Combined
14’ - 16’ Warehouse Clearance
Each Unit Has A Ground Level Roll-Up Door
Typical Office Space ±500 SF
Close Proximity To Interstate 10 & 215,±1,020 SF - 4,560 SF Units
Units Can Be Combined
14’ - 16’ Warehouse Clearance
Each Unit Has A Ground Level Roll-Up Door
Typical Office Space ±500 SF
Close Proximity To Interstate 10 & 215",2 Spaces,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '6 min drive', '2.6 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '12 min drive', '6.0 mi'), ('Ontario International Airport', '28 min drive', '20.3 mi'), ('Port of Long Beach', '83 min drive', '66.7 mi'), ('BNSF-SAN BERNARDINO-CA', '8 min drive', '3.7 mi')]",
568 S Waterman Ave,,"18,000 SF",San Bernardino,"Property Type,Industrial,Rentable Building Area,18,000 SF,Property Subtype,Warehouse,Year Built,1982",,,3/16/2020,18887962,Rent Upon Request,,Industrial,"1,020 SF","Listed rate may not include certain utilities, building services and property expenses","±1,020 SF - 4,560 SF Units 
Units Can Be Combined 
14’ - 16’ Warehouse Clearance 
Each Unit Has A Ground Level Roll-Up Door 
Typical Office Space ±500 SF 
Close Proximity To Interstate 10 & 215 
",1 Space,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '7 min drive', '2.6 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '12 min drive', '6.0 mi'), ('Ontario International Airport', '29 min drive', '20.4 mi'), ('Port of Long Beach', '83 min drive', '66.5 mi'), ('BNSF-SAN BERNARDINO-CA', '8 min drive', '3.7 mi')]",
1425 S Victoria Ct,"Yard,Air Conditioning","23,748 SF",San Bernardino,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,23,748 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse,Industrial Manufacturing","Gated Yard,Turn Key,High Ceilings",,6/12/2018,4084078,$1.00 SF/Mo,"Turn Key! Property well maintained and located in a quiet area of San Bernardino.  Great location for any commercial office business, new or satellite location. Plenty of parking space for employees and clients.
Modified Gross - Landlord takes care of Water and Trash, future tenants responsible for all other utilities.
*Introductory Rates and Free Rent with qualified applicants! Call Agents for details.
Conveniently located near  the 10 Fwy, and food and retail business shopping centers on Tippecanoe and Waterman Ave.",Industrial,"3,761 SF","Listed rate may not include certain utilities, building services and property expenses,Fits 10 - 31 People,Office intensive layout,Central Air Conditioning","Downstairs of this unit hosts the reception or lobby while the upstairs is dedicated to 12 Offices, 2 Bull Pins, Mens and Womans Restrooms and 1 Data Room for Servers and networking equipment.

Property well maintained and located in a quiet area of San Bernardino. Great location for any commercial office business, new or satellite location. Plenty of parking space for employees and clients.

Modified Gross - Landlord takes care of Water and Trash, future tenants responsible for all other utilities.
Conveniently located near the 10 Fwy, and food and retail business shopping centers on Tippecanoe and Waterman Ave.",1 Space,CA,For Lease,Office,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '11 min drive', '5.0 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '16 min drive', '9.8 mi'), ('Ontario International Airport', '30 min drive', '21.4 mi'), ('Port of Long Beach', '85 min drive', '66.8 mi'), ('BNSF-SAN BERNARDINO-CA', '12 min drive', '6.0 mi')]","Lighting,Water,Heating"
425 Parkcenter Cir S,,"20,921 SF",San Bernardino,"Property Type,Industrial,Rentable Building Area,20,921 SF,Property Subtype,Distribution,Year Built,2009",,,8/12/2019,16892507,Rent Upon Request,,Industrial,"20,921 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,2 Loading Docks,Includes 3,185 SF of dedicated office space,Space is in Excellent Condition","Fully Improved Open Office Mezzanine. Expandable Power to 800 Amps. Fully Sprinklered Building. Located in SBV Enterprise Zone.
Call to Show",1 Space,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '8 min drive', '3.8 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '14 min drive', '7.3 mi'), ('Ontario International Airport', '28 min drive', '20.0 mi'), ('Port of Long Beach', '82 min drive', '65.4 mi'), ('BNSF-SAN BERNARDINO-CA', '9 min drive', '4.9 mi')]",
4010 Georgia Blvd,Fenced Lot,"112,000 SF",San Bernardino,"Rental Rate,$6.12 /SF/YR,Rentable Building Area,112,000 SF,Property Type,Industrial,Year Built,1992,Property Subtype,Manufacturing",,,1/28/2020,18329433,$0.51 SF/Mo,,Industrial,"112,000 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,CA,For Lease,Industrial,,
804 E Mill St,,"46,042 SF",San Bernardino,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,46,042 SF,Property Type,Industrial,Year Built,2005,Property Subtype,Warehouse,Cross Streets,Lena Rd",,,1/24/2020,18840411,$0.75 SF/Mo,"Corner lot with 2 entrances to large secure yard. Quick(5 to 10 min) and easy access to major freeways 10 & 215 for So Cal distribution.
Great for a distribution or light manufacturing business. Neighbors include Traders Joes, Kohls, Stater Bros, Medline, Mattel, Pep Boys,
San Bernardino Sheriff's and more. (3) High Docks and (2) 12' x 14' ground level doors. Windows and skylights add a lot of natural light
in warehouse. 500 amps of 3 phase power currently, can up- grade to 1200 amps . Great for a food processing or manufacturing business.",Industrial,"27,442 SF","Listed rate may not include certain utilities, building services and property expenses,2 Drive Ins,3 Loading Docks,Reception Area,Security System,Natural Light,Includes 2,934 SF of dedicated office space,Space is in Excellent Condition,Central Air and Heating,Private Restrooms,Drop Ceilings,Two story office with wide stairway. Huge yard.","Currently occupied. Can vacant with 120 days notice.
First floor office include: (3) restrooms, Large open reception area, (2) large private offices, (1) conference room, (1) break/coffee bar,
(1) lunch room with counters/sink & cabinets. Second floor is all open. 1st floor 1992 s.f.. 2nd floor 942 s.f.. Total office s.f. is 2934.",1 Space,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '7 min drive', '3.1 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '12 min drive', '6.5 mi')]","Lighting - Sodium,Water - City Water,Sewer - City Sewer,Heating - Electric"
615 Oak Ct,,"2,980 SF",San Bernardino,"Rental Rate,$12.12 /SF/YR,Rentable Building Area,2,980 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",,,3/12/2020,18840959,$1.01 SF/Mo,,Industrial,"2,980 SF","Listed rate may not include certain utilities, building services and property expenses,Free standing building with a fenced yard,3 Drive Ins","2,980 Sq. Ft. Industrial Building for Lease  on a 8,448 Sq. Ft. lot",1 Space,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '4 min drive', '1.5 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '10 min drive', '5.0 mi'), ('Ontario International Airport', '27 min drive', '19.6 mi'), ('Port of Long Beach', '82 min drive', '66.0 mi'), ('BNSF-SAN BERNARDINO-CA', '5 min drive', '2.4 mi')]",
19416 Cajon Blvd,,"321,496 SF",San Bernardino,"Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction,Rentable Building Area,321,496 SF","186 Trailer Parking Stalls - Very Large Yard,Zoned Heavy Industrial,40 Foot Minimum Clear Height,52 Dock High Doors/2 Ground Level Doors,321,496 Square Feet on 19.95 Acres,184.7' Truck Court",,7/12/2019,16601089,Rent Upon Request,"321,496 Square Foot 40' Clear Distribution Warehouse on 19.95 Acres. 52 Dock High Doors. 184.7' Deep Truck Court. 186 Trailer Parking Stalls. Large Yard. Zoned Heavy Industrial. Pad has been paved. Completion of Construction scheduled for 3rd Quarter of 2020.",Industrial,"321,496 SF","New space, never previously occupied,2 Drive Ins,52 Loading Docks,Large Yard - 186 Trailer Parking Stalls,Includes 5,082 SF of dedicated office space,Space is in Excellent Condition,40' Minimum Clear Height,Zoned Heavy Industrial","321,496 sqft building on 20 acres. 40' Minimum Clear Height. Large Yard with 186 trailer parking stalls. Construction completion scheduled for third quarter 2020.",1 Space,CA,For Lease,Industrial,,
1180 E 9th St,"Fenced Lot,Skylights,Air Conditioning","41,370 SF",San Bernardino,"Rental Rate,$10.56 /SF/YR,Rentable Building Area,41,370 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse",,,10/14/2019,12813219,$0.88 SF/Mo,,Industrial,"533 - 7,781 SF","Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses,Listed rate may not include certain utilities, building services and property expenses","Warehouse with office and restroom. Can be contihous with A13. Auto Use is Permitted.,Warehouse with office and restroom. Can be contihous with A14/15. Auto Use is Permitted.,Can combine with A16,Can combine with A17",7 Spaces,CA,For Lease,"Flex, Industrial","[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '9 min drive', '3.9 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '15 min drive', '8.4 mi'), ('Ontario International Airport', '33 min drive', '23.0 mi'), ('Port of Long Beach', '88 min drive', '70.4 mi'), ('BNSF-SAN BERNARDINO-CA', '9 min drive', '4.1 mi')]","Water - City Water,Sewer - City Sewer"
595 S Arrowhead Ave,"Fenced Lot,Yard","9,283 SF",San Bernardino,"Rental Rate,$10.80 /SF/YR,Rentable Building Area,9,283 SF,Property Type,Industrial,Year Built,1989,Property Subtype,Warehouse",,,3/14/2019,15442722,$0.90 SF/Mo,,Industrial,"4,500 SF","Listed rate may not include certain utilities, building services and property expenses","For Sale of Lease
595 S. Arrowhead, San Bernardino CA 
Approx. 9,283 sq. ft. building located on half acre of land 
Warehouse Space with fully fenced yard
Zoned heavy commercial
Two roll up doors 
10 ft. high ceiling height
3 Phase /  220 AMP
Fully sprinklered
Yard fully fenced
480 transformer
Office space, breakroom and restroom
Pallett racks included 
Separate storage / warehouse in yard
Located near signalized traffic signal (Huff/S. Arrowhead)
Located across the street from fair grounds",1 Space,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '5 min drive', '2.0 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '11 min drive', '5.4 mi'), ('Ontario International Airport', '27 min drive', '19.8 mi'), ('Port of Long Beach', '82 min drive', '65.9 mi'), ('BNSF-SAN BERNARDINO-CA', '6 min drive', '3.1 mi')]",
4162 Georgia Blvd,Fenced Lot,"174,030 SF",San Bernardino,"Rental Rate,$5.16 /SF/YR,Rentable Building Area,174,030 SF,Property Type,Industrial,Year Built,1986,Property Subtype,Warehouse","Heavy Power rated 12,000 Volts / 1,000 KVA, distributed power throughout building,Warehouse and manufacturing space totaling 174,030 RSF on 12.71 acres,Warehouse ceiling heights from 24' up to 30',Rail Served (BNSF), private yard areas,2 Baltimore Aircoil Company Cooling Towers (model FXT-115); 8 dry storage silos rated 33,600 Cubic Ft / 248,000 Gallons,SQF (Safe Quality Food) 99% Certified building rating",,5/6/2019,15970101,$0.43 SF/Mo,"Now on the market for Sublease.  Sublease term thru December, 2035.  Please download the attached flyer for more information and contact us to schedule a private tour.",Industrial,"174,030 SF","Sublease space available from current tenant,Includes 8,500 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,13 Loading Docks",Operating expenses:  $0.092 PSF,1 Space,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '11 min drive', '6.0 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '14 min drive', '7.3 mi'), ('Ontario International Airport', '32 min drive', '21.4 mi'), ('Southern California Logistics Airport', '51 min drive', '38.1 mi'), ('Port of Long Beach', '89 min drive', '71.8 mi'), ('BNSF-SAN BERNARDINO-CA', '11 min drive', '5.3 mi')]",
2552 W Shenandoah Way,Fenced Lot,"145,710 SF",San Bernardino,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,145,710 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",,,8/19/2019,16968527,$1.25 SF/Mo,"LICENSED CANNABIS CULTIVATION FACILITY FOR LEASE
145,712 sf
- Extremely rare license 
- Very high ceiling height 
- Ample parking and storage space outside
- Close to freeways excellent access for distribution
- Secure gated facility 
- EXCELLENT OPPORTUNITY 
- DO NOT DISTURB TENANT",Industrial,"134,850 SF","Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition","LICENSED CANNABIS CULTIVATION FACILITY FOR LEASE

- 10,000 sf - 145,712 sf available

- Extremely rare license 

- Very high ceiling height 

- Ample parking and storage space outside

- Close to freeways excellent access for distribution

- Secure gated facility 

- EXCELLENT OPPORTUNITY 

- DO NOT DISTURB TENANT",1 Space,CA,For Lease,Industrial,"[('San Bernardino Commuter Rail (San Bernardino, Inland Empire-Orange County Lines)', '12 min drive', '6.5 mi'), ('Rialto Commuter Rail (San Bernardino Line)', '15 min drive', '7.8 mi'), ('Ontario International Airport', '33 min drive', '23.5 mi'), ('Southern California Logistics Airport', '50 min drive', '37.1 mi'), ('Port of Long Beach', '90 min drive', '72.3 mi'), ('BNSF-SAN BERNARDINO-CA', '11 min drive', '5.9 mi')]",
