address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
800 Tech Row,"Signage,Skylights,Air Conditioning","63,470 SF",Madison Heights,"Rental Rate,$14.00 /SF/YR,Rentable Building Area,63,470 SF,Property Type,Industrial,Year Built,1986,Property Subtype,Warehouse",,,1/14/2020,18181926,$1.17 SF/Mo,,Industrial,"6,400 SF","Sublease space available from current tenant,Fits 16 - 52 People,Listed rate may not include certain utilities, building services and property expenses","Office sublease
±6,400 SF available
Lease expiration 6/30/30
Approximately 4/1,000 parking ratio
High number of amenities within 1 mile of building
Close proximity to I-75",1 Space,MI,For Lease,Office,"[('Detroit City Airport', '26 min drive', '14.4 mi'), ('Detroit Metropolitan Airport', '51 min drive', '35.2 mi'), ('Port of Baltimore', '610 min drive', '542.3 mi'), ('BNSF-DETROIT-MI', '16 min drive', '8.7 mi')]","Lighting - Metal Halide,Heating - Gas"
2683 Orchard Lake Rd,"Signage,Storage Space","32,875 SF",Sylvan Lake,"Rental Rate,$10.00 /SF/YR,Property Subtype,Warehouse,Total Space Available,9,056 SF,Rentable Building Area,32,875 SF,Max. Contiguous,3,300 SF,Year Built,1946,Property Type,Industrial",,,2/28/2020,18678969,$0.83 SF/Mo,,Industrial,"660 - 9,056 SF","Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 3,300 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 3,300 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 3,300 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 3,300 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 3,300 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services","Orchard Lake Commerce Park is a unique and diversified light industrial complex great for many uses. Excellent road frontage on Orchard Lake Road. Diverse tenant mix, and great opportunity to start your own business.,Orchard Lake Commerce Park is a unique and diversified light industrial complex great for many uses. Excellent road frontage on Orchard Lake Road. Diverse tenant mix, and great opportunity to start your own business.,Orchard Lake Commerce Park is a unique and diversified light industrial complex great for many uses. Excellent road frontage on Orchard Lake Road. Diverse tenant mix, and great opportunity to start your own business.,Orchard Lake Commerce Park is a unique and diversified light industrial complex great for many uses. Excellent road frontage on Orchard Lake Road. Diverse tenant mix, and great opportunity to start your own business.,Orchard Lake Commerce Park is a unique and diversified light industrial complex great for many uses. Excellent road frontage on Orchard Lake Road. Diverse tenant mix, and great opportunity to start your own business.,Orchard Lake Commerce Park is a unique and diversified light industrial complex great for many uses. Excellent road frontage on Orchard Lake Road. Diverse tenant mix, and great opportunity to start your own business.,Orchard Lake Commerce Park is a unique and diversified light industrial complex great for many uses. Excellent road frontage on Orchard Lake Road. Diverse tenant mix, and great opportunity to start your own business.,Orchard Lake Commerce Park is a unique and diversified light industrial complex great for many uses. Excellent road frontage on Orchard Lake Road. Diverse tenant mix, and great opportunity to start your own business.",8 Spaces,MI,For Lease,Industrial,"[('Detroit City Airport', '43 min drive', '30.0 mi'), ('Detroit Metropolitan Airport', '53 min drive', '37.3 mi'), ('Port of Baltimore', '616 min drive', '545.1 mi'), ('Total Foods Corporation', '12 min drive', '5.2 mi')]","Lighting,Gas,Water,Sewer,Heating"
34147-34171 Schoolcraft Rd,Fenced Lot,"10,255 SF",Livonia,"Min. Divisible,1,500 SF,Rentable Building Area,10,255 SF,Property Type,Industrial,Year Built,1979,Property Subtype,Warehouse",,,4/21/2020,19292482,Rent Upon Request,,Industrial,"1,500 - 3,000 SF","Rate includes utilities, building services and property expenses",,1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '32 min drive', '20.3 mi'), ('Detroit Metropolitan Airport', '28 min drive', '22.3 mi'), ('Port of Baltimore', '592 min drive', '530.1 mi'), ('Wayne Industries, Incorporated', '17 min drive', '8.5 mi')]","Lighting - Fluorescent,Gas - Natural,Heating"
3533 Viaduct St SW,,"11,120 SF",Grandville,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,11,120 SF,Property Type,Industrial,Cross Streets,Sanford Ave SW,Property Subtype,Warehouse",,,6/18/2019,16376210,$0.42 SF/Mo,,Industrial,"2,820 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,MI,For Lease,Industrial,,
Nicholson Road & I-96,,"1,000,000 SF",Fowlerville,"Property Type,Industrial,Rentable Building Area,1,000,000 SF,Property Subtype,Warehouse,Construction Status,Proposed","High Visibility High Image Location,New Construction,Rail Access Available,Build to Suit",,12/28/2015,4396310,Rent Upon Request,"100 to 200 acres in fast growing Fowlerville.  Frontage on I-96 and CSX Railroad frontage.  An Allegra Development property.
Fowlerville is in the middle of Livingston County, the fastest growing county in Michigan",Industrial,"1,000,000 SF","New space, never previously occupied","100 to 200 acres in fast growing Fowlerville. Frontage on I-96 and CSX Railroad frontage. An Allegra Development property.
Fowlerville is in the middle of Livingston County, the fastest growing county in Michigan",1 Space,MI,For Lease,Industrial,"[('Capital Region International Airport', '47 min drive', '31.2 mi'), ('Bishop International Airport', '66 min drive', '46.6 mi'), ('Port of Baltimore', '636 min drive', '566.0 mi'), ('ANDERSONS GRAND RIVER GRAIN CO.-WEBBERVILLE-MI', '16 min drive', '7.5 mi')]",
11201 Xeon St NW,,"85,480 SF",Coon Rapids,"Rental Rate,$5.25 /SF/YR,Rentable Building Area,85,480 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse",,,2/6/2019,15099876,$0.44 SF/Mo,"• BRAND NEW CONSTRUCTION!
• 17,280 Sq. Ft. Available Now
• 28’ Clear Height
• Office Space Build-to-Suit
• Flexible Zoning to Accommodate all Industrial Uses",Industrial,"17,280 SF","New space, never previously occupied,7 Loading Docks,Lease rate does not include utilities, property expenses or building services",,1 Space,MN,For Lease,Flex,"[('Coon Rapids-Riverdale Station Commuter Rail (Northstar Corridor)', '10 min drive', '4.2 mi'), ('Anoka Station Commuter Rail (Northstar Corridor)', '11 min drive', '5.8 mi')]",
12698 Industrial Blvd NW,,"125,000 SF",Elk River,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,125,000 SF,Property Type,Industrial,Year Built/Renovated,1989/2017,Property Subtype,Warehouse","Nice, clean warehouse or production space with new T-8 lighting.,There is an electrical bus duct and a compressed air loop.,There are covered loading dock plus interior dock pit for loading flatbeds.",,11/27/2019,15343692,$0.50 SF/Mo,"Nice, clean warehouse or production space with new T-8 lighting, covered loading dock plus interior dock pit for loading flatbeds. Compressed air loop, Electrical buss duct, fiber optics to building, Currently minimal office space plus two private restrooms. Located between TC and St. Cloud and just NW of downtown Elk River. Easy access to 169, 10 and Hwy 101 and Highway 10.",Industrial,"31,125 SF","Listed rate may not include certain utilities, building services and property expenses,1 Drive In Bay,Includes 6,750 SF of dedicated office space,1 Loading Dock",NOTE:  Dock Door to be added.  Column spacing at 25' x 50'.,1 Space,MN,For Lease,Industrial,"[('Elk River Station Commuter Rail (Northstar Corridor)', '10 min drive', '4.5 mi')]","Lighting,Gas,Water,Sewer,Heating"
2506-2526 Northland Dr,Signage,"48,059 SF",Mendota Heights,"Rental Rate,$8.50 /SF/YR,Rentable Building Area,48,059 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse",,,12/7/2019,15440841,$0.71 SF/Mo,"Excellent location to access 494, 35E, Highway 55 and Hwy 13. Easy access to the Minneapolis Airport and MOA.",Industrial,"1,702 SF","Lease rate does not include utilities, property expenses or building services,2 Private Offices,Central Air and Heating,Fully Built Out as Standard Office,Space is in Excellent Condition,Drop Ceilings",Very nice space with 2 private offices and 2 showroom areas.,1 Space,MN,For Lease,Office,"[('Minneapolis–Saint Paul International Airport', '9 min drive', '4.4 mi'), ('Port of Shreveport', '1,156 min drive', '986.3 mi'), ('ADM/Benson Quinn', '13 min drive', '7.0 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
19520 County Road 81,Signage,"3,000 SF",Osseo,"Rental Rate,$9.51 /SF/YR,Rentable Building Area,3,000 SF,Property Type,Industrial,Year Built,1974,Property Subtype,Warehouse","High traffic counts, visibility to County Road 81.  Easy access",,4/22/2019,15483390,$0.79 SF/Mo,"Mercantile business space for a home remodeler, retail or online sales business a good fit. Visibility to both County Road 18 and Interstate 94 east of Rogers.  The space for lease is the west half of the building.",Industrial,"1,500 SF","Lease rate does not include utilities, property expenses or building services,1 Drive In Bay","Open floor plan space that is perfect for small online businesses that are looking for office and shipping space. The property is also great for showroom or retail inventory shelving.  Easy access for deliveries, shipping of products. 
9ft drive in door.",1 Space,MN,For Lease,Flex,"[('Elk River Station Commuter Rail (Northstar Corridor)', '15 min drive', '10.0 mi'), ('Minneapolis–Saint Paul International Airport', '49 min drive', '34.0 mi'), ('Port of Shreveport', '1,190 min drive', '1,011.1 mi'), ('COMMERCIAL TRANSLOAD OF MINNESOTA-FRIDLEY-MN', '24 min drive', '17.7 mi')]","Lighting - Fluorescent,Gas - Natural,Water - Well,Sewer - Septic Field,Heating - Electric"
3800-3830 Highway 13 W,Signage,"34,456 SF",Burnsville,"Rental Rate,$5.73 /SF/YR,Rentable Building Area,34,456 SF,Property Type,Industrial,Year Built,1972,Property Subtype,Warehouse",Great location near major highway!,,3/19/2019,15489237,$0.48 SF/Mo,,Industrial,"3,407 SF","Lease rate does not include utilities, property expenses or building services,1 Loading Dock,Includes 836 SF of dedicated office space","836 SF Office
2,571 SF WH/Industrial
Dock Loading
18' 6"" Clear Height",1 Space,MN,For Lease,Industrial,"[('Minneapolis–Saint Paul International Airport', '20 min drive', '13.4 mi'), ('Port of Shreveport', '1,146 min drive', '978.2 mi'), (""ALEXANDER'S MOVING AND STORAGE-BLOOMINGTON-MN"", '15 min drive', '9.6 mi')]",
3360 NE Quail Rd,"Security System,Signage","24,794 SF",Sauk Rapids,"Rental Rate,$4.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,500 SF,Rentable Building Area,24,794 SF,Property Type,Industrial,Year Built,2001",,,4/1/2019,15599456,$0.33 SF/Mo,,Industrial,"2,500 - 24,794 SF","Rate includes utilities, building services and property expenses,Includes 9,794 SF of dedicated office space","Buildings consists of 24.794 total sf including 9,794 sf of office/showroom and 15,000 sf warehouse. Office area a mix of private offices, conference & break rooms, showroom, open reception area and service/call center space designed for flexible uses. Electrical is spread through floor for plug and go key workspace. CAT 5 data/connectivity and security system in place. Warehouse is 16’ clear, heavy power with in-floor heat, multiple drive in doors and service docks. Parking is abundant and property is well managed and maintained.",1 Space,MN,For Lease,Industrial,"[('Port of Shreveport', '1,243 min drive', '1,058.7 mi'), (""MAIER'S TRANSFER CO.-ST. CLOUD-MN"", '15 min drive', '7.7 mi')]","Lighting,Gas,Water,Sewer,Heating"
523 Industrial St,,"2,400 SF",Saint Peter,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,2,400 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse",,,5/1/2019,15918914,$0.50 SF/Mo,"Additional Spaces located at:
507 Industrial St
515 Industrial St",Industrial,"2,400 SF","Listed rate may not include certain utilities, building services and property expenses,Space is in Excellent Condition","$1200/month
Tenant will be responsible for electricity and gas.",1 Space,MN,For Lease,Industrial,,
2225 SE Main Ave,"Yard,Storage Space","25,200 SF",Moorhead,"Rental Rate,$6.45 - $10.00 /SF/YR,Rentable Building Area,25,200 SF,Property Type,Industrial,Year Built/Renovated,1965/2015,Property Subtype,Warehouse","Easy Access to Interstate 94, Just North of Menards.",,7/10/2019,16575416,$0.54 - $0.83 SF/Mo,Old Transport Inc Building.  Gutted Out and Remodeled in 2015.,Industrial,"560 - 6,140 SF","Listed rate may not include certain utilities, building services and property expenses,Open Floor Plan Layout,5 Private Offices,10' Finished Ceilings,Partially Built Out as Standard Office,Fits 10 - 30 People,1 Conference Room,Exposed Ceiling,Listed rate may not include certain utilities, building services and property expenses,Fits 2 - 5 People,Open Floor Plan Layout,Exposed Ceiling,Listed rate may not include certain utilities, building services and property expenses,Fits 5 - 15 People,Natural Light,Open Floor Plan Layout,Exposed Ceiling","Open Space is Bare with Exposed Autoclaved Concrete Walls & Ceiling, and Wood Grain Paneling in Offices,Space is Bare with Exposed Autoclaved Concrete Walls & Ceiling.,Space is Bare with Exposed Autoclaved Concrete Walls & Ceiling.  Lots of Windows.",3 Spaces,MN,For Lease,Office,"[('Hector International Airport', '19 min drive', '8.0 mi'), ('Port of Shreveport', '1,313 min drive', '1,157.2 mi'), ('BNSF-DILWORTH-MN', '7 min drive', '3.3 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
5000 Township Pky,"Conferencing Facility,Signage,Skylights","162,486 SF",White Bear Lake,"Rental Rate,$9.50 /SF/YR,Rentable Building Area,162,486 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse","Located just off 35E and Hwy 96,Many Area Amenities",,7/16/2019,16627999,$0.79 SF/Mo,"Industrial Building, with large office spaces available. Extensive Build out, very private! Great parking with welcoming shared lobby and Security Access.",Industrial,"6,247 - 16,907 SF","Lease rate does not include utilities, property expenses or building services,16 Private Offices,Can be combined with additional space(s) for up to 16,907 SF of adjacent space,Fully Built Out as Standard Office,2 Conference Rooms,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 16,907 SF of adjacent space",,2 Spaces,MN,For Lease,Office,"[('Minneapolis–Saint Paul International Airport', '31 min drive', '20.8 mi'), ('Port of Shreveport', '1,179 min drive', '1,004.2 mi'), ('DEDICATED LOGISTICS-SAINT PAUL-MN-2896 CENTR', '19 min drive', '13.0 mi')]",
9100 85th Ave N,Signage,"192,574 SF",Brooklyn Park,"Rental Rate,$17.70 /SF/YR,Rentable Building Area,192,574 SF,Property Type,Industrial,Year Built,1968,Property Subtype,Warehouse",,,7/24/2019,16707628,$1.48 SF/Mo,,Industrial,"2,855 SF","Listed lease rate plus proportional share of utilities,Mostly Open Floor Plan Layout,Conference Rooms,Print/Copy Room,Natural Light,Fully Built Out as Standard Office,Partitioned Offices,Reception Area,Private Restrooms","End Cap Office Space
Convenient location off Hwy-169 with excellent visibility.
Beautiful glass line in multiple offices and meeting / training room
Includes 9+ offices, copy room, meeting room, reception area & bathrooms",1 Space,MN,For Lease,Office,"[('Fridley Station Commuter Rail (Northstar Corridor)', '14 min drive', '8.5 mi'), ('Coon Rapids-Riverdale Station Commuter Rail (Northstar Corridor)', '18 min drive', '9.6 mi'), ('Minneapolis–Saint Paul International Airport', '38 min drive', '26.2 mi'), ('Port of Shreveport', '1,179 min drive', '1,003.3 mi'), ('COMMERCIAL TRANSLOAD OF MINNESOTA-FRIDLEY-MN', '15 min drive', '10.2 mi')]",
170 & 204 Industrial Ct,,"62,671 SF",Wabasha,"Rental Rate,$5.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,5,000 SF,Rentable Building Area,62,671 SF,Property Type,Industrial,Year Built,1984",Very high visibility from Highway,,8/8/2019,16857698,$0.46 SF/Mo,"Check out this large warehouse space with Highway 61 visibility. We have 23,667 sf of space available and can be divisible to 5,000 sf. With 16’ ceiling heights, 2 loading docks and 1 drive-in door, the possibilities are many. If this is what you are in the market for, give us a call today to schedule your personal tour. 507-289-8000",Industrial,"5,000 - 23,667 SF","Lease rate does not include utilities, property expenses or building services,2 Loading Docks,Space is in Excellent Condition","Check out this large warehouse space with Highway 61 visibility. We have 23,667 sf of space available and can be divisible to 5,000 sf. With 16’ ceiling heights, 2 loading docls and 1 drive-in door, the possibilities are many. If this is what you are in the market for, give us a call today to schedule your personal tour. 507-289-8000",1 Space,MN,For Lease,Industrial,"[('Port of Shreveport', '1,179 min drive', '999.2 mi'), ('Cargill AgHorizons', '45 min drive', '31.2 mi')]",
710 6th St NW,,"13,800 SF",Maple Lake,"Rental Rate,$8.00 /SF/YR,Rentable Building Area,13,800 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Warehouse",,,9/9/2019,17148897,$0.67 SF/Mo,,Industrial,"2,400 SF","New space, never previously occupied,Space is in Excellent Condition,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 2,400 SF of adjacent space",Construction to be completed Fall 2019,1 Space,MN,For Lease,Industrial,,
4865 NW 19th St NW,Signage,"19,200 SF",Rochester,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,19,200 SF,Property Type,Industrial,Year Built,2005,Property Subtype,Warehouse","Drive in garage,Easy access without the high price,Natural light",,10/1/2019,17337122,$0.75 SF/Mo,"Conveniently located off of West Circle Drive. Easy access to Hwy 14 and West Circle Drive.  This is a two story building with separate offices, conference rooms, large kitchen and break area, bathrooms on both levels and a drive in garage.",Industrial,"8,497 SF","Lease rate does not include utilities, property expenses or building services,Conference Rooms,Kitchen,Natural Light,Fits 22 - 68 People,Central Air Conditioning,Private Restrooms","This is a two story space with bathrooms on each level.  Separate office spaces along with conference room, large kitchen area and drive in garage.",1 Space,MN,For Lease,Office/Retail,"[('Rochester International Airport', '18 min drive', '12.3 mi'), ('Port of Shreveport', '1,131 min drive', '961.9 mi'), ('Cargill AgHorizons', '71 min drive', '45.3 mi')]",
18055 198th Ave,,"40,000 SF",Big Lake,"Rental Rate,$13.20 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,40,000 SF",,,10/21/2019,17520758,$1.10 SF/Mo,,Industrial,"1,250 SF","Listed rate may not include certain utilities, building services and property expenses,Office intensive layout,Space is in Excellent Condition,Fully Built Out as Standard Office,Partitioned Offices,Reception Area",New Build-Out,1 Space,MN,For Lease,Office,"[('Big Lake Station Commuter Rail (Northstar Corridor)', '8 min walk', '0.4 mi'), ('Port of Shreveport', '1,212 min drive', '1,031.0 mi'), ('Braham Farmers Cooperative', '38 min drive', '28.6 mi')]",
