address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
12 McCullough Dr,,"55,440 SF",New Castle,"Rental Rate,$7.00 /SF/YR,Rentable Building Area,55,440 SF,Property Type,Industrial,Year Built,1988,Property Subtype,Warehouse","Well-located high quality industrial building near Interstate 95, 295 and Route 13.,Competitively priced, professionally managed building.",,1/15/2020,6444537,$0.58 SF/Mo,"3,080 sf up to 24,640 sf masonry constructed warehouse space.  Great location within a high quality industrial park, top notch ownership and professional management.  Dock and drive in loading options in place.",Industrial,"3,080 - 24,640 SF","Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition,Includes 3,080 SF of dedicated office space,1 Drive In Bay,6 Loading Docks,Space is in Excellent Condition","Divisible to 3080 sf.  Well-located high quality industrial building near Interstate 95, 295 and Route 13.  Available is Suite 9 measuring 3080 sf of mostly office fitout with a drive in door. This unit can be combined with 21,560 sf located in Suites 6, 7 and 8 that is more traditional warehouse space.  Competitively priced, professionally managed building.",2 Spaces,DE,For Lease,Industrial,"[('New Castle County Airport', '11 min drive', '3.7 mi'), ('Philadelphia International Airport', '37 min drive', '25.0 mi'), ('Port of Wilmington, RI', '11 min drive', '4.8 mi'), ('Delaware Cold Storage, Incorporated', '10 min drive', '3.7 mi')]",
522 Cottage Grove Rd,Signage,"33,627 SF",Bloomfield,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,33,627 SF,Property Type,Industrial,Year Built,1968,Property Subtype,Warehouse",,,10/28/2019,17569733,$0.54 SF/Mo,,Industrial,"8,000 SF","Listed lease rate plus proportional share of utilities,Space is in Excellent Condition,Includes 400 SF of dedicated office space","Sentry Commercial, as exclusive agent for the owner, is pleased to present 8,000 square feet at 522 Cottage Grove Road, Bloomfield for lease. This space features 400 square feet of office, one drive in door and three loading docks.",1 Space,CT,For Lease,Industrial,"[('Bradley International Airport', '27 min drive', '13.0 mi'), ('Port of Davisville, RI', '117 min drive', '85.0 mi'), ('SOUTHSHORE ENTERPRISES, INC.-EAST HARTFORD-CT', '15 min drive', '8.4 mi')]",
400 Captain Neville Dr,"Signage,Air Conditioning","208,000 SF",Waterbury,"Rental Rate,$4.75 /SF/YR,Rentable Building Area,208,000 SF,Min. Divisible,13,806 SF,Year Built,1972,Property Type,Industrial,Cross Streets,Austin Rd,Property Subtype,Warehouse","Modern Tilt Up Concrete Panel,+/- 8,000 S/F Office",,12/6/2019,17649411,$0.40 SF/Mo,"94,000 S/F +/-
Warehouse / Manufacturing 
Divisible to +/-40,000 S/F
+/- 8,000 S/F Office
Modern Tilt Up Concrete Panel 
Industrial Building 
Great Highway Frontage Location 
 Excellent Access To 4-Way Interchange at Exit 25 A off I-84
Lease Rate: $4.75 NNN",Industrial,"13,806 - 102,281 SF","Lease rate does not include utilities, property expenses or building services,10 Loading Docks,Lease rate does not include utilities, property expenses or building services","Sentry Commercial is pleased to present 88,475 square feet at 400 Captain Neville Drive, Waterbury for lease. This high tech manufacturing space features wide column spacing, ten dock doors, gas heat and attractive offices. Abundant parking and great highway access can accommodate a wide variety of distribution and industrial users.,Sentry Commercial is pleased to present 13,806 square feet at 400 Captain Neville Drive, Waterbury for lease. This open plan flex space offers a private entrance, kitchen, abundant parking and 3,684 SF garage space.",2 Spaces,CT,For Lease,"Flex, Industrial","[('Waterbury Station Commuter Rail (New Haven Line)', '10 min drive', '4.8 mi'), ('Naugatuck Station Commuter Rail (New Haven Line)', '14 min drive', '8.4 mi'), ('Tweed-New Haven Airport', '40 min drive', '24.1 mi'), ('NY - Red Hook Container Terminal', '127 min drive', '101.7 mi'), ('Prime Source', '9 min drive', '4.9 mi')]","Gas - Natural,Water,Sewer,Heating - Gas"
965 W Main St,,"198,000 SF",Branford,"Rental Rate,$9.55 - $10.29 /SF/YR,Rentable Building Area,198,000 SF,Property Type,Industrial,Year Built/Renovated,1965/1980,Property Subtype,Warehouse,Cross Streets,Alps Rd","4,500 SF Office space & 3,500 SF Industrial Flex space,Private offices and large bull pen area in office space,Full A/C, gas heat & fully sprinklered,14-16 ceilings and 1 delivery door in industrial space,400amp electric service,Abundant parking & great access to I-95",,2/20/2020,17654817,$0.80 - $0.86 SF/Mo,"O,R&L Commercial is pleased to offer 4,500 SF of Office space and 3,500 SF of Industrial / Flex space for Lease located at 965 West Main Street in Branford, CT. The office space is move-in condition with several private offices and a large bull pen area. The Industrial / Flex space is 70X50 with full A/C & gas heat, 14-16' ceilings, 400amp electric service, fully sprinklered, with mostly open floor plan featuring private office, breakroom & 2 bathrooms. The property offers great access to the I-95 connector, at Exit 53. Office Lease Rate: $3,580/ Month Full Service Gross including utilities. Industrial Lease Rate: $3,000/Month Modified Gross + Utilities.",Industrial,"3,500 - 8,000 SF","Listed lease rate plus proportional share of utilities,Private Restrooms,1 Double door for deliveries,Full A/C & gas heat, fully sprinklered,Ideal for numerous uses,Central Air and Heating,3,500 SF Industrial Flex Space,14-16 ceiling heights,Abundant parking & great access to I-95,Rate includes utilities, building services and property expenses,Fits 12 - 36 People,Move-in ready space,Several private offices and large bull pen area,Easy access to I-95,Open Floor Plan Layout,4,500 SF Office Space Available for Lease,Central Air,Ample parking","3,500 SF Industrial / Flex space for Lease. 70X50 with full A/C & gas heat, 14-16 feet ceilings, 400amp electric service, fully sprinklered, mostly open floor plan featuring private office, break room & 2 bathrooms.,4,500 SF of Office space in move-in condition with several private offices and a large bull pen area. Great parking and easy access to I-95.  Space was fully renovated in 2008.",2 Spaces,CT,For Lease,"Office, Flex","[('Branford Commuter Rail (Shore East Line)', '5 min drive', '1.7 mi'), ('State Street Commuter Rail (Shore East Line)', '10 min drive', '5.5 mi'), ('Tweed-New Haven Airport', '11 min drive', '4.5 mi'), ('NY - Red Hook Container Terminal', '126 min drive', '86.4 mi'), ('TRANSFLO-NORTH HAVEN-CT', '15 min drive', '8.8 mi')]","Gas,Water - County Water,Sewer - County Sewer"
20 Knollwood Dr,,"31,800 SF",Clinton,"Rental Rate,$4.75 /SF/YR,Rentable Building Area,31,800 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",,,1/25/2012,17670741,$0.40 SF/Mo,"-15,120 SF Free Standing Building
-14x14 drive in door, 21'7"" clear ceiling height, 2,000 sf of office space, additional mezzanine space not included in square footage. Street signage available on Boston Post Road.
-Warehouse/ Distribution/ LT Manufacturing
For Lease @ $4.75/sf NNN, Nets are $1.53/sf",Industrial,"15,120 SF","Lease rate does not include utilities, property expenses or building services,Includes 2,000 SF of dedicated office space","-15,120 SF Free Standing Building
-14x14 drive in door, 21'7"" clear ceiling height, 2,000 sf of office space, additional mezzanine space not included in square footage. Street signage available on Boston Post Road.
-Warehouse/ Distribution/ LT Manufacturing
For Lease @ $4.75/sf NNN, Nets are $1.53/sf",1 Space,CT,For Lease,Industrial,"[('Clinton Commuter Rail (Shore East Line)', '14 min walk', '0.7 mi'), ('Madison Commuter Rail (Shore East Line)', '10 min drive', '3.9 mi'), ('Tweed-New Haven Airport', '33 min drive', '21.7 mi'), ('Port of Davisville, RI', '101 min drive', '76.7 mi'), ('TRANSFLO-NORTH HAVEN-CT', '37 min drive', '23.1 mi')]","Gas,Water,Sewer - Septic Field,Heating - Gas"
231-265 Asylum St,"Fenced Lot,Floor Drains,Front Loading,Property Manager on Site","4,080 SF",Bridgeport,"Rental Rate,$6.95 /SF/YR,Rentable Building Area,4,080 SF,Property Type,Industrial,Year Built,1964,Property Subtype,Warehouse","Fenced in industrial park just off of U.S. 1 with easy highway access to Routes 8/25,abundant on site parking,On site property management",,11/12/2019,17699070,$0.58 SF/Mo,"The Griffith Industrial center is a small industrial park located just off of U.S. 1, Boston Avenue in the northern portion of Bridgeport.  This site has easy access to Routes 8/25 via interchange 5, Sylvan Avenue.  The property hosts several small enterprises and has a fenced, well-lit parking area.",Industrial,"3,000 SF","Lease rate does not include utilities, property expenses or building services,Private Restrooms,shared loading dock with secure inner door,Central Heating System,private bathroom and office,gas heat","265 Asylum Avenue, Unit 2 is a 3,000 square foot warehouse located in a small industrial park near U.S. 1 in the northern section of Bridgeport.  This space shares a loading dock with a neighboring tenant and has abundant on site parking in a fenced, well-lit parking lot.  There is a private bathroom and an office.",1 Space,CT,For Lease,Industrial,"[('Bridgeport Station Commuter Rail (New Haven Line)', '6 min drive', '2.5 mi'), ('Bridgeport Commuter Rail (Shore East Line)', '6 min drive', '2.5 mi'), ('Tweed-New Haven Airport', '36 min drive', '21.2 mi'), ('Westchester County Airport', '58 min drive', '36.9 mi'), ('NY - Red Hook Container Terminal', '96 min drive', '65.4 mi'), (""Shepard'S Incorporated"", '40 min drive', '21.7 mi')]","Water - City Water,Sewer - City Sewer,Heating - Fired Oil"
808 Windsor St,"Bus Line,Fenced Lot,Signage,Skylights","200,000 SF",Hartford,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,200,000 SF,Property Type,Industrial,Year Built,1920,Property Subtype,Warehouse",,,11/19/2019,17772095,$1.00 SF/Mo,,Industrial,"1,200 SF","Rate includes utilities, building services and property expenses",,1 Space,CT,For Lease,Office,"[('Bradley International Airport', '27 min drive', '15.6 mi'), ('Port of Davisville, RI', '110 min drive', '81.0 mi'), ('SOUTHSHORE ENTERPRISES, INC.-EAST HARTFORD-CT', '9 min drive', '4.2 mi')]","Water - City Water,Heating - Electric"
206 Wallace St,Fenced Lot,"42,995 SF",New Haven,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,42,995 SF,Min. Divisible,2,000 SF,Year Built,1964,Property Type,Industrial,Cross Streets,Grand Ave,Property Subtype,Warehouse",,,11/20/2019,17776308,$0.83 SF/Mo,,Industrial,"2,000 - 4,000 SF","Rate includes utilities, building services and property expenses,Partitioned Offices,Kitchen,Corner Space,Fully Built Out as Standard Office,Central Air and Heating,Private Restrooms,Great sunny space, plenty of open free parking","Back office space in industrial building great finishes with glass enclosed offices and kitchenette. Men's and Women's Private in unit bathrooms. 2 separate entrances, Street Signage",1 Space,CT,For Lease,Office,"[('New Haven-State Street Station Commuter Rail (New Haven Line)', '16 min walk', '0.8 mi'), ('State Street Commuter Rail (Shore East Line)', '16 min walk', '0.8 mi'), ('Tweed-New Haven Airport', '11 min drive', '4.1 mi'), ('NY - Red Hook Container Terminal', '120 min drive', '82.1 mi'), ('TRANSFLO-NORTH HAVEN-CT', '9 min drive', '4.5 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Steam Oil"
1085 Connecticut Ave,,"98,235 SF",Bridgeport,"Rental Rate,$6.75 /SF/YR,Rentable Building Area,98,235 SF,Property Type,Industrial,Year Built,1946,Property Subtype,Warehouse",,,11/22/2019,17793598,$0.56 SF/Mo,Building # 5 in a renovated industrial complex.,Industrial,"10,800 SF","Lease rate does not include utilities, property expenses or building services",,1 Space,CT,For Lease,Industrial,"[('Bridgeport Station Commuter Rail (New Haven Line)', '5 min drive', '2.0 mi'), ('Bridgeport Commuter Rail (Shore East Line)', '5 min drive', '2.0 mi'), ('Tweed-New Haven Airport', '34 min drive', '20.0 mi'), ('Westchester County Airport', '58 min drive', '36.9 mi'), ('NY - Red Hook Container Terminal', '95 min drive', '65.4 mi'), (""Shepard'S Incorporated"", '43 min drive', '23.2 mi')]",
480 Barnum Ave,Fenced Lot,"550,000 SF",Bridgeport,"Rental Rate,$7.50 - $8.50 /SF/YR,Property Subtype,Warehouse,Min. Divisible,500 SF,Rentable Building Area,550,000 SF,Property Type,Industrial,Year Built,1960","Opportunity to network with other tenants,Property is on commuter bus line,Located off of I-95 and near Route 8 and 25",,12/5/2019,17877693,$0.63 - $0.71 SF/Mo,Ideal location conveniently located off of I-95 with access to Route 8 and 25.,Industrial,"500 - 200,000 SF","Listed lease rate plus proportional share of electrical cost,Build to suit up to 100,000 SF,Space is in Excellent Condition,Space is in Excellent Condition,Build to suit up to 100,000 SF,Space is in Excellent Condition,Build to suit up to 100,000 SF,Listed lease rate plus proportional share of electrical cost,Build to suit up to 100,000 SF,Space is in Excellent Condition,Listed lease rate plus proportional share of electrical cost,Build to suit up to 100,000 SF,Space is in Excellent Condition","Custom units are ideal flexible work space for start-up companies and organizations. 
Larger units are great for industrial, service, warehousing, and classrooms. 
Full floors ideal for back office, light industrial, and warehousing operations. Classroom space also available.,Custom units are ideal flexible work space for start-up companies and organizations. 
Larger units are great for industrial, service, warehousing, and classrooms. 
Full floors ideal for back office, light industrial, and warehousing operations. Classroom space also available.,Custom units are ideal flexible work space for start-up companies and organizations. 
Larger units are great for industrial, service, warehousing, and classrooms. 
Full floors ideal for back office, light industrial, and warehousing operations. Classroom space also available.,Custom units are ideal flexible work space for start-up companies and organizations. 
Larger units are great for industrial, service, warehousing, and classrooms. 
Full floors ideal for back office, light industrial, and warehousing operations. Classroom space also available.,Custom units are ideal flexible work space for start-up companies and organizations. 
Larger units are great for industrial, service, warehousing, and classrooms. 
Full floors ideal for back office, light industrial, and warehousing operations. Classroom space also available.",5 Spaces,CT,For Lease,"Office, Flex","[('Bridgeport Station Commuter Rail (New Haven Line)', '3 min drive', '1.3 mi'), ('Bridgeport Commuter Rail (Shore East Line)', '3 min drive', '1.3 mi'), ('Tweed-New Haven Airport', '35 min drive', '21.1 mi'), ('Westchester County Airport', '56 min drive', '35.7 mi'), ('NY - Red Hook Container Terminal', '93 min drive', '64.2 mi'), (""Shepard'S Incorporated"", '40 min drive', '22.1 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
585 Nutmeg Rd N,,"15,686 SF",South Windsor,"Rental Rate,$5.25 /SF/YR,Rentable Building Area,15,686 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",,,12/5/2019,17882189,$0.44 SF/Mo,,Industrial,"4,024 SF","Lease rate does not include utilities, property expenses or building services","Sentry Commercial, as exclusive agent for the owner, is pleased to present 4,024 square feet for lease at 585 Nutmeg Road North, South Windsor CT. This clear span industrial space offers 500+/- square feet of built to suit office space, one dock and one drive in door.",1 Space,CT,For Lease,Industrial,"[('Bradley International Airport', '28 min drive', '13.3 mi'), ('Port of Davisville, RI', '116 min drive', '83.8 mi'), ('SOUTHSHORE ENTERPRISES, INC.-EAST HARTFORD-CT', '9 min drive', '4.9 mi')]",
12 Plains Rd,"Storage Space,Fluorescent Lighting","10,000 SF",Essex,"Rental Rate,$6.24 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Industrial,Year Built,1980,Property Subtype,Warehouse",,,12/5/2019,17882993,$0.52 SF/Mo,"Approximately 5000 square feet in the Business District zone. Space provides a combination of office, light industrial and storage options. Retail not currently allowed. However, on-site display and sale of principle business ancillary/accessory items is allowed. Public and private parking areas. Lease term 1 to 5 years. NOTE: New Tenant Incentive for a 5 year lease; $2600 monthly rental will be discounted to $2200 monthly until February 28, 2020.",Industrial,"5,000 SF","Listed rate may not include certain utilities, building services and property expenses,Central Heating System,Private Restrooms,1 Drive In Bay,Partitioned Offices,Convenient Access to Route 9","Approximately 5000 square feet in the Business District zone. Space provides a combination of office, light industrial and storage options. Retail not currently allowed. However, on-site display and sale of principle business ancillary/accessory items is allowed. Public and private parking areas. Lease term 1 to 5 years. NOTE: New Tenant Incentive for a 5 year lease; $2600 monthly rental will be discounted to $2200 monthly until February 28, 2020.",1 Space,CT,For Lease,Industrial,"[('Old Saybrook Commuter Rail (Shore East Line)', '8 min drive', '4.3 mi'), ('Westbrook Commuter Rail (Shore East Line)', '10 min drive', '5.0 mi'), ('Tweed-New Haven Airport', '43 min drive', '29.9 mi'), ('Port of Davisville, RI', '92 min drive', '69.8 mi'), ('POST-SCRIPT WAREHOUSE, INC.-NORWICH-CT', '35 min drive', '27.3 mi')]",
8 Maple Dr,,"14,515 SF",Monroe,"Rental Rate,$6.95 /SF/YR,Rentable Building Area,14,515 SF,Property Type,Industrial,Year Built,1977,Property Subtype,Warehouse",Spray Booth,,12/18/2019,17960522,$0.58 SF/Mo,"13,996sf Light Industrial Building with 2 overhead doors plus additional interior door.  Private offices, open office bullpen space on 2nd floor, 1st floor is warehouse space with spray booth.",Industrial,"6,875 - 14,392 SF","Lease rate does not include utilities, property expenses or building services,Central Air Conditioning,Can be combined with additional space(s) for up to 14,392 SF of adjacent space,Kitchen,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 14,392 SF of adjacent space","For Lease: $6.95/sf NNN with Potential Purchase Option - 14,392 SF for lease. Individual floor is not available, must take the entire space.
Includes -Very Open Area with Natural Lighting, an Open warehouse on 1st floor with 2 lavs, spray booth and 5 newly added 2nd floor offices with glass paneled doors, full kitchen, large finished office bullpen area and lavs. 400 Amp service to building – 3 phase; Central A/C in front offices and 2nd floor office bullpen area, 1st/2nd floor natural gas heat; 3 Overhead Doors: 2 ground floor and additional interior 2nd floor door; Dry chemical suppression system in spray room only. Also, city water which can accommodate a full sprinkler system. Fire retardant coating on ceiling of 1st floor. Floor loads can accommodate heavy industrial machines. Estimated Net charges $2.95/SF that includes taxes, insurance. Owner pays grass cutting. Tenant responsible for snow removal.,For Lease: $6.95/sf NNN with Potential Purchase Option - 14,392 SF for lease. Individual floor is not available, must take the entire space.",2 Spaces,CT,For Lease,Industrial,"[('Tweed-New Haven Airport', '44 min drive', '27.1 mi'), ('Westchester County Airport', '67 min drive', '41.2 mi'), ('NY - Red Hook Container Terminal', '105 min drive', '69.7 mi'), (""Shepard'S Incorporated"", '27 min drive', '12.4 mi')]",
